ancestor_concept_code,descendant_concept_code,level_of_separation
N0000000140,N0000000259,1
N0000000259,N0000000259,0
N0000000223,N0000000156,3
N0000000223,N0000000244,4
N0000000223,N0000000073,5
N0000000085,N0000000156,2
N0000000085,N0000000244,3
N0000000085,N0000000073,4
N0000000193,N0000000156,1
N0000000193,N0000000244,2
N0000000193,N0000000073,3
N0000000156,N0000000156,0
N0000000156,N0000000244,1
N0000000156,N0000000073,2
N0000000244,N0000000244,0
N0000000244,N0000000073,1
N0000000073,N0000000073,0
N0000000223,N0000000119,5
N0000000085,N0000000119,4
N0000000193,N0000000119,3
N0000000156,N0000000119,2
N0000000244,N0000000119,1
N0000000119,N0000000119,0
N0000000223,N0000000138,4
N0000000223,N0000000074,5
N0000000085,N0000000138,3
N0000000085,N0000000074,4
N0000000193,N0000000138,2
N0000000193,N0000000074,3
N0000000156,N0000000138,1
N0000000156,N0000000074,2
N0000000138,N0000000138,0
N0000000138,N0000000074,1
N0000000074,N0000000074,0
N0000000223,N0000000118,5
N0000000085,N0000000118,4
N0000000193,N0000000118,3
N0000000156,N0000000118,2
N0000000138,N0000000118,1
N0000000118,N0000000118,0
N0000000223,N0000000196,5
N0000000085,N0000000196,4
N0000000193,N0000000196,3
N0000000156,N0000000196,2
N0000000138,N0000000196,1
N0000000196,N0000000196,0
N0000000223,N0000000078,4
N0000000085,N0000000078,3
N0000000193,N0000000078,2
N0000000156,N0000000078,1
N0000000078,N0000000078,0
N0000000223,N0000000224,4
N0000000085,N0000000224,3
N0000000193,N0000000224,2
N0000000156,N0000000224,1
N0000000224,N0000000224,0
N0000000223,N0000175456,4
N0000000085,N0000175456,3
N0000000193,N0000175456,2
N0000000156,N0000175456,1
N0000175456,N0000175456,0
N0000000223,N0000184145,4
N0000000085,N0000184145,3
N0000000193,N0000184145,2
N0000000156,N0000184145,1
N0000184145,N0000184145,0
N0000000223,N0000188380,3
N0000000085,N0000188380,2
N0000000193,N0000188380,1
N0000188380,N0000188380,0
N0000188380,N0000000244,1
N0000188380,N0000000073,2
N0000188380,N0000000119,2
N0000188380,N0000000138,1
N0000188380,N0000000074,2
N0000188380,N0000000118,2
N0000188380,N0000000196,2
N0000000223,N0000000095,4
N0000000223,N0000000090,5
N0000000085,N0000000095,3
N0000000085,N0000000090,4
N0000000193,N0000000095,2
N0000000193,N0000000090,3
N0000188380,N0000000095,1
N0000188380,N0000000090,2
N0000000095,N0000000095,0
N0000000095,N0000000090,1
N0000000090,N0000000090,0
N0000000223,N0000000188,5
N0000000085,N0000000188,4
N0000000193,N0000000188,3
N0000188380,N0000000188,2
N0000000095,N0000000188,1
N0000000188,N0000000188,0
N0000000223,N0000000199,4
N0000000223,N0000000143,5
N0000000223,N0000175652,6
N0000000085,N0000000199,3
N0000000085,N0000000143,4
N0000000085,N0000175652,5
N0000000193,N0000000199,2
N0000000193,N0000000143,3
N0000000193,N0000175652,4
N0000188380,N0000000199,1
N0000188380,N0000000143,2
N0000188380,N0000175652,3
N0000000199,N0000000199,0
N0000000199,N0000000143,1
N0000000199,N0000175652,2
N0000000143,N0000000143,0
N0000000143,N0000175652,1
N0000175652,N0000175652,0
N0000000223,N0000175701,6
N0000000085,N0000175701,5
N0000000193,N0000175701,4
N0000188380,N0000175701,3
N0000000199,N0000175701,2
N0000000143,N0000175701,1
N0000175701,N0000175701,0
N0000000223,N0000175702,6
N0000000085,N0000175702,5
N0000000193,N0000175702,4
N0000188380,N0000175702,3
N0000000199,N0000175702,2
N0000000143,N0000175702,1
N0000175702,N0000175702,0
N0000000223,N0000175717,6
N0000000085,N0000175717,5
N0000000193,N0000175717,4
N0000188380,N0000175717,3
N0000000199,N0000175717,2
N0000000143,N0000175717,1
N0000175717,N0000175717,0
N0000000223,N0000000227,5
N0000000223,N0000175653,6
N0000000085,N0000000227,4
N0000000085,N0000175653,5
N0000000193,N0000000227,3
N0000000193,N0000175653,4
N0000188380,N0000000227,2
N0000188380,N0000175653,3
N0000000199,N0000000227,1
N0000000199,N0000175653,2
N0000000227,N0000000227,0
N0000000227,N0000175653,1
N0000175653,N0000175653,0
N0000000223,N0000175703,6
N0000000085,N0000175703,5
N0000000193,N0000175703,4
N0000188380,N0000175703,3
N0000000199,N0000175703,2
N0000000227,N0000175703,1
N0000175703,N0000175703,0
N0000000223,N0000175704,6
N0000000085,N0000175704,5
N0000000193,N0000175704,4
N0000188380,N0000175704,3
N0000000199,N0000175704,2
N0000000227,N0000175704,1
N0000175704,N0000175704,0
N0000000223,N0000175718,6
N0000000085,N0000175718,5
N0000000193,N0000175718,4
N0000188380,N0000175718,3
N0000000199,N0000175718,2
N0000000227,N0000175718,1
N0000175718,N0000175718,0
N0000000223,N0000188381,4
N0000000223,N0000020014,5
N0000000223,N0000020015,6
N0000000223,N0000181817,7
N0000000085,N0000188381,3
N0000000085,N0000020014,4
N0000000085,N0000020015,5
N0000000085,N0000181817,6
N0000000193,N0000188381,2
N0000000193,N0000020014,3
N0000000193,N0000020015,4
N0000000193,N0000181817,5
N0000188380,N0000188381,1
N0000188380,N0000020014,2
N0000188380,N0000020015,3
N0000188380,N0000181817,4
N0000188381,N0000188381,0
N0000188381,N0000020014,1
N0000188381,N0000020015,2
N0000188381,N0000181817,3
N0000020014,N0000020014,0
N0000020014,N0000020015,1
N0000020014,N0000181817,2
N0000020015,N0000020015,0
N0000020015,N0000181817,1
N0000181817,N0000181817,0
N0000000223,N0000181818,7
N0000000085,N0000181818,6
N0000000193,N0000181818,5
N0000188380,N0000181818,4
N0000188381,N0000181818,3
N0000020014,N0000181818,2
N0000020015,N0000181818,1
N0000181818,N0000181818,0
N0000000223,N0000181819,7
N0000000085,N0000181819,6
N0000000193,N0000181819,5
N0000188380,N0000181819,4
N0000188381,N0000181819,3
N0000020014,N0000181819,2
N0000020015,N0000181819,1
N0000181819,N0000181819,0
N0000000223,N0000181820,7
N0000000085,N0000181820,6
N0000000193,N0000181820,5
N0000188380,N0000181820,4
N0000188381,N0000181820,3
N0000020014,N0000181820,2
N0000020015,N0000181820,1
N0000181820,N0000181820,0
N0000000223,N0000020016,6
N0000000085,N0000020016,5
N0000000193,N0000020016,4
N0000188380,N0000020016,3
N0000188381,N0000020016,2
N0000020014,N0000020016,1
N0000020016,N0000020016,0
N0000000223,N0000020017,6
N0000000085,N0000020017,5
N0000000193,N0000020017,4
N0000188380,N0000020017,3
N0000188381,N0000020017,2
N0000020014,N0000020017,1
N0000020017,N0000020017,0
N0000000223,N0000000180,3
N0000000223,N0000181004,4
N0000000085,N0000000180,2
N0000000085,N0000181004,3
N0000000193,N0000000180,1
N0000000193,N0000181004,2
N0000000180,N0000000180,0
N0000000180,N0000181004,1
N0000181004,N0000181004,0
N0000000223,N0000182727,4
N0000000085,N0000182727,3
N0000000193,N0000182727,2
N0000000180,N0000182727,1
N0000182727,N0000182727,0
N0000000223,N0000000211,3
N0000000223,N0000175448,4
N0000000085,N0000000211,2
N0000000085,N0000175448,3
N0000000193,N0000000211,1
N0000000193,N0000175448,2
N0000000211,N0000000211,0
N0000000211,N0000175448,1
N0000175448,N0000175448,0
N0000000223,N0000175449,4
N0000000085,N0000175449,3
N0000000193,N0000175449,2
N0000000211,N0000175449,1
N0000175449,N0000175449,0
N0000000223,N0000182728,4
N0000000085,N0000182728,3
N0000000193,N0000182728,2
N0000000211,N0000182728,1
N0000182728,N0000182728,0
N0000000223,N0000191545,3
N0000000223,N0000191546,4
N0000000085,N0000191545,2
N0000000085,N0000191546,3
N0000000193,N0000191545,1
N0000000193,N0000191546,2
N0000191545,N0000191545,0
N0000191545,N0000191546,1
N0000191546,N0000191546,0
N0000000223,N0000191547,4
N0000000085,N0000191547,3
N0000000193,N0000191547,2
N0000191545,N0000191547,1
N0000191547,N0000191547,0
N0000000223,N0000000242,2
N0000000223,N0000000257,3
N0000000223,N0000000221,4
N0000000223,N0000000162,5
N0000000223,N0000000084,6
N0000000223,N0000000115,7
N0000000085,N0000000242,1
N0000000085,N0000000257,2
N0000000085,N0000000221,3
N0000000085,N0000000162,4
N0000000085,N0000000084,5
N0000000085,N0000000115,6
N0000000242,N0000000242,0
N0000000242,N0000000257,1
N0000000242,N0000000221,2
N0000000242,N0000000162,3
N0000000242,N0000000084,4
N0000000242,N0000000115,5
N0000000257,N0000000257,0
N0000000257,N0000000221,1
N0000000257,N0000000162,2
N0000000257,N0000000084,3
N0000000257,N0000000115,4
N0000000221,N0000000221,0
N0000000221,N0000000162,1
N0000000221,N0000000084,2
N0000000221,N0000000115,3
N0000000162,N0000000162,0
N0000000162,N0000000084,1
N0000000162,N0000000115,2
N0000000084,N0000000084,0
N0000000084,N0000000115,1
N0000000115,N0000000115,0
N0000000223,N0000000145,7
N0000000223,N0000011319,8
N0000000085,N0000000145,6
N0000000085,N0000011319,7
N0000000242,N0000000145,5
N0000000242,N0000011319,6
N0000000257,N0000000145,4
N0000000257,N0000011319,5
N0000000221,N0000000145,3
N0000000221,N0000011319,4
N0000000162,N0000000145,2
N0000000162,N0000011319,3
N0000000084,N0000000145,1
N0000000084,N0000011319,2
N0000000145,N0000000145,0
N0000000145,N0000011319,1
N0000011319,N0000011319,0
N0000000223,N0000000243,7
N0000000085,N0000000243,6
N0000000242,N0000000243,5
N0000000257,N0000000243,4
N0000000221,N0000000243,3
N0000000162,N0000000243,2
N0000000084,N0000000243,1
N0000000243,N0000000243,0
N0000000223,N0000000110,6
N0000000085,N0000000110,5
N0000000242,N0000000110,4
N0000000257,N0000000110,3
N0000000221,N0000000110,2
N0000000162,N0000000110,1
N0000000110,N0000000110,0
N0000000223,N0000000139,6
N0000000223,N0000011310,7
N0000000085,N0000000139,5
N0000000085,N0000011310,6
N0000000242,N0000000139,4
N0000000242,N0000011310,5
N0000000257,N0000000139,3
N0000000257,N0000011310,4
N0000000221,N0000000139,2
N0000000221,N0000011310,3
N0000000162,N0000000139,1
N0000000162,N0000011310,2
N0000000139,N0000000139,0
N0000000139,N0000011310,1
N0000011310,N0000011310,0
N0000000223,N0000000222,5
N0000000085,N0000000222,4
N0000000242,N0000000222,3
N0000000257,N0000000222,2
N0000000221,N0000000222,1
N0000000222,N0000000222,0
N0000000223,N0000010267,5
N0000000085,N0000010267,4
N0000000242,N0000010267,3
N0000000257,N0000010267,2
N0000000221,N0000010267,1
N0000010267,N0000010267,0
N0000000223,N0000175084,5
N0000000085,N0000175084,4
N0000000242,N0000175084,3
N0000000257,N0000175084,2
N0000000221,N0000175084,1
N0000175084,N0000175084,0
N0000000223,N0000000149,4
N0000000223,N0000000182,5
N0000000223,N0000175450,6
N0000000223,N0000000094,7
N0000000085,N0000000149,3
N0000000085,N0000000182,4
N0000000085,N0000175450,5
N0000000085,N0000000094,6
N0000000242,N0000000149,2
N0000000242,N0000000182,3
N0000000242,N0000175450,4
N0000000242,N0000000094,5
N0000000257,N0000000149,1
N0000000257,N0000000182,2
N0000000257,N0000175450,3
N0000000257,N0000000094,4
N0000000149,N0000000149,0
N0000000149,N0000000182,1
N0000000149,N0000175450,2
N0000000149,N0000000094,3
N0000000182,N0000000182,0
N0000000182,N0000175450,1
N0000000182,N0000000094,2
N0000175450,N0000175450,0
N0000175450,N0000000094,1
N0000000094,N0000000094,0
N0000000223,N0000000159,7
N0000000085,N0000000159,6
N0000000242,N0000000159,5
N0000000257,N0000000159,4
N0000000149,N0000000159,3
N0000000182,N0000000159,2
N0000175450,N0000000159,1
N0000000159,N0000000159,0
N0000000223,N0000000214,6
N0000000223,N0000000100,7
N0000000085,N0000000214,5
N0000000085,N0000000100,6
N0000000242,N0000000214,4
N0000000242,N0000000100,5
N0000000257,N0000000214,3
N0000000257,N0000000100,4
N0000000149,N0000000214,2
N0000000149,N0000000100,3
N0000000182,N0000000214,1
N0000000182,N0000000100,2
N0000000214,N0000000214,0
N0000000214,N0000000100,1
N0000000100,N0000000100,0
N0000000223,N0000000146,7
N0000000085,N0000000146,6
N0000000242,N0000000146,5
N0000000257,N0000000146,4
N0000000149,N0000000146,3
N0000000182,N0000000146,2
N0000000214,N0000000146,1
N0000000146,N0000000146,0
N0000000223,N0000000185,7
N0000000085,N0000000185,6
N0000000242,N0000000185,5
N0000000257,N0000000185,4
N0000000149,N0000000185,3
N0000000182,N0000000185,2
N0000000214,N0000000185,1
N0000000185,N0000000185,0
N0000000223,N0000000237,5
N0000000085,N0000000237,4
N0000000242,N0000000237,3
N0000000257,N0000000237,2
N0000000149,N0000000237,1
N0000000237,N0000000237,0
N0000000223,N0000010266,5
N0000000085,N0000010266,4
N0000000242,N0000010266,3
N0000000257,N0000010266,2
N0000000149,N0000010266,1
N0000010266,N0000010266,0
N0000000223,N0000175654,5
N0000000085,N0000175654,4
N0000000242,N0000175654,3
N0000000257,N0000175654,2
N0000000149,N0000175654,1
N0000175654,N0000175654,0
N0000000223,N0000193923,5
N0000000223,N0000193924,6
N0000000085,N0000193923,4
N0000000085,N0000193924,5
N0000000242,N0000193923,3
N0000000242,N0000193924,4
N0000000257,N0000193923,2
N0000000257,N0000193924,3
N0000000149,N0000193923,1
N0000000149,N0000193924,2
N0000193923,N0000193923,0
N0000193923,N0000193924,1
N0000193924,N0000193924,0
N0000000223,N0000000255,4
N0000000223,N0000000172,5
N0000000223,N0000000168,6
N0000000085,N0000000255,3
N0000000085,N0000000172,4
N0000000085,N0000000168,5
N0000000242,N0000000255,2
N0000000242,N0000000172,3
N0000000242,N0000000168,4
N0000000257,N0000000255,1
N0000000257,N0000000172,2
N0000000257,N0000000168,3
N0000000255,N0000000255,0
N0000000255,N0000000172,1
N0000000255,N0000000168,2
N0000000172,N0000000172,0
N0000000172,N0000000168,1
N0000000168,N0000000168,0
N0000000223,N0000000186,6
N0000000085,N0000000186,5
N0000000242,N0000000186,4
N0000000257,N0000000186,3
N0000000255,N0000000186,2
N0000000172,N0000000186,1
N0000000186,N0000000186,0
N0000000223,N0000191262,6
N0000000085,N0000191262,5
N0000000242,N0000191262,4
N0000000257,N0000191262,3
N0000000255,N0000191262,2
N0000000172,N0000191262,1
N0000191262,N0000191262,0
N0000000223,N0000175374,3
N0000000223,N0000175375,4
N0000000085,N0000175374,2
N0000000085,N0000175375,3
N0000000242,N0000175374,1
N0000000242,N0000175375,2
N0000175374,N0000175374,0
N0000175374,N0000175375,1
N0000175375,N0000175375,0
N0000000223,N0000175376,4
N0000000085,N0000175376,3
N0000000242,N0000175376,2
N0000175374,N0000175376,1
N0000175376,N0000175376,0
N0000000223,N0000175377,4
N0000000085,N0000175377,3
N0000000242,N0000175377,2
N0000175374,N0000175377,1
N0000175377,N0000175377,0
N0000000223,N0000175378,4
N0000000085,N0000175378,3
N0000000242,N0000175378,2
N0000175374,N0000175378,1
N0000175378,N0000175378,0
N0000000223,N0000185505,3
N0000000223,N0000190118,4
N0000000223,N0000185506,5
N0000000085,N0000185505,2
N0000000085,N0000190118,3
N0000000085,N0000185506,4
N0000000242,N0000185505,1
N0000000242,N0000190118,2
N0000000242,N0000185506,3
N0000185505,N0000185505,0
N0000185505,N0000190118,1
N0000185505,N0000185506,2
N0000190118,N0000190118,0
N0000190118,N0000185506,1
N0000185506,N0000185506,0
N0000000223,N0000191268,5
N0000000085,N0000191268,4
N0000000242,N0000191268,3
N0000185505,N0000191268,2
N0000190118,N0000191268,1
N0000191268,N0000191268,0
N0000000223,N0000185507,4
N0000000085,N0000185507,3
N0000000242,N0000185507,2
N0000185505,N0000185507,1
N0000185507,N0000185507,0
N0000000223,N0000185607,4
N0000000085,N0000185607,3
N0000000242,N0000185607,2
N0000185505,N0000185607,1
N0000185607,N0000185607,0
N0000000223,N0000187063,4
N0000000085,N0000187063,3
N0000000242,N0000187063,2
N0000185505,N0000187063,1
N0000187063,N0000187063,0
N0000000223,N0000187064,4
N0000000085,N0000187064,3
N0000000242,N0000187064,2
N0000185505,N0000187064,1
N0000187064,N0000187064,0
N0000000223,N0000191624,4
N0000000223,N0000191266,5
N0000000085,N0000191624,3
N0000000085,N0000191266,4
N0000000242,N0000191624,2
N0000000242,N0000191266,3
N0000185505,N0000191624,1
N0000185505,N0000191266,2
N0000191624,N0000191624,0
N0000191624,N0000191266,1
N0000191266,N0000191266,0
N0000000223,N0000191267,4
N0000000085,N0000191267,3
N0000000242,N0000191267,2
N0000185505,N0000191267,1
N0000191267,N0000191267,0
N0000000223,N0000193955,4
N0000000085,N0000193955,3
N0000000242,N0000193955,2
N0000185505,N0000193955,1
N0000193955,N0000193955,0
N0000000223,N0000190117,3
N0000000085,N0000190117,2
N0000000242,N0000190117,1
N0000190117,N0000190117,0
N0000000223,N0000192560,3
N0000000085,N0000192560,2
N0000000242,N0000192560,1
N0000192560,N0000192560,0
N0000000223,N0000175368,2
N0000000085,N0000175368,1
N0000175368,N0000175368,0
N0000175368,N0000000097,1
N0000175368,N0000000104,2
N0000175368,N0000000125,2
N0000000223,N0000175369,3
N0000000085,N0000175369,2
N0000175368,N0000175369,1
N0000175369,N0000175369,0
N0000175369,N0000000104,1
N0000000223,N0000000143,4
N0000000223,N0000175652,5
N0000000085,N0000000143,3
N0000000085,N0000175652,4
N0000175368,N0000000143,2
N0000175368,N0000175652,3
N0000175369,N0000000143,1
N0000175369,N0000175652,2
N0000000223,N0000175701,5
N0000000085,N0000175701,4
N0000175368,N0000175701,3
N0000175369,N0000175701,2
N0000000223,N0000175702,5
N0000000085,N0000175702,4
N0000175368,N0000175702,3
N0000175369,N0000175702,2
N0000000223,N0000175717,5
N0000000085,N0000175717,4
N0000175368,N0000175717,3
N0000175369,N0000175717,2
N0000000223,N0000175370,3
N0000000085,N0000175370,2
N0000175368,N0000175370,1
N0000175370,N0000175370,0
N0000175370,N0000000125,1
N0000000223,N0000000227,4
N0000000223,N0000175653,5
N0000000085,N0000000227,3
N0000000085,N0000175653,4
N0000175368,N0000000227,2
N0000175368,N0000175653,3
N0000175370,N0000000227,1
N0000175370,N0000175653,2
N0000000223,N0000175703,5
N0000000085,N0000175703,4
N0000175368,N0000175703,3
N0000175370,N0000175703,2
N0000000223,N0000175704,5
N0000000085,N0000175704,4
N0000175368,N0000175704,3
N0000175370,N0000175704,2
N0000000223,N0000175718,5
N0000000085,N0000175718,4
N0000175368,N0000175718,3
N0000175370,N0000175718,2
N0000000223,N0000000199,3
N0000000085,N0000000199,2
N0000175368,N0000000199,1
N0000000223,N0000000105,2
N0000000223,N0000000234,3
N0000000223,N0000000102,4
N0000000085,N0000000105,1
N0000000085,N0000000234,2
N0000000085,N0000000102,3
N0000000105,N0000000105,0
N0000000105,N0000000234,1
N0000000105,N0000000102,2
N0000000234,N0000000234,0
N0000000234,N0000000102,1
N0000000102,N0000000102,0
N0000000223,N0000000167,3
N0000000223,N0000000109,4
N0000000085,N0000000167,2
N0000000085,N0000000109,3
N0000000105,N0000000167,1
N0000000105,N0000000109,2
N0000000167,N0000000167,0
N0000000167,N0000000109,1
N0000000109,N0000000109,0
N0000000223,N0000000219,3
N0000000223,N0000000114,4
N0000000085,N0000000219,2
N0000000085,N0000000114,3
N0000000105,N0000000219,1
N0000000105,N0000000114,2
N0000000219,N0000000219,0
N0000000219,N0000000114,1
N0000000114,N0000000114,0
N0000000223,N0000009955,3
N0000000085,N0000009955,2
N0000000105,N0000009955,1
N0000009955,N0000009955,0
N0000000223,N0000178332,3
N0000000223,N0000178333,4
N0000000223,N0000190855,5
N0000000085,N0000178332,2
N0000000085,N0000178333,3
N0000000085,N0000190855,4
N0000000105,N0000178332,1
N0000000105,N0000178333,2
N0000000105,N0000190855,3
N0000178332,N0000178332,0
N0000178332,N0000178333,1
N0000178332,N0000190855,2
N0000178333,N0000178333,0
N0000178333,N0000190855,1
N0000190855,N0000190855,0
N0000000223,N0000188370,2
N0000000223,N0000188375,3
N0000000223,N0000000234,4
N0000000223,N0000000102,5
N0000000085,N0000188370,1
N0000000085,N0000188375,2
N0000000085,N0000000234,3
N0000000085,N0000000102,4
N0000188370,N0000188370,0
N0000188370,N0000188375,1
N0000188370,N0000000234,2
N0000188370,N0000000102,3
N0000188375,N0000188375,0
N0000188375,N0000000234,1
N0000188375,N0000000102,2
N0000000223,N0000000167,4
N0000000223,N0000000109,5
N0000000085,N0000000167,3
N0000000085,N0000000109,4
N0000188370,N0000000167,2
N0000188370,N0000000109,3
N0000188375,N0000000167,1
N0000188375,N0000000109,2
N0000000223,N0000000219,4
N0000000223,N0000000114,5
N0000000085,N0000000219,3
N0000000085,N0000000114,4
N0000188370,N0000000219,2
N0000188370,N0000000114,3
N0000188375,N0000000219,1
N0000188375,N0000000114,2
N0000000223,N0000188376,4
N0000000223,N0000181005,5
N0000000085,N0000188376,3
N0000000085,N0000181005,4
N0000188370,N0000188376,2
N0000188370,N0000181005,3
N0000188375,N0000188376,1
N0000188375,N0000181005,2
N0000188376,N0000188376,0
N0000188376,N0000181005,1
N0000181005,N0000181005,0
N0000000223,N0000188377,4
N0000000223,N0000181006,5
N0000000085,N0000188377,3
N0000000085,N0000181006,4
N0000188370,N0000188377,2
N0000188370,N0000181006,3
N0000188375,N0000188377,1
N0000188375,N0000181006,2
N0000188377,N0000188377,0
N0000188377,N0000181006,1
N0000181006,N0000181006,0
N0000000223,N0000188378,4
N0000000223,N0000187056,5
N0000000223,N0000187057,6
N0000000085,N0000188378,3
N0000000085,N0000187056,4
N0000000085,N0000187057,5
N0000188370,N0000188378,2
N0000188370,N0000187056,3
N0000188370,N0000187057,4
N0000188375,N0000188378,1
N0000188375,N0000187056,2
N0000188375,N0000187057,3
N0000188378,N0000188378,0
N0000188378,N0000187056,1
N0000188378,N0000187057,2
N0000187056,N0000187056,0
N0000187056,N0000187057,1
N0000187057,N0000187057,0
N0000000223,N0000187058,6
N0000000085,N0000187058,5
N0000188370,N0000187058,4
N0000188375,N0000187058,3
N0000188378,N0000187058,2
N0000187056,N0000187058,1
N0000187058,N0000187058,0
N0000000223,N0000193964,4
N0000000223,N0000193958,5
N0000000085,N0000193964,3
N0000000085,N0000193958,4
N0000188370,N0000193964,2
N0000188370,N0000193958,3
N0000188375,N0000193964,1
N0000188375,N0000193958,2
N0000193964,N0000193964,0
N0000193964,N0000193958,1
N0000193958,N0000193958,0
N0000000223,N0000193965,5
N0000000085,N0000193965,4
N0000188370,N0000193965,3
N0000188375,N0000193965,2
N0000193964,N0000193965,1
N0000193965,N0000193965,0
N0000000223,N0000188371,3
N0000000223,N0000000132,4
N0000000223,N0000190107,5
N0000000085,N0000188371,2
N0000000085,N0000000132,3
N0000000085,N0000190107,4
N0000188370,N0000188371,1
N0000188370,N0000000132,2
N0000188370,N0000190107,3
N0000188371,N0000188371,0
N0000188371,N0000000132,1
N0000188371,N0000190107,2
N0000000132,N0000000132,0
N0000000132,N0000190107,1
N0000190107,N0000190107,0
N0000000223,N0000190108,5
N0000000085,N0000190108,4
N0000188370,N0000190108,3
N0000188371,N0000190108,2
N0000000132,N0000190108,1
N0000190108,N0000190108,0
N0000000223,N0000190109,5
N0000000085,N0000190109,4
N0000188370,N0000190109,3
N0000188371,N0000190109,2
N0000000132,N0000190109,1
N0000190109,N0000190109,0
N0000000223,N0000190110,5
N0000000085,N0000190110,4
N0000188370,N0000190110,3
N0000188371,N0000190110,2
N0000000132,N0000190110,1
N0000190110,N0000190110,0
N0000000223,N0000190111,5
N0000000085,N0000190111,4
N0000188370,N0000190111,3
N0000188371,N0000190111,2
N0000000132,N0000190111,1
N0000190111,N0000190111,0
N0000000223,N0000192340,5
N0000000085,N0000192340,4
N0000188370,N0000192340,3
N0000188371,N0000192340,2
N0000000132,N0000192340,1
N0000192340,N0000192340,0
N0000000223,N0000188372,3
N0000000223,N0000188373,4
N0000000223,N0000000147,5
N0000000223,N0000175542,6
N0000000085,N0000188372,2
N0000000085,N0000188373,3
N0000000085,N0000000147,4
N0000000085,N0000175542,5
N0000188370,N0000188372,1
N0000188370,N0000188373,2
N0000188370,N0000000147,3
N0000188370,N0000175542,4
N0000188372,N0000188372,0
N0000188372,N0000188373,1
N0000188372,N0000000147,2
N0000188372,N0000175542,3
N0000188373,N0000188373,0
N0000188373,N0000000147,1
N0000188373,N0000175542,2
N0000000147,N0000000147,0
N0000000147,N0000175542,1
N0000175542,N0000175542,0
N0000000223,N0000187060,4
N0000000223,N0000187061,5
N0000000085,N0000187060,3
N0000000085,N0000187061,4
N0000188370,N0000187060,2
N0000188370,N0000187061,3
N0000188372,N0000187060,1
N0000188372,N0000187061,2
N0000187060,N0000187060,0
N0000187060,N0000187061,1
N0000187061,N0000187061,0
N0000000223,N0000191265,5
N0000000085,N0000191265,4
N0000188370,N0000191265,3
N0000188372,N0000191265,2
N0000187060,N0000191265,1
N0000191265,N0000191265,0
N0000000223,N0000191423,5
N0000000085,N0000191423,4
N0000188370,N0000191423,3
N0000188372,N0000191423,2
N0000187060,N0000191423,1
N0000191423,N0000191423,0
N0000188372,N0000192340,2
N0000187060,N0000192340,1
N0000000223,N0000193932,5
N0000000085,N0000193932,4
N0000188370,N0000193932,3
N0000188372,N0000193932,2
N0000187060,N0000193932,1
N0000193932,N0000193932,0
N0000000223,N0000188374,3
N0000000223,N0000000238,4
N0000000085,N0000188374,2
N0000000085,N0000000238,3
N0000188370,N0000188374,1
N0000188370,N0000000238,2
N0000188374,N0000188374,0
N0000188374,N0000000238,1
N0000000238,N0000000238,0
N0000000223,N0000178332,4
N0000000223,N0000178333,5
N0000000223,N0000190855,6
N0000000085,N0000178332,3
N0000000085,N0000178333,4
N0000000085,N0000190855,5
N0000188370,N0000178332,2
N0000188370,N0000178333,3
N0000188370,N0000190855,4
N0000188374,N0000178332,1
N0000188374,N0000178333,2
N0000188374,N0000190855,3
N0000000223,N0000000175,2
N0000000223,N0000009950,3
N0000000223,N0000175451,4
N0000000223,N0000175446,5
N0000000085,N0000000175,1
N0000000085,N0000009950,2
N0000000085,N0000175451,3
N0000000085,N0000175446,4
N0000000175,N0000000175,0
N0000000175,N0000009950,1
N0000000175,N0000175451,2
N0000000175,N0000175446,3
N0000009950,N0000009950,0
N0000009950,N0000175451,1
N0000009950,N0000175446,2
N0000175451,N0000175451,0
N0000175451,N0000175446,1
N0000175446,N0000175446,0
N0000000223,N0000175447,5
N0000000085,N0000175447,4
N0000000175,N0000175447,3
N0000009950,N0000175447,2
N0000175451,N0000175447,1
N0000175447,N0000175447,0
N0000000223,N0000187054,5
N0000000085,N0000187054,4
N0000000175,N0000187054,3
N0000009950,N0000187054,2
N0000175451,N0000187054,1
N0000187054,N0000187054,0
N0000000223,N0000010278,3
N0000000223,N0000010279,4
N0000000085,N0000010278,2
N0000000085,N0000010279,3
N0000000175,N0000010278,1
N0000000175,N0000010279,2
N0000010278,N0000010278,0
N0000010278,N0000010279,1
N0000010279,N0000010279,0
N0000000223,N0000010280,4
N0000000085,N0000010280,3
N0000000175,N0000010280,2
N0000010278,N0000010280,1
N0000010280,N0000010280,0
N0000000223,N0000177911,4
N0000000085,N0000177911,3
N0000000175,N0000177911,2
N0000010278,N0000177911,1
N0000177911,N0000177911,0
N0000000223,N0000010281,3
N0000000223,N0000175618,4
N0000000085,N0000010281,2
N0000000085,N0000175618,3
N0000000175,N0000010281,1
N0000000175,N0000175618,2
N0000010281,N0000010281,0
N0000010281,N0000175618,1
N0000175618,N0000175618,0
N0000000223,N0000175619,4
N0000000085,N0000175619,3
N0000000175,N0000175619,2
N0000010281,N0000175619,1
N0000175619,N0000175619,0
N0000000223,N0000175444,3
N0000000223,N0000175445,4
N0000000085,N0000175444,2
N0000000085,N0000175445,3
N0000000175,N0000175444,1
N0000000175,N0000175445,2
N0000175444,N0000175444,0
N0000175444,N0000175445,1
N0000175445,N0000175445,0
N0000000223,N0000175707,3
N0000000223,N0000175708,4
N0000000085,N0000175707,2
N0000000085,N0000175708,3
N0000000175,N0000175707,1
N0000000175,N0000175708,2
