concept_code_1,relationship_id,relationship_source,relationship_type,concept_code_2
161,Mapped from,MEDRT,DIRECT,161
17128,Mapped from,MEDRT,DIRECT,17128
18631,Mapped from,MEDRT,DIRECT,18631
203136,Mapped from,MEDRT,DIRECT,203136
235412,Mapped from,MEDRT,DIRECT,235412
235743,Mapped from,MEDRT,DIRECT,235743
253155,Mapped from,MEDRT,DIRECT,253155
2541,Mapped from,MEDRT,DIRECT,2541
2670,Mapped from,MEDRT,DIRECT,2670
2672,Mapped from,MEDRT,DIRECT,2672
314293,Mapped from,MEDRT,DIRECT,314293
36761,Mapped from,MEDRT,DIRECT,36761
38413,Mapped from,MEDRT,DIRECT,38413
4099,Mapped from,MEDRT,DIRECT,4099
435,Mapped from,MEDRT,DIRECT,435
4603,Mapped from,MEDRT,DIRECT,4603
4719,Mapped from,MEDRT,DIRECT,4719
48203,Mapped from,MEDRT,DIRECT,48203
5487,Mapped from,MEDRT,DIRECT,5487
55471,Mapped from,MEDRT,DIRECT,55471
5640,Mapped from,MEDRT,DIRECT,5640
596,Mapped from,MEDRT,DIRECT,596
6691,Mapped from,MEDRT,DIRECT,6691
6809,Mapped from,MEDRT,DIRECT,6809
723,Mapped from,MEDRT,DIRECT,723
7258,Mapped from,MEDRT,DIRECT,7258
831418,Mapped from,MEDRT,DIRECT,831418
91104,Mapped from,MEDRT,DIRECT,91104
91251,Mapped from,MEDRT,DIRECT,91251
9143,Mapped from,MEDRT,DIRECT,9143
103,Maps to,MEDRT,DIRECT,103
3407,Maps to,MEDRT,DIRECT,3407
203212,Maps to,MEDRT,DIRECT,203212
4124,Maps to,MEDRT,DIRECT,4124
1000112,Maps to,MEDRT,DIRECT,1000112
1191,Maps to,MEDRT,DIRECT,1191
1202,Maps to,MEDRT,DIRECT,1202
133008,Maps to,MEDRT,DIRECT,133008
1347,Maps to,MEDRT,DIRECT,1347
1348,Maps to,MEDRT,DIRECT,1348
140587,Maps to,MEDRT,DIRECT,140587
142153,Maps to,MEDRT,DIRECT,142153
142442,Maps to,MEDRT,DIRECT,142442
161,Maps to,MEDRT,DIRECT,161
17128,Maps to,MEDRT,DIRECT,17128
18631,Maps to,MEDRT,DIRECT,18631
203136,Maps to,MEDRT,DIRECT,203136
235412,Maps to,MEDRT,DIRECT,235412
235743,Maps to,MEDRT,DIRECT,235743
253155,Maps to,MEDRT,DIRECT,253155
2541,Maps to,MEDRT,DIRECT,2541
2670,Maps to,MEDRT,DIRECT,2670
2672,Maps to,MEDRT,DIRECT,2672
314293,Maps to,MEDRT,DIRECT,314293
36761,Maps to,MEDRT,DIRECT,36761
38413,Maps to,MEDRT,DIRECT,38413
4099,Maps to,MEDRT,DIRECT,4099
435,Maps to,MEDRT,DIRECT,435
4603,Maps to,MEDRT,DIRECT,4603
4719,Maps to,MEDRT,DIRECT,4719
48203,Maps to,MEDRT,DIRECT,48203
5487,Maps to,MEDRT,DIRECT,5487
55471,Maps to,MEDRT,DIRECT,55471
5640,Maps to,MEDRT,DIRECT,5640
596,Maps to,MEDRT,DIRECT,596
6691,Maps to,MEDRT,DIRECT,6691
6809,Maps to,MEDRT,DIRECT,6809
723,Maps to,MEDRT,DIRECT,723
7258,Maps to,MEDRT,DIRECT,7258
831418,Maps to,MEDRT,DIRECT,831418
91104,Maps to,MEDRT,DIRECT,91104
91251,Maps to,MEDRT,DIRECT,91251
9143,Maps to,MEDRT,DIRECT,9143
