rxcui,name,tty,SourceId,SourceName,Relation,classId
1597609,ceftolozane,IN,37A4IES95Q,CEFTOLOZANE,INDIRECT,D000072471
1760,bromocriptine,IN,3A64E3G5ZO,BROMOCRIPTINE,INDIRECT,D000072471
1886,caffeine,IN,3G6A5W338E,CAFFEINE,INDIRECT,D000072471
1927663,delafloxacin,IN,6315412YVF,DELAFLOXACIN,INDIRECT,D000072471
19552,cefprozil,IN,4W0459ZA4V,CEFPROZIL,INDIRECT,D000072471
1994739,ozenoxacin,IN,V0LH498RFO,OZENOXACIN,INDIRECT,D000072471
20481,cefepime,IN,807PW4VQE3,CEFEPIME,INDIRECT,D000072471
20489,cefpodoxime,IN,7R4F94TVGY,CEFPODOXIME,INDIRECT,D000072471
20492,ceftibuten,IN,IW71N46B4Y,CEFTIBUTEN,INDIRECT,D000072471
21241,clobazam,IN,2MRO291B4U,CLOBAZAM,INDIRECT,D000072471
2180,cefazolin,IN,IHS69L0Y4T,CEFAZOLIN,INDIRECT,D000072471
2186,cefotaxime,IN,N2GI8B1GK7,CEFOTAXIME,INDIRECT,D000072471
2187,cefotetan,IN,48SPP0PA9Q,CEFOTETAN,INDIRECT,D000072471
2189,cefoxitin,IN,6OEV9DX57Y,CEFOXITIN,INDIRECT,D000072471
2192,ceftizoxime,IN,C43C467DPE,CEFTIZOXIME,INDIRECT,D000072471
2193,ceftriaxone,IN,75J73V1629,CEFTRIAXONE,INDIRECT,D000072471
2194,cefuroxime,IN,O1R9FJ93ED,CEFUROXIME,INDIRECT,D000072471
235408,clorazepic acid,PIN,D51WO0G0L4,CLORAZEPIC ACID,INDIRECT,D000072471
2356,chlordiazepoxide,IN,6RZ6XEZ3CR,CHLORDIAZEPOXIDE,INDIRECT,D000072471
2403,chlorpromazine,IN,U42B7VYA4P,CHLORPROMAZINE,INDIRECT,D000072471
25037,cefdinir,IN,CI0FAO63WC,CEFDINIR,INDIRECT,D000072471
2551,ciprofloxacin,IN,5E8K9I0O4U,CIPROFLOXACIN,INDIRECT,D000072471
2598,clonazepam,IN,5PE9FDE8GB,CLONAZEPAM,INDIRECT,D000072471
325642,ertapenem,IN,G32F6EID2H,ERTAPENEM,INDIRECT,D000072471
3322,diazepam,IN,Q3JTX2Q7TU,DIAZEPAM,INDIRECT,D000072471
3356,dicloxacillin,IN,COF19H7WBK,DICLOXACILLIN,INDIRECT,D000072471
337068,methyl 5-aminolevulinate,IN,585NM85KYM,METHYL AMINOLEVULINATE,INDIRECT,D000072471
3418,dihydroergotamine,IN,436O5HM03C,DIHYDROERGOTAMINE,INDIRECT,D000072471
35185,quazepam,IN,JF8V0828ZI,QUAZEPAM,INDIRECT,D000072471
35616,rifamycin SV,IN,DU69T8ZZPA,RIFAMYCIN,INDIRECT,D000072471
35617,rifapentine,IN,XJM390A33U,RIFAPENTINE,INDIRECT,D000072471
35619,rifaximin,IN,L36O5T016N,RIFAXIMIN,INDIRECT,D000072471
35623,riluzole,IN,7LJ087RS6F,RILUZOLE,INDIRECT,D000072471
39541,vinorelbine,IN,Q6C979R91Y,VINORELBINE,INDIRECT,D000072471
4025,ergotamine,IN,PR834Q503T,ERGOTAMINE,INDIRECT,D000072471
4077,estazolam,IN,36S3EQV54C,ESTAZOLAM,INDIRECT,D000072471
4496,fluphenazine,IN,S79426A41Z,FLUPHENAZINE,INDIRECT,D000072471
4501,flurazepam,IN,IHP475989U,FLURAZEPAM,INDIRECT,D000072471
47579,cabergoline,IN,LL60K9J05T,CABERGOLINE,INDIRECT,D000072471
55672,rifabutin,IN,1W306TDA6S,RIFABUTIN,INDIRECT,D000072471
596,alprazolam,IN,YU55MQ3IZY,ALPRAZOLAM,INDIRECT,D000072471
6313,leucovorin,IN,Q573I9DVLP,LEUCOVORIN,INDIRECT,D000072471
6470,lorazepam,IN,O26FZP769L,LORAZEPAM,INDIRECT,D000072471
683,aminolevulinic acid,IN,88755TAZ87,AMINOLEVULINIC ACID,INDIRECT,D000072471
6854,methoxsalen,IN,U4VJ29L7BQ,METHOXSALEN,INDIRECT,D000072471
6883,methylergonovine,IN,W53L6FE61V,METHYLERGONOVINE,INDIRECT,D000072471
6960,midazolam,IN,R60L0SM5BC,MIDAZOLAM,INDIRECT,D000072471
7233,nafcillin,IN,4CNZ27M7RV,"NAFCILLIN",INDIRECT,D000072471
733,ampicillin,IN,7C782967RD,AMPICILLIN,INDIRECT,D000072471
7623,ofloxacin,IN,A4P49JAZ9H,OFLOXACIN,INDIRECT,D000072471
7773,oxacillin,IN,UH95VD7V76,OXACILLIN,INDIRECT,D000072471
7781,oxazepam,IN,6GOW6DWN2A,OXAZEPAM,INDIRECT,D000072471
7980,penicillin G,IN,Q42T66VG0C,PENICILLIN G,INDIRECT,D000072471
7984,penicillin V,IN,Z61I075U2W,PENICILLIN V,INDIRECT,D000072471
8076,perphenazine,IN,FTA7XXY4EZ,PERPHENAZINE,INDIRECT,D000072471
819911,besifloxacin,IN,BFE2NBZ7NX,BESIFLOXACIN,INDIRECT,D000072471
82122,levofloxacin,IN,6GNT3Y5LMF,LEVOFLOXACIN,INDIRECT,D000072471
83682,cefditoren,IN,81QS09V3YW,CEFDITOREN,INDIRECT,D000072471
8704,prochlorperazine,IN,YHP6YLT61T,PROCHLORPERAZINE,INDIRECT,D000072471
8745,promethazine,IN,FF28EJQ494,PROMETHAZINE,INDIRECT,D000072471
877015,levoleucovorin,IN,990S25980Y,LEVOLEUCOVORIN,INDIRECT,D000072471
91178,theophylline anhydrous,PIN,0I55128JYK,THEOPHYLLINE ANHYDROUS,INDIRECT,D000072471
9384,rifampin,IN,VJT6J7R4TR,RIFAMPIN,INDIRECT,D000072471
10379,testosterone,IN,3XMK78S47O,TESTOSTERONE,INDIRECT,D000072473
11065,ursodiol,PIN,724L30Y2QR,URSODIOL,INDIRECT,D000072473
11516,doxercalciferol,IN,3DIZ9LF5Y9,DOXERCALCIFEROL,INDIRECT,D000072473
1440856,cholic acid,IN,G1JO7801AE,CHOLIC ACID,INDIRECT,D000072473
1855064,calcifediol anhydrous,PIN,T0WXW8F54E,CALCIFEDIOL ANHYDROUS,INDIRECT,D000072473
1894,calcitriol,IN,FXC9231JVH,CALCITRIOL,INDIRECT,D000072473
2418,cholecalciferol,IN,1C6V77QF41,CHOLECALCIFEROL,INDIRECT,D000072473
29365,calcipotriene,IN,143NQ3779B,CALCIPOTRIENE,INDIRECT,D000072473
3102,danazol,IN,N29QWW3BUO,DANAZOL,INDIRECT,D000072473
3407,digoxin,IN,73K4184T59,DIGOXIN,INDIRECT,D000072473
4018,ergocalciferol,IN,VS041H42XC,ERGOCALCIFEROL,INDIRECT,D000072473
4089,estramustine,IN,35LT29625A,ESTRAMUSTINE,INDIRECT,D000072473
4494,fluoxymesterone,IN,9JU12S4YFY,FLUOXYMESTERONE,INDIRECT,D000072473
6904,methyltestosterone,IN,V9EFU16ZIF,METHYLTESTOSTERONE,INDIRECT,D000072473
73710,paricalcitol,IN,6702D36OG5,PARICALCITOL,INDIRECT,D000072473
8727,progesterone,IN,4G7DS2Q64Y,PROGESTERONE,INDIRECT,D000072473
4910,glycerin,IN,PDC6A3C0OX,GLYCERIN,INDIRECT,D000073999
1010965,oregano allergenic extract,IN,0E5AT8T16U,OREGANO,INDIRECT,D000074385
1011043,horseradish allergenic extract,IN,8DS6G120HJ,HORSERADISH,INDIRECT,D000074385
1012134,sour cherry allergenic extract,IN,1L29G6428X,SOUR CHERRY,INDIRECT,D000074385
1309292,anise seed extract,IN,21C2F5E8RE,ANISE,INDIRECT,D000074385
1310189,Juniperus communis fruit extract,IN,O84B5194RL,JUNIPER BERRY,INDIRECT,D000074385
1313692,red pepper extract,IN,6M47G7C4SY,RED PEPPER,INDIRECT,D000074385
1353217,nutmeg extract,IN,AEE24M3MQ9,NUTMEG,INDIRECT,D000074385
1364295,clove preparation,IN,K48IKT5321,CLOVE,INDIRECT,D000074385
1368197,tragacanth,IN,2944357O2O,TRAGACANTH,INDIRECT,D000074385
1372258,spearmint extract,IN,J7I2T6IV1N,SPEARMINT,INDIRECT,D000074385
2168421,peppermint flowering top extract,IN,V95R5KMY2B,PEPPERMINT,INDIRECT,D000074385
2275721,vanilla bean extract,IN,Q74T35078H,VANILLA,INDIRECT,D000074385
259266,hops extract,IN,01G73H6H83,HOPS,INDIRECT,D000074385
285241,ginger extract,IN,C5529G5JPQ,GINGER,INDIRECT,D000074385
285245,cinnamon preparation,IN,5S29HWU6QB,CINNAMON,INDIRECT,D000074385
319823,thyme preparation,IN,CW657OBU4N,GARDEN THYME,INDIRECT,D000074385
33093,peppermint preparation,IN,V95R5KMY2B,PEPPERMINT,INDIRECT,D000074385
852617,karaya gum extract,IN,73W9IQY50Q,KARAYA GUM,INDIRECT,D000074385
891652,nutmeg allergenic extract,IN,AEE24M3MQ9,NUTMEG,INDIRECT,D000074385
895552,allspice allergenic extract,IN,I5GZG55B36,ALLSPICE,INDIRECT,D000074385
899355,basil allergenic extract,IN,2U0KZP0FDW,BASIL,INDIRECT,D000074385
899420,ginger allergenic extract,IN,C5529G5JPQ,GINGER,INDIRECT,D000074385
899456,mustard seed allergenic extract,IN,58RXI817UT,MUSTARD SEED,INDIRECT,D000074385
899673,cinnamon allergenic extract,IN,5S29HWU6QB,CINNAMON,INDIRECT,D000074385
899724,clove allergenic extract,IN,K48IKT5321,CLOVE,INDIRECT,D000074385
899873,paprika allergenic extract,IN,X72Z47861V,PAPRIKA,INDIRECT,D000074385
901291,vanilla bean allergenic extract,IN,Q74T35078H,VANILLA,INDIRECT,D000074385
901313,spearmint allergenic extract,IN,J7I2T6IV1N,SPEARMINT,INDIRECT,D000074385
901365,cumin allergenic extract,IN,AG9BNA51DQ,CUMIN,INDIRECT,D000074385
904498,carob allergenic extract,IN,5MG5Z946UO,CAROB,INDIRECT,D000074385
972480,red currant allergenic extract,IN,Q5YG47WU3D,RED CURRANT,INDIRECT,D000074385
974527,thyme allergenic extract,IN,CW657OBU4N,GARDEN THYME,INDIRECT,D000074385
975763,dill allergenic extract,IN,Y05PC4JZRH,DILL,INDIRECT,D000074385
1594965,Syrian hamster hair extract,IN,EFG2YD102P,MESOCRICETUS AURATUS HAIR,DIRECT,D000076203
1993210,house mouse hair extract,IN,2I30IJ24E8,MUS MUSCULUS HAIR,DIRECT,D000076203
2471704,Rattus norvegicus hair preparation,IN,69KDL2830A,RATTUS NORVEGICUS HAIR,DIRECT,D000076203
851949,cat skin extract,IN,5308ED00EL,FELIS CATUS SKIN,DIRECT,D000076203
854025,Canis lupus familiaris hair extract,IN,05S7L91ZTR,CANIS LUPUS FAMILIARIS HAIR,DIRECT,D000076203
895488,domestic cow hair extract,IN,TOQ97Z8644,BOS TAURUS HAIR,DIRECT,D000076203
895503,domestic goat hair extract,IN,16M9MK8C4W,CAPRA HIRCUS HAIR,DIRECT,D000076203
895507,guinea pig hair extract,IN,KBA5Y6X57N,CAVIA PORCELLUS HAIR,DIRECT,D000076203
895515,horse hair extract,IN,4F35XG0149,EQUUS CABALLUS HAIR,DIRECT,D000076203
895527,European rabbit hair extract,IN,09N62XQ70Y,ORYCTOLAGUS CUNICULUS HAIR,DIRECT,D000076203
895542,hog hair extract,IN,7Q7T9Z7QUW,SUS SCROFA HAIR,DIRECT,D000076203
1315115,egg extract,IN,291P45F896,EGG,INDIRECT,D000080224
862460,casein allergenic extract,IN,48268V50D5,CASEIN,INDIRECT,D000080224
862475,goat milk allergenic extract,IN,XE5K5I4RP7,GOAT MILK,INDIRECT,D000080224
892616,egg white (chicken) allergenic extract,IN,3E0I92Z2GR,EGG WHITE,INDIRECT,D000080224
892620,egg yolk (chicken) allergenic extract,IN,4IPS17B70T,EGG YOLK,INDIRECT,D000080224
892665,cow milk allergenic extract,IN,917J3173FT,COW MILK,INDIRECT,D000080224
904507,egg (chicken) allergenic extract,IN,291P45F896,EGG,INDIRECT,D000080224
33199,permethrin,IN,509F88P9SZ,PERMETHRIN,INDIRECT,D000081004
2708,colistimethate,PIN,DL2R53P963,COLISTIMETHATE,INDIRECT,D000089882
8536,polymyxin B,IN,J2VZ07J96K,POLYMYXIN B,INDIRECT,D000089882
1151,ascorbic acid,IN,PQ6CK8PD0R,ASCORBIC ACID,INDIRECT,D000144
18747,balsalazide,IN,P80AL8J7ZP,BALSALAZIDE,INDIRECT,D000146
32385,olsalazine,IN,ULS5I8J03O,OLSALAZINE,INDIRECT,D000146
52582,mesalamine,IN,4Q81I59GXC,MESALAMINE,INDIRECT,D000146
9524,sulfasalazine,IN,3XC8GUZ6CB,SULFASALAZINE,INDIRECT,D000146
7393,niacin,IN,2679MF687A,NIACIN,INDIRECT,D000147
1091605,"factor XIII, human",PIN,F7R0FBC1XD,FACTOR XIII CONCENTRATE (HUMAN),INDIRECT,D000217
2890,cosyntropin,IN,72YY86EA29,COSYNTROPIN,DIRECT,D000324
376,corticotropin,IN,K0U68Q2TXA,CORTICOTROPIN,DIRECT,D000324
828529,"albumin human, USP",IN,ZIF514RVZR,ALBUMIN (HUMAN),INDIRECT,D000418
4910,glycerin,IN,PDC6A3C0OX,GLYCERIN,INDIRECT,D000438
1720259,asfotase alfa,IN,Z633861EIM,ASFOTASE ALFA,DIRECT,D000469
11198,vinblastine,IN,5V9KLZ54CY,VINBLASTINE,INDIRECT,D000470
11202,vincristine,IN,5J49Q6B70F,VINCRISTINE,INDIRECT,D000470
1760,bromocriptine,IN,3A64E3G5ZO,BROMOCRIPTINE,INDIRECT,D000470
1886,caffeine,IN,3G6A5W338E,CAFFEINE,INDIRECT,D000470
3418,dihydroergotamine,IN,436O5HM03C,DIHYDROERGOTAMINE,INDIRECT,D000470
39541,vinorelbine,IN,Q6C979R91Y,VINORELBINE,INDIRECT,D000470
4025,ergotamine,IN,PR834Q503T,ERGOTAMINE,INDIRECT,D000470
47579,cabergoline,IN,LL60K9J05T,CABERGOLINE,INDIRECT,D000470
6883,methylergonovine,IN,W53L6FE61V,METHYLERGONOVINE,INDIRECT,D000470
7407,nicotine,IN,6M3C89ZY6R,NICOTINE,INDIRECT,D000470
8047,pergolide,IN,24MJ822NZ9,PERGOLIDE,INDIRECT,D000470
91178,theophylline anhydrous,PIN,0I55128JYK,THEOPHYLLINE ANHYDROUS,INDIRECT,D000470
10753,tretinoin,IN,5688UTC01R,TRETINOIN,INDIRECT,D000475
11246,vitamin A,IN,81G40H8B0T,VITAMIN A,INDIRECT,D000475
16818,acitretin,IN,LCH760E9T7,ACITRETIN,INDIRECT,D000475
233272,bexarotene,IN,A61RXM4375,BEXAROTENE,INDIRECT,D000475
31476,naftifine,IN,4FB1TON47A,"NAFTIFINE",INDIRECT,D000475
37801,terbinafine,IN,G7RIW8S0XP,TERBINAFINE,INDIRECT,D000475
60223,adapalene,IN,1L4806J2QF,ADAPALENE,INDIRECT,D000475
6064,isotretinoin,IN,EH28UP18IF,ISOTRETINOIN,INDIRECT,D000475
7268,natamycin,IN,8O0C852CPO,"NATAMYCIN",INDIRECT,D000475
732,amphotericin B,IN,7XU7A7DROE,AMPHOTERICIN B,INDIRECT,D000475
7597,nystatin,IN,BDF1O1C72E,NYSTATIN,INDIRECT,D000475
81864,alitretinoin,IN,1UA8E65KDZ,ALITRETINOIN,INDIRECT,D000475
83947,tazarotene,IN,81BDR9Y8PS,TAZAROTENE,INDIRECT,D000475
1006258,Apiospora montagnei allergenic extract,IN,49VI1ZSO06,APIOSPORA MONTAGNEI,DIRECT,D000485
1006310,Aspergillus repens allergenic extract,IN,SQ89E6LOME,ASPERGILLUS REPENS,DIRECT,D000485
1006495,Indian wormwood sage pollen extract,IN,UU78E56M7L,ARTEMISIA DRACUNCULUS POLLEN,DIRECT,D000485
1006506,tall oat grass pollen extract,IN,B55BD1QM4Q,ARRHENATHERUM ELATIUS POLLEN,DIRECT,D000485
1006510,barley malt allergenic extract,IN,R3NBG8914U,BARLEY MALT,DIRECT,D000485
1010915,chocolate allergenic extract,IN,D9108TZ9KG,CHOCOLATE,DIRECT,D000485
1010932,leek allergenic extract,IN,RCU76P419D,LEEK,DIRECT,D000485
1010965,oregano allergenic extract,IN,0E5AT8T16U,OREGANO,DIRECT,D000485
1011017,poppy seed allergenic extract,IN,60RO23IR87,POPPY SEED,DIRECT,D000485
1011021,okra allergenic extract,IN,51ME2L7STL,OKRA,DIRECT,D000485
1011027,parsnip allergenic extract,IN,L2V28YP49S,PARSNIP,DIRECT,D000485
1011043,horseradish allergenic extract,IN,8DS6G120HJ,HORSERADISH,DIRECT,D000485
1011049,chickpea allergenic extract,IN,N91637DNW9,CHICKPEA,DIRECT,D000485
1011060,lime allergenic extract,IN,8CZS546954,LIME (CITRUS),DIRECT,D000485
1011404,mango allergenic extract,IN,I629I3NR86,MANGO,DIRECT,D000485
1011412,tangerine allergenic extract,IN,KH3E3096OO,TANGERINE,DIRECT,D000485
1011418,watercress allergenic extract,IN,K5877MW0LE,WATERCRESS,DIRECT,D000485
1011426,papaya allergenic extract,IN,KU94FIY6JB,PAPAYA,DIRECT,D000485
1011627,sage leaf allergenic extract,IN,065C5D077J,SAGE,DIRECT,D000485
1012026,veal allergenic extract,IN,0X5GW3050M,VEAL,DIRECT,D000485
1012134,sour cherry allergenic extract,IN,1L29G6428X,SOUR CHERRY,DIRECT,D000485
1013913,scrub pine pollen extract,IN,P6818UI2E4,PINUS VIRGINIANA POLLEN,DIRECT,D000485
1013944,water oak pollen extract,IN,6U600U1326,QUERCUS NIGRA POLLEN,DIRECT,D000485
1014191,cedar elm pollen extract,IN,G82398SD3I,ULMUS CRASSIFOLIA POLLEN,DIRECT,D000485
1014340,Italian rye grass pollen extract,IN,VJI0WKK736,LOLIUM MULTIFLORUM POLLEN,DIRECT,D000485
1014360,longleaf pine pollen extract,IN,E3A7U1HWIO,PINUS PALUSTRIS POLLEN,DIRECT,D000485
1014385,Bermuda grass smut allergenic extract,IN,0V3J4YEX2W,USTILAGO CYNODONTIS,DIRECT,D000485
1014391,Humicola grisea allergenic extract,IN,RZ55S3AQOJ,HUMICOLA GRISEA,DIRECT,D000485
1014395,Microsporum audouinii allergenic extract,IN,B7B86Y84R8,MICROSPORUM AUDOUINII,DIRECT,D000485
1014399,microsporum canis allergenic extract,IN,N4F4RQ7BY7,MICROSPORUM CANIS,DIRECT,D000485
1014447,yellow sweet clover pollen extract,IN,UVC3Z60VTX,MELILOTUS OFFICINALIS POLLEN,DIRECT,D000485
1014690,jack pine pollen extract,IN,YM2P5UN502,PINUS BANKSIANA POLLEN,DIRECT,D000485
1014707,redwood pollen extract,IN,NBV527E8B4,SEQUOIA SEMPERVIRENS POLLEN,DIRECT,D000485
1014721,California black oak pollen extract,IN,02RVY6X9EC,QUERCUS KELLOGGII POLLEN,DIRECT,D000485
1014731,Canadian bluegrass pollen extract,IN,50HCQ1NYV5,POA COMPRESSA POLLEN,DIRECT,D000485
1014735,white sweet clover pollen extract,IN,9L67M8B78R,MELILOTUS ALBUS POLLEN,DIRECT,D000485
1014739,bitter dock pollen extract,IN,R6H8O3GVL9,RUMEX OBTUSIFOLIUS POLLEN,DIRECT,D000485
1014743,white (mexican) dock pollen extract,IN,BHS470V9ON,RUMEX SALICIFOLIUS VAR. MEXICANUS POLLEN,DIRECT,D000485
1014755,western black willow pollen extract,IN,9P9T267QMR,SALIX LUCIDA SSP. LASIANDRA POLLEN,DIRECT,D000485
1014762,balsam poplar pollen extract,IN,A7XVZ7S0Y5,POPULUS BALSAMIFERA POLLEN,DIRECT,D000485
1014766,Jerusalem oak pollen extract,IN,IVU789297D,CHENOPODIUM BOTRYS POLLEN,DIRECT,D000485
1014774,cultivated rye grass pollen extract,IN,I6KAZ8AO1O,SECALE CEREALE POLLEN,DIRECT,D000485
10517,thiram,IN,0D771IS0FH,THIRAM,DIRECT,D000485
1094116,creeping bentgrass pollen extract,IN,255H8VT4RK,AGROSTIS STOLONIFERA POLLEN,DIRECT,D000485
1094193,broomweed pollen extract,IN,83X1I1RR5F,AMPHIACHYRIS DRACUNCULOIDES POLLEN,DIRECT,D000485
1098118,cultivated barley pollen extract,IN,2LN3M29LNI,HORDEUM VULGARE POLLEN,DIRECT,D000485
1098130,narrowleaf marshelder pollen extract,IN,UBW6O1H50I,IVA ANGUSTIFOLIA POLLEN,DIRECT,D000485
1098183,largemouth bass allergenic extract,IN,XC209ITL3J,LARGEMOUTH BASS,DIRECT,D000485
1098189,osage orange pollen extract,IN,18JOK51CZH,MACLURA POMIFERA POLLEN,DIRECT,D000485
1098200,Neurospora sitophila allergenic extract,IN,I9D9Z5GCW5,NEUROSPORA SITOPHILA,DIRECT,D000485
1098232,littleseed canary grass pollen extract,IN,VBT3DRA2R9,PHALARIS MINOR POLLEN,DIRECT,D000485
1098257,Douglas fir pollen extract,IN,ZEI09763J3,PSEUDOTSUGA MENZIESII POLLEN,DIRECT,D000485
1098353,orris root allergenic extract,IN,M30XO5X4XD,IRIS GERMANICA VAR. FLORENTINA ROOT,DIRECT,D000485
1098455,Sudan grass pollen extract,IN,B43R30VP73,SORGHUM BICOLOR SSP. DRUMMONDII POLLEN,DIRECT,D000485
1098619,Trichophyton tonsurans allergenic extract,IN,JY1BE33I3Y,TRICHOPHYTON TONSURANS,DIRECT,D000485
1111024,valley oak pollen extract,IN,HGH5K3653K,QUERCUS LOBATA POLLEN,DIRECT,D000485
1114345,bronopol,IN,6PU1E16C9W,BRONOPOL,DIRECT,D000485
1116977,American house dust mite allergenic extract,IN,PR9U2YPF3Q,DERMATOPHAGOIDES FARINAE,DIRECT,D000485
1116979,European house dust mite allergenic extract,IN,57L1Z5378K,DERMATOPHAGOIDES PTERONYSSINUS,DIRECT,D000485
1117083,weakleaf bur ragweed pollen extract,IN,63TBJ590BL,AMBROSIA CONFERTIFLORA POLLEN,DIRECT,D000485
1192729,Colletotrichum coccodes allergenic extract,IN,Y0M7LGE3Z8,COLLETOTRICHUM COCCODES,DIRECT,D000485
1192968,Hypomyces perniciosus allergenic extract,IN,6K41G30A6U,HYPOMYCES PERNICIOSUS,DIRECT,D000485
1192987,parakeet feather allergenic extract,IN,1XY644QKWG,MELOPSITTACUS UNDULATUS FEATHER,DIRECT,D000485
1192992,Microascus brevicaulis allergenic extract,IN,DHI513VXU7,MICROASCUS BREVICAULIS,DIRECT,D000485
1192997,gliocladium allergenic extract,IN,W5U19AK212,MYROTHECIUM VERRUCARIA,DIRECT,D000485
1232604,pale dock pollen extract,IN,BML0J15H8W,RUMEX ALTISSIMUS POLLEN,DIRECT,D000485
1232637,broadleaf cattail pollen extract,IN,341PDX5PLM,TYPHA LATIFOLIA POLLEN,DIRECT,D000485
124323,grapefruit extract,IN,O82C39RR8C,GRAPEFRUIT,DIRECT,D000485
125933,cranberry preparation,IN,0MVO31Q3QS,CRANBERRY,DIRECT,D000485
1294632,northern paper wasp venom protein,IN,AKT0E6058K,POLISTES FUSCATUS VENOM PROTEIN,DIRECT,D000485
1297525,bald-faced hornet venom protein,IN,J8DAZ3T66L,DOLICHOVESPULA MACULATA VENOM PROTEIN,DIRECT,D000485
1297527,common wasp venom protein,IN,S125N1F5X5,VESPULA VULGARIS VENOM PROTEIN,DIRECT,D000485
1297529,eastern yellow jacket venom protein,IN,V34908RT03,VESPULA MACULIFRONS VENOM PROTEIN,DIRECT,D000485
1297531,German wasp venom protein,IN,8SH7583MUK,VESPULA GERMANICA VENOM PROTEIN,DIRECT,D000485
1297533,southern yellow jacket venom protein,IN,D7974DM2EJ,VESPULA SQUAMOSA VENOM PROTEIN,DIRECT,D000485
1297535,western yellow jacket venom protein,IN,Q79PS8P34R,VESPULA PENSYLVANICA VENOM PROTEIN,DIRECT,D000485
1297537,yellow hornet venom protein,IN,7PI26E943G,DOLICHOVESPULA ARENARIA VENOM PROTEIN,DIRECT,D000485
1299981,Siberian elm pollen extract,IN,030R993R8E,ULMUS PUMILA POLLEN,DIRECT,D000485
1305551,Carya laciniosa pollen extract,IN,5BGG872373,CARYA LACINIOSA POLLEN,DIRECT,D000485
1305719,cucumber extract,IN,YY7C30VXJT,CUCUMBER,DIRECT,D000485
1305725,lime (citrus) extract,IN,8CZS546954,LIME (CITRUS),DIRECT,D000485
1306108,silver birch pollen allergenic extract,IN,ZL5TV40C5Y,BETULA PENDULA POLLEN,DIRECT,D000485
1306112,"2,2'-dithiobisbenzothiazole",IN,6OK753033Z,"2,2'-DITHIOBISBENZOTHIAZOLE",DIRECT,D000485
1306883,barley malt syrup,IN,R3NBG8914U,BARLEY MALT,DIRECT,D000485
1306886,N-cyclohexyl-2-benzothiazosulfenamide,IN,UCA53G94EV,N-CYCLOHEXYL-2-BENZOTHIAZOSULFENAMIDE,DIRECT,D000485
1306937,butylparaben,IN,3QPI1U3FV8,BUTYLPARABEN,DIRECT,D000485
1307040,Aspergillus flavus var. oryzae protease,IN,Z3GVO2327F,ASPERGILLUS FLAVUS VAR. ORYZAE PROTEASE,DIRECT,D000485
1307044,methyldibromo glutaronitrile,IN,YX089CPS05,METHYLDIBROMO GLUTARONITRILE,DIRECT,D000485
1307595,Cola acuminata seed extract,IN,1F8VIW1479,COLA ACUMINATA SEED,DIRECT,D000485
1307699,Lawsonia inermis leaf extract,IN,E5818YZ355,LAWSONIA INERMIS LEAF,DIRECT,D000485
1307718,wine grape extract,IN,3GOV20705G,WINE GRAPE,DIRECT,D000485
