vocabulary_id,concept_code,concept_name,concept_class
MOA,N0000175368,Cholinergic Interactions,Class
MOA,N0000175369,Cholinergic Agonists,Class
MOA,N0000175370,Cholinergic Antagonists,Class
MOA,N0000175374,Peroxisome Proliferator-activated Receptor Activity,Class
MOA,N0000175375,Peroxisome Proliferator-activated Receptor alpha Agonists,Class
MOA,N0000175377,Peroxisome Proliferator-activated Receptor gamma Agonists,Class
MOA,N0000175411,BRAF Serine/Threonine Kinase Inhibitors,Class
MOA,N0000175436,Neuraminidase Inhibitors,Class
MOA,N0000175441,Complement 5 Inactivators,Class
MOA,N0000175444,Chemokine Co-receptor 5 Interactions,Class
MOA,N0000175445,Chemokine Co-receptor 5 Antagonists,Class
MOA,N0000175446,Tumor Necrosis Factor alpha Receptor Blocking Activity,Class
MOA,N0000175447,Tumor Necrosis Factor beta Receptor Blocking Activity,Class
MOA,N0000175448,Potassium Channel Antagonists,Class
MOA,N0000175450,Corticosteroid Hormone Receptor Agonists,Class
MOA,N0000175451,Tumor Necrosis Factor Receptor Blocking Activity,Class
MOA,N0000175456,Chloride Channel Activators,Class
MOA,N0000175458,Calcineurin Inhibitors,Class
MOA,N0000175472,Metal Chelating Activity,Class
MOA,N0000175513,Dipeptidase Inhibitors,Class
MOA,N0000175516,RNA Synthetase Inhibitors,Class
MOA,N0000175532,Demulcent Activity,Class
MOA,N0000175533,Dyes,Class
MOA,N0000175534,Irrigation,Class
MOA,N0000175542,M2 Protein Inhibitors,Class
MOA,N0000175545,Oxidation-Reduction Activity,Class
MOA,N0000175546,Oxidation Activity,Class
MOA,N0000175547,Reduction Activity,Class
MOA,N0000175548,Disulfide Reduction,Class
MOA,N0000175549,Cystine Disulfide Reduction,Class
MOA,N0000175614,Fusion Protein Interactions,Class
MOA,N0000175615,Fusion Protein Inhibitors,Class
MOA,N0000175617,CD3-directed Antibody Interactions,Class
MOA,N0000175618,CD3 Receptor Agonists,Class
MOA,N0000175621,Interleukin 2 Receptor-directed Antibody Interactions,Class
MOA,N0000175624,mTOR Inhibitors,Class
MOA,N0000175635,Factor Xa Inhibitors,Class
MOA,N0000175654,Gonadotropin Releasing Hormone Receptor Agonists,Class
MOA,N0000175684,Full Opioid Agonists,Class
MOA,N0000175685,Partial Opioid Agonists,Class
MOA,N0000175686,Competitive Opioid Antagonists,Class
MOA,N0000175702,Partial Cholinergic Nicotinic Agonists,Class
MOA,N0000175703,Competitive Cholinergic Nicotinic Antagonists,Class
MOA,N0000175704,Noncompetitive Cholinergic Nicotinic Antagonists,Class
MOA,N0000175707,Interleukin 1 Receptor Interactions,Class
MOA,N0000175709,Interleukin 1 Receptor Antagonists,Class
MOA,N0000175717,Cholinergic Neuromuscular Nicotinic Agonists,Class
MOA,N0000175718,Cholinergic Neuromuscular Nicotinic Antagonists,Class
MOA,N0000175755,DOPA Decarboxylase Inhibitors,Class
MOA,N0000175756,Catechol O-Methyltransferase Inhibitors,Class
MOA,N0000175760,Monoamine Oxidase-A Inhibitors,Class
MOA,N0000175761,Monoamine Oxidase-B Inhibitors,Class
MOA,N0000175763,Serotonin 1b Receptor Agonists,Class
MOA,N0000175764,Serotonin 1d Receptor Agonists,Class
MOA,N0000175770,Acetylcholine Release Inhibitors,Class
MOA,N0000175773,Integrin Receptor Interactions,Class
MOA,N0000175774,Integrin Receptor Antagonists,Class
MOA,N0000175787,Adenosine Receptor Interactions,Class
MOA,N0000175788,Adenosine Receptor Agonists,Class
MOA,N0000175789,Adenosine Receptor Antagonists,Class
MOA,N0000175792,IgE-directed Antibody Interactions,Class
MOA,N0000175799,Dopamine D2 Antagonists,Class
MOA,N0000175804,Methylating Activity,Class
MOA,N0000175806,Ammonium Ion Binding Activity,Class
MOA,N0000175808,Hydroxyphenylpyruvate Dioxygenase Inhibitors,Class
MOA,N0000175816,Serotonin 4 Receptor Antagonists,Class
MOA,N0000175817,Serotonin 3 Receptor Antagonists,Class
MOA,N0000175833,Acidifying Activity,Class
MOA,N0000175834,Magnesium Ion Exchange Activity,Class
MOA,N0000175844,Decarboxylase Inhibitors,Class
MOA,N0000175850,Melanin Synthesis Inhibitors,Class
MOA,N0000175862,Magnetic Resonance Contrast Activity,Class
MOA,N0000175869,Positron Emitting Activity,Class
MOA,N0000175899,Renin Inhibitors,Class
MOA,N0000175912,Dipeptidyl Peptidase 4 Inhibitors,Class
MOA,N0000175917,Thyroid Hormone Synthesis Inhibitors,Class
MOA,N0000175919,Cholesterol Synthesis Inhibitors,Class
MOA,N0000175920,Steroid Synthesis Inhibitors,Class
MOA,N0000175921,Adrenal Steroid Synthesis Inhibitors,Class
MOA,N0000175922,Sex Hormone Synthesis Inhibitors,Class
MOA,N0000175925,Androgen Synthesis Inhibitors,Class
MOA,N0000175926,Estrogen Synthesis Inhibitors,Class
MOA,N0000175955,5-Lipoxygenase Inhibitors,Class
MOA,N0000175962,Lead Chelating Activity,Class
MOA,N0000175964,Vitamin K Inhibitors,Class
MOA,N0000175967,Thrombopoietin Receptor Interactions,Class
MOA,N0000175968,Thrombopoietin Receptor Agonists,Class
MOA,N0000175974,Complement Inhibitors,Class
MOA,N0000175981,Heparin Binding Activity,Class
MOA,N0000175985,Antibody-Antibody Interactions,Class
MOA,N0000178291,Vascular Endothelial Growth Factor-directed Antibody Interactions,Class
MOA,N0000178332,Vesicular Monoamine Transporter Interactions,Class
MOA,N0000178333,Vesicular Monoamine Transporter Antagonists,Class
MOA,N0000178377,Potassium Ion Binding Activity,Class
MOA,N0000180999,Angiotensin 2 Type 1 Receptor Antagonists,Class
MOA,N0000181002,HIV Fusion Protein Inhibitors,Class
MOA,N0000181003,Histamine H3 Receptor Antagonists,Class
MOA,N0000181004,Sodium Channel Antagonists,Class
MOA,N0000181005,Sodium Chloride Symporter Inhibitors,Class
MOA,N0000181006,Sodium Potassium Chloride Symporter Inhibitors,Class
MOA,N0000181007,Cannabinoid Receptor Interactions,Class
MOA,N0000181008,Cannabinoid Receptor Agonists,Class
MOA,N0000181009,Cannabinoid Receptor Antagonists,Class
MOA,N0000181812,Lysophospholipid Receptor Interactions,Class
MOA,N0000181813,Lysosphingolipid Receptor Interactions,Class
MOA,N0000181814,Sphingosine 1-Phosphate Receptor Interactions,Class
MOA,N0000181815,Sphingosine 1-Phosphate Receptor Modulators,Class
MOA,N0000181818,Noncompetitive NMDA Receptor Antagonists,Class
MOA,N0000181819,Uncompetitive NMDA Receptor Antagonists,Class
MOA,N0000182136,Cytochrome P450 Inhibitors,Class
MOA,N0000182137,Cytochrome P450 2D6 Inhibitors,Class
MOA,N0000182138,Cytochrome P450 1A2 Inhibitors,Class
MOA,N0000182139,Cytochrome P450 2B6 Inhibitors,Class
MOA,N0000182140,Cytochrome P450 2C19 Inhibitors,Class
MOA,N0000182141,Cytochrome P450 3A4 Inhibitors,Class
MOA,N0000182143,P2Y12 Receptor Antagonists,Class
MOA,N0000182145,Sigma Receptor Interactions,Class
MOA,N0000182146,Sigma-1 Receptor Interactions,Class
MOA,N0000182147,Sigma-1 Receptor Agonists,Class
MOA,N0000182148,Sigma-1 Receptor Antagonists,Class
MOA,N0000182150,CD80-directed Antibody Interactions,Class
MOA,N0000182151,CD86-directed Antibody Interactions,Class
MOA,N0000182632,Cytochrome P450 17A1 Inhibitors,Class
MOA,N0000182634,CTLA-4-directed Antibody Interactions,Class
MOA,N0000182636,B Lymphocyte Stimulator-directed Antibody Interactions,Class
MOA,N0000182638,HCV NS3/4A Protease Inhibitors,Class
MOA,N0000182728,Potassium Channel Openers,Class
MOA,N0000182960,Phosphodiesterase 4 Inhibitors,Class
MOA,N0000182962,Bradykinin Receptor Interactions,Class
MOA,N0000182963,Bradykinin Receptor Antagonists,Class
MOA,N0000182964,Bradykinin B2 Receptor Antagonists,Class
MOA,N0000182966,CD30-directed Antibody Interactions,Class
MOA,N0000184008,Antigen Neutralization,Class
MOA,N0000184009,Virus Neutralization,Class
MOA,N0000184010,Venom Neutralization,Class
MOA,N0000184011,Bacterial Toxin Neutralization,Class
MOA,N0000184012,Endogenous Antigen Neutralization,Class
MOA,N0000184141,Bacterial Neurotoxin Neutralization,Class
MOA,N0000184142,Ligase Activators,Class
MOA,N0000184143,Carbamoyl Phosphate Synthetase 1 Activators,Class
MOA,N0000184145,Chloride Channel Activation Potentiators,Class
MOA,N0000184147,Smoothened Receptor Interactions,Class
MOA,N0000184148,Smoothened Receptor Antagonists,Class
MOA,N0000184150,Digoxin Binding Activity,Class
MOA,N0000184151,Kallikrein Inhibitors,Class
MOA,N0000185007,Adrenergic beta3-Agonists,Class
MOA,N0000185009,Serotonin 2c Receptor Agonists,Class
MOA,N0000185498,Lyase Activators,Class
MOA,N0000185499,Guanylate Cyclase Activators,Class
MOA,N0000185501,Dihydroorotate Dehydrogenase Inhibitors,Class
MOA,N0000185503,P-Glycoprotein Inhibitors,Class
MOA,N0000185504,Cytochrome P450 2C9 Inhibitors,Class
MOA,N0000185505,Cytochrome P450 Inducers,Class
MOA,N0000185506,Cytochrome P450 3A4 Inducers,Class
MOA,N0000185507,Cytochrome P450 2C9 Inducers,Class
MOA,N0000185607,Cytochrome P450 2C19 Inducers,Class
MOA,N0000186778,Microsomal Triglyceride Transfer Protein Inhibitors,Class
MOA,N0000187052,alpha-Particle Emitting Activity,Class
MOA,N0000187054,RANK Ligand Blocking Activity,Class
MOA,N0000187056,Sodium-Glucose Transporter Inhibitors,Class
MOA,N0000187058,Sodium-Glucose Transporter 2 Inhibitors,Class
MOA,N0000187060,Organic Cation Transporter Interactions,Class
MOA,N0000187061,Organic Cation Transporter 2 Inhibitors,Class
MOA,N0000187062,Cytochrome P450 2C8 Inhibitors,Class
MOA,N0000187063,Cytochrome P450 2C8 Inducers,Class
MOA,N0000187064,Cytochrome P450 2B6 Inducers,Class
MOA,N0000188367,Membrane Transporter Interactions,Class
MOA,N0000188368,Fatty Acid Transporter Interactions,Class
MOA,N0000188369,Microsomal Triglyceride Transfer Protein Interactions,Class
MOA,N0000188370,Ion Transporter Interactions,Class
MOA,N0000188371,Anion Transporter Interactions,Class
MOA,N0000188372,Cation Transporter Interactions,Class
MOA,N0000188373,Proton Pump Interactions,Class
MOA,N0000188374,Antiporter Interactions,Class
MOA,N0000188375,Symporter Interactions,Class
MOA,N0000188376,Sodium Chloride Symporter Interactions,Class
MOA,N0000188377,Sodium Potassium Chloride Symporter Interactions,Class
MOA,N0000188378,Sodium-Glucose Transporter Interactions,Class
MOA,N0000188379,Monosaccharide Transporter Interactions,Class
MOA,N0000188380,Ligand-Gated Ion Channel Interactions,Class
MOA,N0000188381,Ionotropic Glutamate Receptor Interactions,Class
MOA,N0000190107,Organic Anion Transporting Polypeptide 1B1 Inhibitors,Class
MOA,N0000190108,Organic Anion Transporting Polypeptide 1B3 Inhibitors,Class
MOA,N0000190109,Organic Anion Transporting Polypeptide 2B1 Inhibitors,Class
MOA,N0000190110,Organic Anion Transporter 1 Inhibitors,Class
MOA,N0000190111,Organic Anion Transporter 3 Inhibitors,Class
MOA,N0000190112,Breast Cancer Resistance Protein Interactions,Class
MOA,N0000190113,Breast Cancer Resistance Protein Inhibitors,Class
MOA,N0000190114,Cytochrome P450 3A Inhibitors,Class
MOA,N0000190115,Cytochrome P450 3A5 Inhibitors,Class
MOA,N0000190116,Enzyme Inducers,Class
MOA,N0000190117,UDP Glucuronosyltransferases Inducers,Class
MOA,N0000190118,Cytochrome P450 3A Inducers,Class
MOA,N0000190477,Interleukin 6 Receptor Interactions,Class
MOA,N0000190478,Interleukin 6 Receptor Antagonists,Class
MOA,N0000190481,Hydroxylase Activators,Class
MOA,N0000190482,Phenylalanine Hydroxylase Activators,Class
MOA,N0000190484,Guanylate Cyclase Stimulators,Class
MOA,N0000190855,Vesicular Monoamine Transporter 2 Inhibitors,Class
