concept_code,concept_name,class_type,concept_class_id,standard_concept
BL115,THROMBOLYTICS,VA,Leaf,C
BL116,ANTIHEMORRHAGICS,VA,Leaf,C
BL117,PLATELET AGGREGATION INHIBITORS,VA,Leaf,C
BL118,HEPARIN ANTAGONISTS,VA,Leaf,C
BL400,BLOOD FORMATION PRODUCTS,VA,Leaf,C
BL500,BLOOD DERIVATIVES,VA,Leaf,C
BL800,VOLUME EXPANDERS,VA,Leaf,C
BL900,"BLOOD PRODUCTS,OTHER",VA,Leaf,C
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA,SubClass,C
CN100,ANALGESICS,VA,SubClass,C
CN101,OPIOID ANALGESICS,VA,Leaf,C
CN102,OPIOID ANTAGONIST ANALGESICS,VA,Leaf,C
CN103,NON-OPIOID ANALGESICS,VA,Leaf,C
CN104,NON-STEROIDAL ANTI-INFLAMMATORY ANALGESICS,VA,Leaf,C
CN105,ANTIMIGRAINE AGENTS,VA,Leaf,C
CN200,ANESTHETICS,VA,SubClass,C
CN201,"ANESTHETICS,INHALATION",VA,Leaf,C
CN202,BARBITURIC ACID DERIVATIVE ANESTHETICS,VA,Leaf,C
CN203,"GENERAL ANESTHETICS,OTHER",VA,Leaf,C
CN204,"LOCAL ANESTHETICS,INJECTION",VA,Leaf,C
CN205,ANESTHETIC ADJUNCTS,VA,Leaf,C
CN300,SEDATIVES/HYPONTICS,VA,SubClass,C
CN301,BARBITURIC ACID DERIVATIVE SEDATIVES/HYPNOTICS,VA,Leaf,C
CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,VA,Leaf,C
CN309,"SEDATIVES/HYPNOTICS,OTHER",VA,Leaf,C
CN400,ANTICONVULSANTS,VA,Leaf,C
CN500,ANTIPARKINSON AGENTS,VA,Leaf,C
CN550,ANTIVERTIGO AGENTS,VA,Leaf,C
CN600,ANTIDEPRESSANTS,VA,SubClass,C
CN601,TRICYCLIC ANTIDEPRESSANTS,VA,Leaf,C
CN602,MONAMINE OXIDASE INHIBITOR ANTIDEPRESSANTS,VA,Leaf,C
CN609,"ANTIDEPRESSANTS,OTHER",VA,Leaf,C
CN700,ANTIPSYCHOTICS,VA,SubClass,C
CN701,PHENOTHIAZINE/RELATED ANTIPSYCHOTICS,VA,Leaf,C
CN709,"ANTIPSYCHOTICS,OTHER",VA,Leaf,C
CN750,LITHIUM SALTS,VA,Leaf,C
CN800,CNS STIMULANTS,VA,SubClass,C
CN801,AMPHETAMINES,VA,Leaf,C
CN802,AMPHETAMINE LIKE STIMULANTS,VA,Leaf,C
CN809,"CNS STIMULANTS,OTHER",VA,Leaf,C
CN850,ANTIPYRETICS,VA,Leaf,C
CN900,"CNS MEDICATIONS,OTHER",VA,Leaf,C
CV000,CARDIOVASCULAR MEDICATIONS,VA,SubClass,C
CV050,DIGITALIS GLYCOSIDES,VA,Leaf,C
CV100,BETA BLOCKERS/RELATED,VA,Leaf,C
CV150,ALPHA BLOCKERS/RELATED,VA,Leaf,C
CV200,CALCIUM CHANNEL BLOCKERS,VA,Leaf,C
CV250,ANTIANGINALS,VA,Leaf,C
CV300,ANTIARRHYTHMICS,VA,Leaf,C
CV350,ANTILIPEMIC AGENTS,VA,Leaf,C
CV400,ANTIHYPERTENSIVE COMBINATIONS,VA,Leaf,C
CV490,"ANTIHYPERTENSIVES,OTHER",VA,Leaf,C
CV500,PERIPHERAL VASODILATORS,VA,Leaf,C
CV600,SCLEROSING AGENTS,VA,Leaf,C
CV700,DIURETICS,VA,SubClass,C
CV701,THIAZIDES/RELATED DIURETICS,VA,Leaf,C
CV702,LOOP DIURETICS,VA,Leaf,C
CV703,CARBONIC ANHYDRASE INHIBITOR DIURETICS,VA,Leaf,C
CV704,POTASSIUM SPARING/COMBINATIONS DIURETICS,VA,Leaf,C
CV709,"DIURETICS,OTHER",VA,Leaf,C
CV800,ACE INHIBITORS,VA,Leaf,C
CV805,ANGIOTENSIN II INHIBITOR,VA,Leaf,C
CV806,DIRECT RENIN INHIBITOR,VA,Leaf,C
CV900,"CARDIOVASCULAR AGENTS,OTHER",VA,Leaf,C
DE000,DERMATOLOGICAL AGENTS,VA,SubClass,C
DE100,"ANTI-INFECTIVE,TOPICAL",VA,SubClass,C
DE101,"ANTIBACTERIAL,TOPICAL",VA,Leaf,C
DE102,"ANTIFUNGAL,TOPICAL",VA,Leaf,C
DE103,"ANTIVIRAL,TOPICAL",VA,Leaf,C
DE109,"ANTI-INFECTIVE,TOPICAL,OTHER",VA,Leaf,C
DE200,"ANTI-INFLAMMATORY,TOPICAL",VA,Leaf,C
DE250,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL",VA,Leaf,C
DE300,"SUN PROTECTANTS/SCREENS,TOPICAL",VA,Leaf,C
DE350,EMOLLIENTS,VA,Leaf,C
DE400,SOAPS/SHAMPOOS/SOAP-FREE CLEANSERS,VA,Leaf,C
DE450,"DEODORANTS/ANTIPERSPIRANTS,TOPICAL",VA,Leaf,C
DE500,"KERATOLYTICS/CAUSTICS,TOPICAL",VA,Leaf,C
DE600,"ANTINEOPLASTIC,TOPICAL",VA,Leaf,C
DE650,"ANALGESICS,TOPICAL",VA,Leaf,C
DE700,"LOCAL ANESTHETICS,TOPICAL",VA,Leaf,C
DE750,ANTIACNE AGENTS,VA,SubClass,C
DE751,"ANTIACNE AGENTS,SYSTEMIC",VA,Leaf,C
DE752,"ANTIACNE AGENTS,TOPICAL",VA,Leaf,C
DE800,ANTIPSORIATIC,VA,SubClass,C
DE810,"ANTIPSORIATICS,SYSTEMIC",VA,Leaf,C
DE820,"ANTIPSORIATICS,TOPICAL",VA,Leaf,C
DE890,"DERMATOLOGICALS,SYSTEMIC,OTHER",VA,Leaf,C
DE900,"DERMATOLOGICALS,TOPICAL OTHER",VA,Leaf,C
DX000,DIAGNOSTIC AGENTS,VA,SubClass,C
DX100,RADIOLOGICAL/CONTRAST MEDIA,VA,SubClass,C
DX101,NON-IONIC CONTRAST MEDIA,VA,Leaf,C
DX102,IONIC CONTRAST MEDIA,VA,Leaf,C
DX109,"CONTRAST MEDIA, OTHER",VA,Leaf,C
DX200,"RADIOPHARMACEUTICALS,DIAGNOSTIC",VA,SubClass,C
DX201,IMAGING AGENTS (IN VIVO) RADIOPHARMACEUTICALS,VA,Leaf,C
DX202,NON-IMAGING AGENTS RADIOPHARMACEUTICALS,VA,Leaf,C
DX300,DIAGNOSTIC ANTIGENS,VA,Leaf,C
DX900,"DIAGNOSTICS,OTHER",VA,Leaf,C
GA000,GASTROINTESTINAL MEDICATIONS,VA,SubClass,C
GA100,ANTACIDS,VA,SubClass,C
GA101,ALUMINUM CONTAINING ANTACIDS,VA,Leaf,C
GA102,ALUMINUM/CALCIUM/MAGNESIUM CONTAINING ANTACIDS,VA,Leaf,C
GA103,ALUMINUM/MAGNESIUM CONTAINING ANTACIDS,VA,Leaf,C
GA104,ALUMINUM/MAGNESIUM/SODIUM BICARBONATE CONTAINING ANTACIDS,VA,Leaf,C
GA105,CALCIUM CONTAINING ANTACIDS,VA,Leaf,C
GA106,CALCIUM/MAGNESIUM CONTAINING ANTACIDS,VA,Leaf,C
GA107,MAGALDRATE CONTAINING ANTACIDS,VA,Leaf,C
GA108,MAGNESIUM CONTAINING ANTACIDS,VA,Leaf,C
GA109,MAGNESIUM/SODIUM BICARBONATE CONTAINING ANTACIDS,VA,Leaf,C
GA110,SODIUM BICARBONATE CONTAINING ANTACIDS,VA,Leaf,C
GA199,"ANTACIDS,OTHER",VA,Leaf,C
GA200,LAXATIVES,VA,SubClass,C
GA201,BULK-FORMING LAXATIVES,VA,Leaf,C
GA202,HYPEROSMOTIC LAXATIVES,VA,Leaf,C
GA203,LUBRICANT LAXATIVES,VA,Leaf,C
GA204,STIMULANT LAXATIVES,VA,Leaf,C
GA205,STOOL SOFTENER,VA,Leaf,C
GA206,CARBON DIOXIDE-RELEASING LAXATIVES,VA,Leaf,C
GA208,ANTIDIARRHEAL AGENTS,VA,Leaf,C
GA209,"LAXATIVES,OTHER",VA,Leaf,C
GA300,ANTIULCER AGENTS,VA,SubClass,C
GA301,HISTAMINE ANTAGONISTS,VA,Leaf,C
GA302,"PROTECTANTS,ULCER",VA,Leaf,C
GA303,H. PYLORI AGENTS,VA,Leaf,C
GA309,"ANTIULCER AGENTS,OTHER",VA,Leaf,C
GA400,TUMOR NECROSIS FACTOR BLOCKER,VA,Leaf,C
GA500,DIGESTANTS,VA,Leaf,C
GA600,EMETICS,VA,Leaf,C
GA605,ANTIEMETICS,VA,Leaf,C
GA750,APPETITE SUPPRESSANTS,VA,SubClass,C
GA751,CENTRALLY-ACTING APPETITE SUPPRESSANTS,VA,Leaf,C
GA752,"BULKING AGENT,APPETITE SUPPRESSANTS",VA,Leaf,C
GA759,"APPETITE SUPPRESSANTS,OTHER",VA,Leaf,C
GA800,ANTIMUSCARINICS/ANTISPASMODICS,VA,SubClass,C
GA801,ANTIMUSCARINICS/ANTISPASMODICS,VA,Leaf,C
GA802,ANTIMUSCARINIC/ANTIPASMODIC COMBINATIONS,VA,Leaf,C
GA900,"GASTRIC MEDICATIONS,OTHER",VA,Leaf,C
GU000,GENITOURINARY MEDICATIONS,VA,SubClass,C
GU100,"ANALGESICS,URINARY",VA,Leaf,C
GU200,"ANTISPASMODICS,URINARY",VA,SubClass,C
GU201,"ANTISPASMODICS,URINARY",VA,Leaf,C
GU209,"ANTISPASMODICS,URINARY,OTHER",VA,Leaf,C
GU300,"ANTI-INFECTIVES,VAGINAL",VA,Leaf,C
GU400,"CONTRACEPTIVES,VAGINAL/TOPICAL",VA,Leaf,C
GU500,"ESTROGENS,VAGINAL",VA,Leaf,C
GU600,OXYTOCICS,VA,Leaf,C
GU900,"GENITO-URINARY AGENTS,OTHER",VA,Leaf,C
HA000,HERBS/ALTERNATIVE THERAPIES,VA,Leaf,C
HS000,HORMONES/SYNTHETICS/MODIFIERS,VA,SubClass,C
HS050,ADRENAL CORTICOSTERIODS,VA,SubClass,C
HS051,GLUCOCORTICOIDS,VA,Leaf,C
HS052,MINERALOCORTICOIDS,VA,Leaf,C
HS100,ANDROGENS/ANABOLICS,VA,Leaf,C
HS200,"CONTRACEPTIVES,SYSTEMIC",VA,Leaf,C
HS300,ESTROGENS,VA,Leaf,C
HS400,GONADOTROPINS,VA,Leaf,C
HS500,BLOOD GLUCOSE REGULATION AGENTS,VA,SubClass,C
HS501,INSULIN,VA,Leaf,C
HS502,"ORAL HYPOGLYCEMIC AGENTS,ORAL",VA,Leaf,C
HS503,ANTIHYPOGLYCEMICS,VA,Leaf,C
HS509,"HYPOGLYCEMIC AGENTS,OTHER",VA,Leaf,C
HS600,PARATHYROID,VA,Leaf,C
HS700,PITUITARY,VA,SubClass,C
HS701,ANTERIOR PITUITARY,VA,Leaf,C
HS702,POSTERIOR PITUITARY,VA,Leaf,C
HS800,PROGESTINS,VA,Leaf,C
HS850,THYROID MODIFIERS,VA,SubClass,C
HS851,THYROID SUPPLEMENTS,VA,Leaf,C
HS852,ANTITHYROID AGENTS,VA,Leaf,C
HS875,PROSTAGLANDINS,VA,Leaf,C
HS900,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",VA,Leaf,C
IM000,IMMUNOLOGICAL AGENTS,VA,SubClass,C
IM100,VACCINES,VA,Leaf,C
IM105,TOXOIDS,VA,Leaf,C
IM109,"VACCINES/TOXOIDS, OTHER",VA,Leaf,C
IM300,ANTIVENINS/ANTITOXINS,VA,Leaf,C
IM400,IMMUNE SERUMS,VA,Leaf,C
IM500,IMMUNOGLOBULINS,VA,Leaf,C
IM600,IMMUNE SUPPRESSANTS,VA,Leaf,C
IM700,IMMUNE STIMULANTS,VA,Leaf,C
IM900,"IMMUNOLOGICAL AGENTS,OTHER",VA,Leaf,C
IN000,INVESTIGATIONAL AGENTS,VA,SubClass,C
IN001,"INVESTIGATIONAL DIAGNOSTIC AGENTS,OTHER",VA,Leaf,C
IN002,"INVESTIGATIONAL DIAGNOSTIC AGENTS,SKIN TESTING",VA,Leaf,C
IN003,"INVESTIGATIONAL DIAGNOSTIC AGENTS,GLUCOSE TESTING",VA,Leaf,C
IN004,INVESTIGATIONAL PHARMACEUTICAL AIDS/REAGENTS,VA,Leaf,C
IN005,INVESTIGATIONAL PROSTHETICS/SUPPLIES/DEVICES,VA,Leaf,C
IN100,INVESTIGATIONAL ANTI-BACTERIAL DRUGS,VA,Leaf,C
IN110,INVESTIGATIONAL ANTI-TUBERCULAR DRUGS,VA,Leaf,C
IN120,INVESTIGATIONAL ANTI-FUNGAL DRUGS,VA,Leaf,C
IN130,INVESTIGATIONAL ANTI-VIRAL DRUGS HEPATITIS B,VA,Leaf,C
IN140,INVESTIGATIONAL ANTI-VIRAL DRUGS HEPATITIS C,VA,Leaf,C
IN150,INVESTIGATIONAL ANTI-VIRAL DRUGS HIV,VA,Leaf,C
IN160,"INVESTIGATIONAL ANTI-VIRAL DRUGS,OTHER",VA,Leaf,C
IN170,"INVESTIGATIONAL ANTI-INFECTIVE DRUGS,OTHER",VA,Leaf,C
IN180,INVESTIGATIONAL VACCINES,VA,Leaf,C
IN200,"INVEST ANTI-NEOPLASTIC BONE,CONNECTIVE TISSUE,SKIN,BREAST",VA,Leaf,C
IN210,INVESTIGATIONAL ANTI-NEOPLASTIC DRUGS CNS,VA,Leaf,C
IN220,"INVEST ANTI-NEOPLASTIC DIGESTIVE ORGANS,PERITONEUM",VA,Leaf,C
IN230,"INVESTIGATIONAL ANTI-NEOPLASTIC DRUGS, GENE THERAPY",VA,Leaf,C
IN240,INVESTIGATIONAL ANTI-NEOPLASTIC DRUGS GENITOURINARY ORGANS,VA,Leaf,C
IN250,INVESTIGATIONAL ANTI-NEOPLASTIC DRUGS INTRATHORACIC ORGANS,VA,Leaf,C
IN260,"INVEST ANTI-NEOPLASTIC DRUGS LIP,ORAL CAVITY AND PHARYNX",VA,Leaf,C
IN270,INVEST ANTI-NEOPLASTIC DRUGS LYMPHATIC AND HEMAPOIETIC TISSUE,VA,Leaf,C
IN280,"INVESTIGATIONAL ANTI-NEOPLASTIC DRUGS,OTHER",VA,Leaf,C
IN300,INVESTIGATIONAL ANTI-PARASITIC DRUGS,VA,Leaf,C
IN350,INVESTIGATIONAL DRUGS FOR ORGAN TRANSPLANTATION,VA,Leaf,C
IN400,"INVEST HEMATOLOGIC DEFICIENCIES,HEMATOPOEITIC GROWTH FACTORS",VA,Leaf,C
IN410,INVESTIGATIONAL ANTI-THROMBOTIC DRUGS,VA,Leaf,C
IN420,INVESTIGATIONAL THROMBOLYTIC DRUGS,VA,Leaf,C
IN430,"INVESTIGATIONAL DRUGS FOR HEMATOLOGIC DEFICIENCIES,OTHER",VA,Leaf,C
IN500,INVESTIGATIONAL ANALGESICS,VA,Leaf,C
IN505,"INVESTIGATIONAL DRUGS FOR MUSCULOSKELETAL CONDITIONS,OTHER",VA,Leaf,C
IN510,INVESTIGATIONAL ANESTHETICS,VA,Leaf,C
IN515,INVESTIGATIONAL DRUGS FOR ARTHRITIS AND GOUT,VA,Leaf,C
IN520,INVESTIGATIONAL ANTI-ANXIETY DRUGS,VA,Leaf,C
IN530,INVESTIGATIONAL ANTI-CONVULSANT DRUGS,VA,Leaf,C
IN540,INVESTIGATIONAL DRUGS FOR PARKINSON'S DISEASE,VA,Leaf,C
IN550,INVESTIGATIONAL ANTI-DEPRESSANTS,VA,Leaf,C
IN560,INVESTIGATIONAL DRUGS FOR CENTRAL AND PERIPHERAL NEUROPATHY,VA,Leaf,C
IN570,INVEST DRUGS FOR PSYCHOSIS AND POST TRAMATIC STRESS DISORDER,VA,Leaf,C
IN580,INVESTIGATIONAL DRUGS FOR MANIA AND BIPOLAR DISORDERS,VA,Leaf,C
IN585,INVESTIGATIONAL DRUGS FOR DEMENTIA,VA,Leaf,C
IN590,"INVESTIGATIONAL DRUGS FOR PSYCHIATRIC DISEASE,OTHER",VA,Leaf,C
IN595,INVESTIGATIONAL DRUGS FOR SUBSTANCE ADDICTION TREATMENT,VA,Leaf,C
IN600,INVESTIGATIONAL ANTI-ANGINA DRUGS,VA,Leaf,C
IN610,INVESTIGATIONAL ANTI-DYSRHYTHMIC DRUGS,VA,Leaf,C
IN620,INVESTIGATIONAL DRUGS FOR DYSLIPIDEMIAS,VA,Leaf,C
IN630,INVESTIGATIONAL ANTI-HYPERTENSIVE DRUGS,VA,Leaf,C
IN640,INVESTIGATIONAL CONGESTIVE HEART FAILURE,VA,Leaf,C
IN650,INVESTIGATIONAL OTHER CARDIOVASCULAR DISEASES,VA,Leaf,C
IN660,INVESTIGATIONAL DRUGS FOR ALLERGY AND NASAL CONGESTION,VA,Leaf,C
IN665,"INVESTIGATIONAL DRUGS FOR NASAL/THROAT DISEASES,OTHER",VA,Leaf,C
IN670,INVESTIGATIONAL DRUGS FOR ASTHMA AND COPD,VA,Leaf,C
IN675,"INVESTIGATIONAL DRUGS FOR RESPIRATORY TRACT DISEASE,OTHER",VA,Leaf,C
IN700,"INVEST DRUGS PSORIASIS,ECZEMA,NON-INFECTIOUS DERMATITIS",VA,Leaf,C
IN710,INVESTIGATIONAL DRUGS FOR OTHER DERMATOLOGICAL DISEASES,VA,Leaf,C
IN720,INVESTIGATIONAL ANTI-GLAUCOMA DRUGS,VA,Leaf,C
IN800,INVESTIGATIONAL DRUGS FOR DYSPEPSIA,VA,Leaf,C
IN810,INVESTIGATIONAL DRUGS FOR CONSTIPATION,VA,Leaf,C
IN820,INVESTIGATIONAL DRUGS FOR PEPTIC ULCER DISEASE,VA,Leaf,C
IN830,INVESTIGATIONAL DRUGS FOR GASTROESOPHAGEAL REFLUX DISEASE,VA,Leaf,C
IN840,INVESTIGATIONAL ANTI-DIARRHEAL DRUGS,VA,Leaf,C
IN850,INVESTIGATIONAL ANTI-NAUSEA AND ANTI-EMETIC DRUGS,VA,Leaf,C
IN860,INVESTIGATIONAL DRUGS FOR OTHER GASTROINTESTINAL DISEASES,VA,Leaf,C
IN870,INVESTIGATIONAL DRUGS FOR PANCREATIC ENZYME DEFICIENCY,VA,Leaf,C
IN880,INVEST DRUGS FOR DIALYSIS AND VOLUME/ELECTROLYTE SUPPORT,VA,Leaf,C
IN900,INVEST HORMONE THERAPY/REPLACEMENT ANDROGEN AND ANABOLIC,VA,Leaf,C
IN910,INVEST HORMONE THERAPY/REPLACEMENT ESTROGENS AND PROGESTINS,VA,Leaf,C
IN920,INVESTIGATIONAL ANTI-DIABETIC DRUGS,VA,Leaf,C
IN930,"INVESTIGATIONAL HORMONE THERAPY/REPLACEMENT, THYROID",VA,Leaf,C
IN940,"INVESTIGATIONAL HORMONE THERAPY/REPLACEMENT,OTHER",VA,Leaf,C
IN950,INVESTIGATIONAL GENE THERAPY,VA,Leaf,C
IN960,"INVESTIGATIONAL DRUGS FOR IMMUNOLOGIC DISEASES,OTHER",VA,Leaf,C
IN970,INVESTIGATIONAL THERAPEUTIC NUTRIENTS/MINERAL/ELECTROLYTES,VA,Leaf,C
IN980,INVESTIGATIONAL DRUGS FOR VITAMIN OR MINERAL DEFICIENCY,VA,Leaf,C
IN999,INVESTIGATIONAL DRUGS FOR OTHER INDICATIONS,VA,Leaf,C
IP000,INTRAPLEURAL MEDICATIONS,VA,SubClass,C
IP100,INTRAPLEURAL SCLEROSING AGENTS,VA,Leaf,C
IP900,"INTRAPLEURAL AGENTS,OTHER",VA,Leaf,C
IR000,IRRIGATION/DIALYSIS SOLUTIONS,VA,SubClass,C
IR100,IRRIGATION SOLUTIONS,VA,Leaf,C
IR200,PERITONEAL DIALYSIS SOLUTIONS,VA,Leaf,C
IR300,HEMODIALYSIS SOLUTIONS,VA,Leaf,C
IR900,"IRRIGATION/DIALYSIS SOLUTIONS,OTHER",VA,Leaf,C
MS000,MUSCULOSKELETAL MEDICATIONS,VA,SubClass,C
MS100,ANTIRHEUMATICS,VA,SubClass,C
MS101,"SALICYLATES,ANTIRHEUMATIC",VA,Leaf,C
MS102,"NONSALICYLATE NSAIs,ANTIRHEUMATIC",VA,Leaf,C
MS130,"ANTIMALARIALS,ANTIRHEUMATIC",VA,Leaf,C
MS140,PENICILLAMINE,VA,Leaf,C
MS150,"CYTOTOXICS,ANTIRHEUMATIC",VA,Leaf,C
MS160,"GOLD COMPOUNDS,ANTIRHEUMATIC",VA,Leaf,C
MS190,"ANTIRHEUMATICS,OTHER",VA,Leaf,C
MS200,SKELETAL MUSCLE RELAXANTS,VA,Leaf,C
MS205,VESICULAR MONOAMINE TRANSPORT TYPE 2 BLOCKER,VA,Leaf,C
MS300,NEUROMUSCULAR BLOCKING AGENTS,VA,Leaf,C
MS400,ANTIGOUT AGENTS,VA,Leaf,C
MS900,"MUSCULOSKELETAL AGENTS,OTHER",VA,Leaf,C
NT000,"NASAL AND THROAT AGENTS,TOPICAL",VA,SubClass,C
NT100,"DECONGESTANTS,NASAL",VA,Leaf,C
NT200,"ANTI-INFLAMMATORIES,NASAL",VA,Leaf,C
NT300,"ANESTHETICS,MUCOSAL",VA,Leaf,C
NT400,"ANTIHISTAMINES,NASAL",VA,Leaf,C
NT900,"NASAL AND THROAT,TOPICAL,OTHER",VA,Leaf,C
OP000,OPHTHALMIC AGENTS,VA,SubClass,C
OP100,ANTIGLAUCOMA MEDICATIONS,VA,SubClass,C
OP101,"BETA-BLOCKERS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP102,"MIOTICS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP103,"ADRENERGICS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP105,"ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP107,"BETA-BLOCKERS,SYSTEMIC OPHTHALMIC",VA,Leaf,C
OP109,"ANTIGLAUCOMA,OTHER",VA,Leaf,C
OP140,"CARBONIC ANHYDRASE INHIBITORS,SYSTEMIC OPHTHALMIC",VA,Leaf,C
OP160,"OSMOTIC AGENTS,SYSTEMIC OPHTHALMIC",VA,Leaf,C
OP200,"ANTI-INFECTIVE,TOPICAL OPHTHALMIC",VA,SubClass,C
OP210,"ANTIBACTERIALS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP219,"ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER",VA,Leaf,C
OP220,"ANTIFUNGALS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP230,"ANTIVIRALS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP300,"ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC",VA,Leaf,C
OP350,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP400,CONTACT LENS SOLUTIONS,VA,Leaf,C
OP500,EYE WASHES/LUBRICANTS,VA,Leaf,C
OP600,"MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP700,"ANESTHETICS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP800,"DECONGESTANTS,TOPICAL OPHTHALMIC",VA,Leaf,C
OP900,"OPHTHALMICS,OTHER",VA,Leaf,C
OR000,"DENTAL AND ORAL AGENTS,TOPICAL",VA,SubClass,C
OR100,"CARIOSTATICS,TOPICAL",VA,Leaf,C
OR200,DENTAL PROTECTANTS,VA,Leaf,C
OR300,DENTIFRICES,VA,Leaf,C
OR400,DENTURE ADHESIVES,VA,Leaf,C
