concept_code,concept_name,class_type,concept_class_id,standard_concept
D000068299,Salmeterol Xinafoate,CHEM,SubClass,C
D000068338,Everolimus,CHEM,Leaf,C
D000068342,"Aspirin, Dipyridamole Drug Combination",CHEM,Leaf,C
D000068437,Pemetrexed,CHEM,Leaf,C
D000068438,Brimonidine Tartrate,CHEM,SubClass,C
D000068538,Dutasteride,CHEM,Leaf,C
D000068556,Interferon beta-1a,CHEM,Leaf,C
D000068557,Olmesartan Medoxomil,CHEM,SubClass,C
D000068558,"Amlodipine Besylate, Olmesartan Medoxomil Drug Combination",CHEM,Leaf,C
D000068576,Interferon beta-1b,CHEM,Leaf,C
D000068577,Nebivolol,CHEM,Leaf,C
D000068579,Celecoxib,CHEM,Leaf,C
D000068580,Varenicline,CHEM,Leaf,C
D000068581,Tadalafil,CHEM,Leaf,C
D000068582,Certolizumab Pegol,CHEM,Leaf,C
D000068599,"Brimonidine Tartrate, Timolol Maleate Drug Combination",CHEM,Leaf,C
D000068600,"Albuterol, Ipratropium Drug Combination",CHEM,Leaf,C
D000068656,Mometasone Furoate,CHEM,SubClass,C
D000068677,Sildenafil Citrate,CHEM,Leaf,C
D000068678,"Emtricitabine, Rilpivirine, Tenofovir Drug Combination",CHEM,Leaf,C
D000068679,Emtricitabine,CHEM,SubClass,C
D000068696,Rilpivirine,CHEM,SubClass,C
D000068698,Tenofovir,CHEM,SubClass,C
D000068717,Glatiramer Acetate,CHEM,Leaf,C
D000068718,Rosuvastatin Calcium,CHEM,Leaf,C
D000068736,Duloxetine Hydrochloride,CHEM,Leaf,C
D000068737,Tolterodine Tartrate,CHEM,Leaf,C
D000068756,Valsartan,CHEM,SubClass,C
D000068758,"Mometasone Furoate, Formoterol Fumarate Drug Combination",CHEM,Leaf,C
D000068759,Formoterol Fumarate,CHEM,SubClass,C
D000068797,Orexins,CHEM,Leaf,C
D000068799,Prasugrel Hydrochloride,CHEM,Leaf,C
D000068800,Etanercept,CHEM,Leaf,C
D000068801,"Adapalene, Benzoyl Peroxide Drug Combination",CHEM,Leaf,C
D000068816,Adapalene,CHEM,SubClass,C
D000068817,Epoetin Alfa,CHEM,Leaf,C
D000068818,Cetuximab,CHEM,Leaf,C
D000068836,Rivastigmine,CHEM,Leaf,C
D000068838,"Amlodipine, Valsartan Drug Combination",CHEM,Leaf,C
D000068857,"Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18",CHEM,Leaf,C
D000068858,Kombucha Tea,CHEM,Leaf,C
D000068876,Fingolimod Hydrochloride,CHEM,Leaf,C
D000068877,Imatinib Mesylate,CHEM,Leaf,C
D000068878,Trastuzumab,CHEM,SubClass,C
D000068879,Adalimumab,CHEM,Leaf,C
D000068880,"Isophane Insulin, Human",CHEM,Leaf,C
D000068882,Paliperidone Palmitate,CHEM,Leaf,C
D000068896,Canagliflozin,CHEM,Leaf,C
D000068898,Raltegravir Potassium,CHEM,Leaf,C
D000068899,"Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination",CHEM,Leaf,C
D000068900,Sitagliptin Phosphate,CHEM,SubClass,C
D000068937,Cosmeceuticals,CHEM,Leaf,C
D000069036,Insulin Glargine,CHEM,Leaf,C
D000069056,Lurasidone Hydrochloride,CHEM,Leaf,C
D000069057,Insulin Detemir,CHEM,Leaf,C
D000069058,Vardenafil Dihydrochloride,CHEM,Leaf,C
D000069059,Atorvastatin,CHEM,Leaf,C
D000069177,Type I Secretion Systems,CHEM,Leaf,C
D000069178,Type II Secretion Systems,CHEM,Leaf,C
D000069283,Rituximab,CHEM,Leaf,C
D000069284,Protein Translocation Systems,CHEM,SubClass,C
D000069285,Infliximab,CHEM,Leaf,C
D000069286,Bortezomib,CHEM,Leaf,C
D000069287,Capecitabine,CHEM,Leaf,C
D000069294,Twin-Arginine-Translocation System,CHEM,Leaf,C
D000069296,Type III Secretion Systems,CHEM,Leaf,C
D000069319,Type IV Secretion Systems,CHEM,Leaf,C
D000069320,Type V Secretion Systems,CHEM,Leaf,C
D000069347,Erlotinib Hydrochloride,CHEM,Leaf,C
D000069348,Quetiapine Fumarate,CHEM,Leaf,C
D000069349,Linezolid,CHEM,Leaf,C
D000069376,Type VI Secretion Systems,CHEM,Leaf,C
D000069377,Type VII Secretion Systems,CHEM,Leaf,C
D000069438,Ezetimibe,CHEM,SubClass,C
D000069439,Dasatinib,CHEM,Leaf,C
D000069442,Natalizumab,CHEM,Leaf,C
D000069443,Heptavalent Pneumococcal Conjugate Vaccine,CHEM,Leaf,C
D000069444,Omalizumab,CHEM,Leaf,C
D000069445,Atomoxetine Hydrochloride,CHEM,Leaf,C
D000069446,Atazanavir Sulfate,CHEM,Leaf,C
D000069447,Tiotropium Bromide,CHEM,Leaf,C
D000069448,Denosumab,CHEM,Leaf,C
D000069449,Cinacalcet,CHEM,Leaf,C
D000069450,Liraglutide,CHEM,Leaf,C
D000069452,Pathogen-Associated Molecular Pattern Molecules,CHEM,Leaf,C
D000069454,Darunavir,CHEM,Leaf,C
D000069455,Palivizumab,CHEM,Leaf,C
D000069458,Ranolazine,CHEM,Leaf,C
D000069459,"Teas, Herbal",CHEM,Leaf,C
D000069461,Bendamustine Hydrochloride,CHEM,Leaf,C
D000069462,Dimethyl Fumarate,CHEM,Leaf,C
D000069463,Olive Oil,CHEM,Leaf,C
D000069464,Solifenacin Succinate,CHEM,Leaf,C
D000069465,Febuxostat,CHEM,Leaf,C
D000069468,Desvenlafaxine Succinate,CHEM,Leaf,C
D000069470,Venlafaxine Hydrochloride,CHEM,Leaf,C
D000069472,Colesevelam Hydrochloride,CHEM,Leaf,C
D000069474,Sofosbuvir,CHEM,Leaf,C
D000069476,Linagliptin,CHEM,Leaf,C
D000069478,Lisdexamfetamine Dimesylate,CHEM,Leaf,C
D000069479,"Buprenorphine, Naloxone Drug Combination",CHEM,Leaf,C
D000069480,"Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",CHEM,Leaf,C
D000069499,"Ezetimibe, Simvastatin Drug Combination",CHEM,Leaf,C
D000069501,Abiraterone Acetate,CHEM,Leaf,C
D000069502,"Budesonide, Formoterol Fumarate Drug Combination",CHEM,Leaf,C
D000069503,Vilazodone Hydrochloride,CHEM,Leaf,C
D000069545,"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",CHEM,Leaf,C
D000069547,Cobicistat,CHEM,SubClass,C
D000069549,Ustekinumab,CHEM,Leaf,C
D000069552,Rivaroxaban,CHEM,Leaf,C
D000069557,Travoprost,CHEM,Leaf,C
D000069559,Loteprednol Etabonate,CHEM,Leaf,C
D000069579,Ranibizumab,CHEM,Leaf,C
D000069580,Bimatoprost,CHEM,Leaf,C
D000069582,Eszopiclone,CHEM,Leaf,C
D000069583,Pregabalin,CHEM,Leaf,C
D000069585,Filgrastim,CHEM,Leaf,C
D000069594,Abatacept,CHEM,Leaf,C
D000069603,Sevelamer,CHEM,Leaf,C
D000069604,Dabigatran,CHEM,Leaf,C
D000069605,Olopatadine Hydrochloride,CHEM,Leaf,C
D000069616,Simeprevir,CHEM,Leaf,C
D000069816,SEC Translocation Channels,CHEM,Leaf,C
D000069877,Struvite,CHEM,Leaf,C
D000069896,Transcription Activator-Like Effector Nucleases,CHEM,Leaf,C
D000069997,Mastic Resin,CHEM,Leaf,C
D000070,Acebutolol,CHEM,Leaf,C
D000070017,Pediocins,CHEM,Leaf,C
D000070136,Lipid Droplet Associated Proteins,CHEM,SubClass,C
D000070137,Perilipins,CHEM,SubClass,C
D000070156,Nogo Receptors,CHEM,SubClass,C
D000070416,Antagomirs,CHEM,Leaf,C
D000070576,NLR Proteins,CHEM,SubClass,C
D000070579,Parkinson Disease Associated Proteins,CHEM,SubClass,C
D000070584,Tripartite Motif Proteins,CHEM,SubClass,C
D000070585,Cadherin Related Proteins,CHEM,SubClass,C
D000070590,Solute Carrier Proteins,CHEM,SubClass,C
D000070778,Perilipin-1,CHEM,Leaf,C
D000070780,Perilipin-2,CHEM,Leaf,C
D000070796,Perilipin-3,CHEM,Leaf,C
D000070797,Perilipin-5,CHEM,Leaf,C
D000070798,Nogo Proteins,CHEM,Leaf,C
D000070816,Nogo Receptor 1,CHEM,Leaf,C
D000070817,Nogo Receptor 2,CHEM,Leaf,C
D000070818,Discoidin Domain Receptors,CHEM,SubClass,C
D000070819,Discoidin Domain Receptor 1,CHEM,Leaf,C
D000070820,Discoidin Domain Receptor 2,CHEM,Leaf,C
D000070821,Discoidins,CHEM,Leaf,C
D000070837,Lysine Acetyltransferases,CHEM,SubClass,C
D000070876,Tensins,CHEM,Leaf,C
D000070956,MutL Proteins,CHEM,SubClass,C
D000070957,MutL Protein Homolog 1,CHEM,Leaf,C
D000070976,Mismatch Repair Endonuclease PMS2,CHEM,Leaf,C
D000070996,"ATP Binding Cassette Transporter, Subfamily G",CHEM,SubClass,C
D000070997,"ATP Binding Cassette Transporter, Subfamily G, Member 2",CHEM,Leaf,C
D000070998,"ATP Binding Cassette Transporter, Subfamily G, Member 1",CHEM,Leaf,C
D000071018,"ATP Binding Cassette Transporter, Subfamily G, Member 5",CHEM,Leaf,C
D000071019,"ATP Binding Cassette Transporter, Subfamily G, Member 8",CHEM,Leaf,C
D000071020,Hemochromatosis Protein,CHEM,Leaf,C
D000071058,Huntingtin Protein,CHEM,Leaf,C
D000071063,Endoglin,CHEM,Leaf,C
D000071068,Lipocalin-2,CHEM,Leaf,C
D000071096,ADAMTS Proteins,CHEM,SubClass,C
D000071097,ADAMTS1 Protein,CHEM,Leaf,C
D000071116,ADAMTS5 Protein,CHEM,Leaf,C
D000071118,ADAMTS7 Protein,CHEM,Leaf,C
D000071119,ADAMTS9 Protein,CHEM,Leaf,C
D000071120,ADAMTS13 Protein,CHEM,Leaf,C
D000071121,ADAMTS4 Protein,CHEM,Leaf,C
D000071137,Poly (ADP-Ribose) Polymerase-1,CHEM,Leaf,C
D000071156,Promyelocytic Leukemia Protein,CHEM,Leaf,C
D000071158,Leucine-Rich Repeat Serine-Threonine Protein Kinase-2,CHEM,Leaf,C
D000071161,Forkhead Box Protein O1,CHEM,Leaf,C
D000071162,Trefoil Factors,CHEM,SubClass,C
D000071163,Trefoil Factor-1,CHEM,Leaf,C
D000071164,Trefoil Factor-2,CHEM,Leaf,C
D000071165,Trefoil Factor-3,CHEM,Leaf,C
D000071176,Signaling Lymphocytic Activation Molecule Family,CHEM,SubClass,C
D000071177,Signaling Lymphocytic Activation Molecule Family Member 1,CHEM,Leaf,C
D000071178,CD48 Antigen,CHEM,Leaf,C
D000071179,Signaling Lymphocytic Activation Molecule Associated Protein,CHEM,Leaf,C
D000071181,"ATP Binding Cassette Transporter, Subfamily B, Member 2",CHEM,Leaf,C
D000071183,Autophagy-Related Proteins,CHEM,SubClass,C
D000071186,Beclin-1,CHEM,Leaf,C
D000071187,Autophagy-Related Protein 5,CHEM,Leaf,C
D000071189,Autophagy-Related Protein-1 Homolog,CHEM,Leaf,C
D000071190,Autophagy-Related Protein 8 Family,CHEM,Leaf,C
D000071192,Autophagy-Related Protein 12,CHEM,Leaf,C
D000071193,Autophagy-Related Protein 7,CHEM,Leaf,C
D000071198,Pyrin,CHEM,Leaf,C
D000071199,"NLR Family, Pyrin Domain-Containing 3 Protein",CHEM,Leaf,C
D000071221,Enhancer of Zeste Homolog 2 Protein,CHEM,Leaf,C
D000071222,Suppressor of Cytokine Signaling 1 Protein,CHEM,Leaf,C
D000071223,Suppressor of Cytokine Signaling 3 Protein,CHEM,Leaf,C
D000071228,Polyelectrolytes,CHEM,Leaf,C
D000071229,Perilipin-4,CHEM,Leaf,C
D000071230,Transcriptional Regulator ERG,CHEM,Leaf,C
D000071231,Carbonic Anhydrase IX,CHEM,Leaf,C
D000071232,Small Leucine-Rich Proteoglycans,CHEM,SubClass,C
D000071234,Lumican,CHEM,Leaf,C
D000071235,Fibromodulin,CHEM,Leaf,C
D000071245,Mitochondrial Uncoupling Proteins,CHEM,SubClass,C
D000071246,Uncoupling Protein 2,CHEM,Leaf,C
D000071247,Uncoupling Protein 3,CHEM,Leaf,C
D000071248,Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha,CHEM,Leaf,C
D000071250,Snail Family Transcription Factors,CHEM,Leaf,C
D000071256,Uncoupling Protein 1,CHEM,Leaf,C
D000071316,Forkhead Box Protein O3,CHEM,Leaf,C
D000071317,Nanog Homeobox Protein,CHEM,Leaf,C
D000071336,Transcription Activator-Like Effectors,CHEM,Leaf,C
D000071396,"Aldehyde Dehydrogenase, Mitochondrial",CHEM,Leaf,C
D000071416,Twist Transcription Factors,CHEM,SubClass,C
D000071417,Twist-Related Protein 2,CHEM,Leaf,C
D000071425,"Src Homology 2 Domain-Containing, Transforming Protein 1",CHEM,Leaf,C
D000071426,"Src Homology 2 Domain-Containing, Transforming Protein 2",CHEM,Leaf,C
D000071427,"Src Homology 2 Domain-Containing, Transforming Protein 3",CHEM,Leaf,C
D000071438,Fatty Acid-Binding Protein 7,CHEM,Leaf,C
D000071443,12E7 Antigen,CHEM,Leaf,C
D000071447,N-Myc Proto-Oncogene Protein,CHEM,Leaf,C
D000071449,Proprotein Convertase 9,CHEM,Leaf,C
D000071450,"ATP Binding Cassette Transporter, Subfamily B, Member 3",CHEM,Leaf,C
D000071451,Chitinase-3-Like Protein 1,CHEM,Leaf,C
D000071456,Sequestosome-1 Protein,CHEM,Leaf,C
D000071457,DEAD Box Protein 58,CHEM,Leaf,C
D000071478,APOBEC Deaminases,CHEM,SubClass,C
D000071479,APOBEC-1 Deaminase,CHEM,Leaf,C
D000071480,APOBEC-3G Deaminase,CHEM,Leaf,C
D000071496,AlkB Enzymes,CHEM,SubClass,C
D000071498,"AlkB Homolog 1, Histone H2a Dioxygenase",CHEM,Leaf,C
D000071499,"AlkB Homolog 2, Alpha-Ketoglutarate-Dependent Dioxygenase",CHEM,Leaf,C
D000071500,"AlkB Homolog 3, Alpha-Ketoglutarate-Dependent Dioxygenase",CHEM,Leaf,C
D000071501,"AlkB Homolog 4, Lysine Demethylase",CHEM,Leaf,C
D000071502,"AlkB Homolog 5, RNA Demethylase",CHEM,Leaf,C
D000071503,"AlkB Homolog 8, tRNA Methyltransferase",CHEM,Leaf,C
D000071516,Alpha-Ketoglutarate-Dependent Dioxygenase FTO,CHEM,Leaf,C
D000071518,Liver X Receptors,CHEM,Leaf,C
D000071557,beta-Arrestins,CHEM,SubClass,C
D000071559,beta-Arrestin 1,CHEM,Leaf,C
D000071560,beta-Arrestin 2,CHEM,Leaf,C
D000071616,CDX2 Transcription Factor,CHEM,Leaf,C
D000071617,Protein Deglycase DJ-1,CHEM,Leaf,C
D000071636,Protein Phosphatase 2C,CHEM,Leaf,C
D000071656,"Receptor, Notch3",CHEM,Leaf,C
D000071657,Werner Syndrome Helicase,CHEM,Leaf,C
D000071676,Zinc Finger Protein GLI1,CHEM,Leaf,C
D000071677,Histidine Kinase,CHEM,Leaf,C
D000071679,Glycogen Synthase Kinase 3 beta,CHEM,Leaf,C
D000071681,Tartrate-Resistant Acid Phosphatase,CHEM,Leaf,C
D000071701,Regulatory Factor X Transcription Factors,CHEM,SubClass,C
D000071716,Regulatory Factor X1,CHEM,Leaf,C
D000071717,X-Box Binding Protein 1,CHEM,Leaf,C
D000071736,Stromal Interaction Molecules,CHEM,SubClass,C
D000071737,Stromal Interaction Molecule 1,CHEM,Leaf,C
D000071738,Stromal Interaction Molecule 2,CHEM,Leaf,C
D000071739,Calcium Release Activated Calcium Channels,CHEM,SubClass,C
D000071740,ORAI1 Protein,CHEM,Leaf,C
D000071741,ORAI2 Protein,CHEM,Leaf,C
D000071756,Soluble Guanylyl Cyclase,CHEM,Leaf,C
D000071796,SMARCB1 Protein,CHEM,Leaf,C
D000071797,Butyrophilins,CHEM,SubClass,C
D000071799,Zinc Finger E-box-Binding Homeobox 1,CHEM,Leaf,C
D000071816,Glycodelin,CHEM,Leaf,C
D000071818,Wnt-5a Protein,CHEM,Leaf,C
D000071821,Dystonin,CHEM,Leaf,C
D000071837,Fibrillins,CHEM,SubClass,C
D000071838,Fibrillin-1,CHEM,Leaf,C
D000071840,Fibrillin-2,CHEM,Leaf,C
D000071841,PAX6 Transcription Factor,CHEM,Leaf,C
D000071857,Tumor Suppressor p53-Binding Protein 1,CHEM,Leaf,C
D000071858,Epithelial Cell Adhesion Molecule,CHEM,Leaf,C
D000071876,Prostaglandin-E Synthases,CHEM,Leaf,C
D000071877,Checkpoint Kinase 1,CHEM,Leaf,C
D000071916,AC133 Antigen,CHEM,Leaf,C
D000071999,S100 Calcium-Binding Protein A4,CHEM,Leaf,C
D000072,Acedapsone,CHEM,Leaf,C
D000072000,NF-KappaB Inhibitor alpha,CHEM,Leaf,C
D000072002,Prion Proteins,CHEM,SubClass,C
D000072017,Deubiquitinating Enzymes,CHEM,SubClass,C
D000072019,Kelch-Like ECH-Associated Protein 1,CHEM,Leaf,C
D000072040,Apolipoprotein A-V,CHEM,Leaf,C
D000072041,PAX3 Transcription Factor,CHEM,Leaf,C
D000072056,Transcription Factor HES-1,CHEM,Leaf,C
D000072079,Patched Receptors,CHEM,SubClass,C
D000072081,Patched-1 Receptor,CHEM,Leaf,C
D000072082,Patched-2 Receptor,CHEM,Leaf,C
D000072086,Smoothened Receptor,CHEM,Leaf,C
D000072099,Serrate-Jagged Proteins,CHEM,SubClass,C
D000072100,Jagged-1 Protein,CHEM,Leaf,C
D000072101,Jagged-2 Protein,CHEM,Leaf,C
D000072105,Superoxide Dismutase-1,CHEM,Leaf,C
D000072159,Dynactin Complex,CHEM,Leaf,C
D000072160,Tumor Protein p73,CHEM,Leaf,C
D000072179,Interleukin-1 Receptor-Like 1 Protein,CHEM,Leaf,C
D000072180,Phosphoinositide Phosphatases,CHEM,SubClass,C
D000072181,Inositol Polyphosphate 5-Phosphatases,CHEM,Leaf,C
D000072183,"Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatases",CHEM,Leaf,C
D000072196,Fertilins,CHEM,Leaf,C
D000072197,ADAM10 Protein,CHEM,Leaf,C
D000072198,ADAM17 Protein,CHEM,Leaf,C
D000072199,ADAM12 Protein,CHEM,Leaf,C
D000072200,Ku Autoantigen,CHEM,Leaf,C
D000072216,Zona Pellucida Glycoproteins,CHEM,Leaf,C
D000072224,Bcl-2-Like Protein 11,CHEM,Leaf,C
D000072233,Homer Scaffolding Proteins,CHEM,Leaf,C
D000072235,Mating Factor,CHEM,Leaf,C
D000072236,Methyl-Accepting Chemotaxis Proteins,CHEM,Leaf,C
D000072237,ERG1 Potassium Channel,CHEM,Leaf,C
D000072259,Connexin 26,CHEM,Leaf,C
D000072260,RNA Splicing Factors,CHEM,SubClass,C
D000072261,Dishevelled Proteins,CHEM,Leaf,C
D000072278,Forkhead Box Protein M1,CHEM,Leaf,C
D000072316,Dioxins and Dioxin-like Compounds,CHEM,SubClass,C
D000072317,Polychlorinated Dibenzodioxins,CHEM,SubClass,C
D000072318,Dibenzofurans,CHEM,SubClass,C
D000072336,Mucosal-Associated Invariant T Cells,CHEM,Leaf,C
D000072338,"Dibenzofurans, Polychlorinated",CHEM,Leaf,C
D000072340,NIMA-Interacting Peptidylprolyl Isomerase,CHEM,Leaf,C
D000072376,Oxysterols,CHEM,SubClass,C
D000072377,Syk Kinase,CHEM,Leaf,C
D000072379,NIMA-Related Kinases,CHEM,SubClass,C
D000072380,NIMA-Related Kinase 1,CHEM,Leaf,C
D000072396,Endothelin-Converting Enzymes,CHEM,Leaf,C
D000072441,"DNA, Ancient",CHEM,Leaf,C
D000072461,Cytochrome P450 Family 1,CHEM,SubClass,C
D000072467,Cytochrome P450 Family 2,CHEM,SubClass,C
D000072469,Cytochrome P450 Family 3,CHEM,SubClass,C
D000072470,Cytochrome P450 Family 4,CHEM,SubClass,C
D000072471,"Heterocyclic Compounds, Fused-Ring",CHEM,SubClass,C
D000072472,Cytochrome P450 Family 6,CHEM,Leaf,C
D000072473,Fused-Ring Compounds,CHEM,SubClass,C
D000072474,Cytochrome P450 Family 7,CHEM,SubClass,C
D000072475,Cytochrome P450 Family 8,CHEM,SubClass,C
D000072476,Cytochrome P450 Family 11,CHEM,SubClass,C
D000072477,Cytochrome P450 Family 12,CHEM,Leaf,C
D000072478,Cytochrome P450 Family 17,CHEM,SubClass,C
D000072481,DNA Ligase ATP,CHEM,Leaf,C
D000072482,Retinoic Acid Receptor alpha,CHEM,Leaf,C
D000072483,Placenta Growth Factor,CHEM,Leaf,C
D000072496,Cytochrome P450 Family 19,CHEM,SubClass,C
D000072497,Cytochrome P450 Family 21,CHEM,SubClass,C
D000072498,Cytochrome P450 Family 24,CHEM,SubClass,C
D000072500,Cytochrome P450 Family 26,CHEM,SubClass,C
D000072501,Cytochrome P450 Family 27,CHEM,SubClass,C
D000072503,Cytochrome P450 Family 46,CHEM,SubClass,C
D000072505,Cytochrome P450 Family 51,CHEM,SubClass,C
D000072516,Retinoic Acid 4-Hydroxylase,CHEM,Leaf,C
D000072556,Cholesterol 24-Hydroxylase,CHEM,Leaf,C
D000072576,Homeobox Protein Nkx-2.5,CHEM,Leaf,C
D000072596,Hepatitis A Virus Cellular Receptor 1,CHEM,Leaf,C
D000072597,Hepatitis A Virus Cellular Receptor 2,CHEM,Leaf,C
D000072598,Tumor Necrosis Factor alpha-Induced Protein 3,CHEM,Leaf,C
D000072621,Peptidyl-Prolyl Cis-Trans Isomerase NIMA-Interacting 4,CHEM,Leaf,C
D000072622,Cyclophilin C,CHEM,Leaf,C
D000072636,PAX8 Transcription Factor,CHEM,Leaf,C
D000072640,"Interferon-Induced Helicase, IFIH1",CHEM,Leaf,C
D000072645,Cancer-Associated Fibroblasts,CHEM,Leaf,C
D000072668,Splicing Factor U2AF,CHEM,Leaf,C
D000072670,PTB-Associated Splicing Factor,CHEM,Leaf,C
D000072743,Beta-Cryptoxanthin,CHEM,Leaf,C
D000072916,Peripheral Blood Stem Cells,CHEM,Leaf,C
D000073,Acenaphthenes,CHEM,Leaf,C
D000073056,Transactinide Series Elements,CHEM,Leaf,C
D000073396,Metal-Organic Frameworks,CHEM,Leaf,C
D000073417,Dietary Sugars,CHEM,SubClass,C
D000073718,Pancreatitis-Associated Proteins,CHEM,SubClass,C
D000073738,2-Hydroxypropyl-beta-cyclodextrin,CHEM,Leaf,C
D000073739,Strobilurins,CHEM,Leaf,C
D000073779,P-type ATPases,CHEM,SubClass,C
D000073840,Copper-Transporting ATPases,CHEM,Leaf,C
D000073861,Apelin,CHEM,Leaf,C
D000073864,Histone Deacetylase 6,CHEM,Leaf,C
D000073871,Triggering Receptor Expressed on Myeloid Cells-1,CHEM,Leaf,C
D000073874,"ATP Binding Cassette Transporter, Subfamily A",CHEM,SubClass,C
D000073878,Palm Oil,CHEM,Leaf,C
D000073879,Rice Bran Oil,CHEM,Leaf,C
D000073882,"ATP Binding Cassette Transporter, Subfamily A, Member 4",CHEM,Leaf,C
D000073883,CX3C Chemokine Receptor 1,CHEM,Leaf,C
D000073885,C9orf72 Protein,CHEM,Leaf,C
D000073888,Cell-Free Nucleic Acids,CHEM,SubClass,C
D000073893,Sugars,CHEM,SubClass,C
D000073939,Dysferlin,CHEM,Leaf,C
D000073940,Transcription Factor 4,CHEM,Leaf,C
D000073942,T-Cell Acute Lymphocytic Leukemia Protein 1,CHEM,Leaf,C
D000073943,Neonicotinoids,CHEM,SubClass,C
D000073979,F-Box-WD Repeat-Containing Protein 7,CHEM,Leaf,C
D000073999,Triose Sugar Alcohols,CHEM,SubClass,C
D000074,Acenocoumarol,CHEM,Leaf,C
D000074001,Intercellular Adhesion Molecule-3,CHEM,Leaf,C
D000074002,DNA Polymerase gamma,CHEM,Leaf,C
D000074008,MDS1 and EVI1 Complex Locus Protein,CHEM,Leaf,C
D000074010,Bone Marrow Stromal Antigen 2,CHEM,Leaf,C
D000074011,Peptide Transporter 1,CHEM,Leaf,C
D000074018,B-Cell CLL-Lymphoma 10 Protein,CHEM,Leaf,C
D000074019,T-Cell Intracellular Antigen-1,CHEM,Leaf,C
D000074020,"ATP Binding Cassette Transporter, Subfamily B, Member 11",CHEM,Leaf,C
D000074025,TRPA1 Cation Channel,CHEM,Leaf,C
D000074026,Fatty Acid Binding Protein 3,CHEM,Leaf,C
D000074040,"Receptors, Histamine H4",CHEM,Leaf,C
D000074049,Cytokine TWEAK,CHEM,Leaf,C
D000074050,TWEAK Receptor,CHEM,Leaf,C
D000074058,Solute Carrier Family 22 Member 5,CHEM,Leaf,C
D000074061,"ATP Binding Cassette Transporter, Subfamily D",CHEM,SubClass,C
D000074062,Environmental Biomarkers,CHEM,Leaf,C
D000074063,"ATP Binding Cassette Transporter, Subfamily D, Member 1",CHEM,Leaf,C
D000074080,MutS Proteins,CHEM,SubClass,C
D000074081,MutS Homolog 3 Protein,CHEM,Leaf,C
D000074082,Sodium-Hydrogen Exchanger 1,CHEM,Leaf,C
D000074083,Sodium-Hydrogen Exchanger 3,CHEM,Leaf,C
D000074121,Protein Kinase C-theta,CHEM,Leaf,C
D000074122,Short Stature Homeobox Protein,CHEM,Leaf,C
