concept_code,concept_name,class_type,concept_class_id,standard_concept
N0000008437,Decreased Brain Stem Gastrin Activity,PE,Leaf,C
N0000008438,Decreased Brain Stem Glutamate Activity,PE,Leaf,C
N0000008439,Decreased Brain Stem Glycine Activity,PE,Leaf,C
N0000008440,Decreased Brain Stem Histamine Activity,PE,Leaf,C
N0000008441,Decreased Brain Stem Nerve Growth Factor Activity,PE,Leaf,C
N0000008442,Decreased Brain Stem Neurotensin Activity,PE,Leaf,C
N0000008443,Decreased Brain Stem Nitric Oxide Activity,PE,Leaf,C
N0000008444,Decreased Brain Stem Norepinephrine Activity,PE,Leaf,C
N0000008445,Decreased Brain Stem Organized Electrical Activity,PE,Leaf,C
N0000008446,Decreased Brain Stem Serotonin Activity,PE,Leaf,C
N0000008447,Decreased Brain Stem Substance P Activity,PE,Leaf,C
N0000008448,Decreased Brain Stem VIP Activity,PE,Leaf,C
N0000008449,Decreased CCK Activity,PE,SubClass,C
N0000008450,Decreased CRH Activity,PE,Leaf,C
N0000008451,Decreased CRH Secretion,PE,Leaf,C
N0000008452,Decreased Calcitonin Secretion,PE,Leaf,C
N0000008453,Decreased Cardiac Muscle Acetylcholine Activity,PE,Leaf,C
N0000008454,Decreased Cardiac Muscle Aspartate Activity,PE,Leaf,C
N0000008455,Decreased Cardiac Muscle Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008456,Decreased Cardiac Muscle CCK Activity,PE,Leaf,C
N0000008457,Decreased Cardiac Muscle Disorganized Electrical Activity,PE,Leaf,C
N0000008458,Decreased Cardiac Muscle Dopamine Activity,PE,Leaf,C
N0000008459,Decreased Cardiac Muscle Dynorphin Activity,PE,Leaf,C
N0000008460,Decreased Cardiac Muscle Endorphin Activity,PE,Leaf,C
N0000008461,Decreased Cardiac Muscle Enkephalin Activity,PE,Leaf,C
N0000008462,Decreased Cardiac Muscle Epinephrine Activity,PE,Leaf,C
N0000008463,Decreased Cardiac Muscle GABA Activity,PE,Leaf,C
N0000008464,Decreased Cardiac Muscle Gastrin Activity,PE,Leaf,C
N0000008465,Decreased Cardiac Muscle Glutamate Activity,PE,Leaf,C
N0000008466,Decreased Cardiac Muscle Glycine Activity,PE,Leaf,C
N0000008467,Decreased Cardiac Muscle Histamine Activity,PE,Leaf,C
N0000008468,Decreased Cardiac Muscle Nerve Growth Factor Activity,PE,Leaf,C
N0000008469,Decreased Cardiac Muscle Neurotensin Activity,PE,Leaf,C
N0000008470,Decreased Cardiac Muscle Nitric Oxide Activity,PE,Leaf,C
N0000008471,Decreased Cardiac Muscle Norepinephrine Activity,PE,Leaf,C
N0000008472,Decreased Cardiac Muscle Organized Electrical Activity,PE,Leaf,C
N0000008473,Decreased Cardiac Muscle Serotonin Activity,PE,Leaf,C
N0000008474,Decreased Cardiac Muscle Substance P Activity,PE,Leaf,C
N0000008475,Decreased Cardiac Muscle VIP Activity,PE,Leaf,C
N0000008476,Decreased Cell Membrane Integrity,PE,Leaf,C
N0000008477,Decreased Cell Membrane Synthesis & Repair,PE,Leaf,C
N0000008478,Decreased Cell Wall Integrity,PE,Leaf,C
N0000008479,Decreased Cell Wall Synthesis & Repair,PE,Leaf,C
N0000008480,Decreased Cellular Death,PE,Leaf,C
N0000008481,Decreased Cellular Locomotion,PE,Leaf,C
N0000008482,Decreased Central Nervous System Acetylcholine Activity,PE,SubClass,C
N0000008483,Decreased Central Nervous System Aspartate Activity,PE,SubClass,C
N0000008484,Decreased Central Nervous System Brain Derived Neurotropic Activity,PE,SubClass,C
N0000008485,Decreased Central Nervous System CCK Activity,PE,SubClass,C
N0000008486,Decreased Central Nervous System Disorganized Electrical Activity,PE,SubClass,C
N0000008487,Decreased Central Nervous System Dopamine Activity,PE,SubClass,C
N0000008488,Decreased Central Nervous System Dynorphin Activity,PE,SubClass,C
N0000008489,Decreased Central Nervous System Endorphin Activity,PE,SubClass,C
N0000008490,Decreased Central Nervous System Enkephalin Activity,PE,SubClass,C
N0000008491,Decreased Central Nervous System Epinephrine Activity,PE,SubClass,C
N0000008492,Decreased Central Nervous System GABA Activity,PE,SubClass,C
N0000008493,Decreased Central Nervous System Gastrin Activity,PE,SubClass,C
N0000008494,Decreased Central Nervous System Glutamate Activity,PE,SubClass,C
N0000008495,Decreased Central Nervous System Glycine Activity,PE,SubClass,C
N0000008496,Decreased Central Nervous System Histamine Activity,PE,SubClass,C
N0000008497,Decreased Central Nervous System Nerve Growth Factor Activity,PE,SubClass,C
N0000008498,Decreased Central Nervous System Neurotensin Activity,PE,SubClass,C
N0000008499,Decreased Central Nervous System Nitric Oxide Activity,PE,SubClass,C
N0000008500,Decreased Central Nervous System Norepinephrine Activity,PE,SubClass,C
N0000008501,Decreased Central Nervous System Organized Electrical Activity,PE,SubClass,C
N0000008502,Decreased Central Nervous System Serotonin Activity,PE,SubClass,C
N0000008503,Decreased Central Nervous System Substance P Activity,PE,SubClass,C
N0000008504,Decreased Central Nervous System VIP Activity,PE,SubClass,C
N0000008505,Decreased Cerebellum Acetylcholine Activity,PE,Leaf,C
N0000008506,Decreased Cerebellum Aspartate Activity,PE,Leaf,C
N0000008507,Decreased Cerebellum Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008508,Decreased Cerebellum CCK Activity,PE,Leaf,C
N0000008509,Decreased Cerebellum Disorganized Electrical Activity,PE,Leaf,C
N0000008510,Decreased Cerebellum Dopamine Activity,PE,Leaf,C
N0000008511,Decreased Cerebellum Dynorphin Activity,PE,Leaf,C
N0000008512,Decreased Cerebellum Endorphin Activity,PE,Leaf,C
N0000008513,Decreased Cerebellum Enkephalin Activity,PE,Leaf,C
N0000008514,Decreased Cerebellum Epinephrine Activity,PE,Leaf,C
N0000008515,Decreased Cerebellum GABA Activity,PE,Leaf,C
N0000008516,Decreased Cerebellum Gastrin Activity,PE,Leaf,C
N0000008517,Decreased Cerebellum Glutamate Activity,PE,Leaf,C
N0000008518,Decreased Cerebellum Glycine Activity,PE,Leaf,C
N0000008519,Decreased Cerebellum Histamine Activity,PE,Leaf,C
N0000008520,Decreased Cerebellum Nerve Growth Factor Activity,PE,Leaf,C
N0000008521,Decreased Cerebellum Neurotensin Activity,PE,Leaf,C
N0000008522,Decreased Cerebellum Nitric Oxide Activity,PE,Leaf,C
N0000008523,Decreased Cerebellum Norepinephrine Activity,PE,Leaf,C
N0000008524,Decreased Cerebellum Organized Electrical Activity,PE,Leaf,C
N0000008525,Decreased Cerebellum Serotonin Activity,PE,Leaf,C
N0000008526,Decreased Cerebellum Substance P Activity,PE,Leaf,C
N0000008527,Decreased Cerebellum VIP Activity,PE,Leaf,C
N0000008528,Decreased Cerebral Cortex Acetylcholine Activity,PE,Leaf,C
N0000008529,Decreased Cerebral Cortex Aspartate Activity,PE,Leaf,C
N0000008530,Decreased Cerebral Cortex Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008531,Decreased Cerebral Cortex CCK Activity,PE,Leaf,C
N0000008532,Decreased Cerebral Cortex Disorganized Electrical Activity,PE,Leaf,C
N0000008533,Decreased Cerebral Cortex Dopamine Activity,PE,Leaf,C
N0000008534,Decreased Cerebral Cortex Dynorphin Activity,PE,Leaf,C
N0000008535,Decreased Cerebral Cortex Endorphin Activity,PE,Leaf,C
N0000008536,Decreased Cerebral Cortex Enkephalin Activity,PE,Leaf,C
N0000008537,Decreased Cerebral Cortex Epinephrine Activity,PE,Leaf,C
N0000008538,Decreased Cerebral Cortex GABA Activity,PE,Leaf,C
N0000008539,Decreased Cerebral Cortex Gastrin Activity,PE,Leaf,C
N0000008540,Decreased Cerebral Cortex Glutamate Activity,PE,Leaf,C
N0000008541,Decreased Cerebral Cortex Glycine Activity,PE,Leaf,C
N0000008542,Decreased Cerebral Cortex Histamine Activity,PE,Leaf,C
N0000008543,Decreased Cerebral Cortex Nerve Growth Factor Activity,PE,Leaf,C
N0000008544,Decreased Cerebral Cortex Neurotensin Activity,PE,Leaf,C
N0000008545,Decreased Cerebral Cortex Nitric Oxide Activity,PE,Leaf,C
N0000008546,Decreased Cerebral Cortex Norepinephrine Activity,PE,Leaf,C
N0000008547,Decreased Cerebral Cortex Organized Electrical Activity,PE,Leaf,C
N0000008548,Decreased Cerebral Cortex Serotonin Activity,PE,Leaf,C
N0000008549,Decreased Cerebral Cortex Substance P Activity,PE,Leaf,C
N0000008550,Decreased Cerebral Cortex VIP Activity,PE,Leaf,C
N0000008551,Decreased Cervical Dilation,PE,Leaf,C
N0000008552,Decreased Cervical Smooth Muscle Tone,PE,Leaf,C
N0000008553,Decreased Cholesterol Absorption,PE,Leaf,C
N0000008554,Decreased Cholesterol Elimination,PE,Leaf,C
N0000008555,Decreased Cholesterol Synthesis,PE,Leaf,C
N0000008556,Decreased Coagulation Factor Activity,PE,Leaf,C
N0000008557,Decreased Coagulation Factor Concentration,PE,Leaf,C
N0000008558,Decreased Collecting Duct Ca++ Excretion,PE,Leaf,C
N0000008559,Decreased Collecting Duct Cl- Excretion,PE,Leaf,C
N0000008560,Decreased Collecting Duct H+ Excretion,PE,Leaf,C
N0000008561,Decreased Collecting Duct HCO3- Excretion,PE,Leaf,C
N0000008562,Decreased Collecting Duct K+ Excretion,PE,Leaf,C
N0000008563,Decreased Collecting Duct Mg++ Excretion,PE,Leaf,C
N0000008564,Decreased Collecting Duct Na+ Excretion,PE,Leaf,C
N0000008565,Decreased Collecting Duct PO4-- Excretion,PE,Leaf,C
N0000008566,Decreased Collecting Duct SO4-- Excretion,PE,Leaf,C
N0000008567,Decreased Collecting Duct Water Permeability,PE,Leaf,C
N0000008568,Decreased Complement Activity,PE,Leaf,C
N0000008569,Decreased Complement Degradation,PE,Leaf,C
N0000008570,Decreased Complement Production,PE,Leaf,C
N0000008571,Decreased Cytokine Activity,PE,Leaf,C
N0000008572,Decreased Cytokine Degradation,PE,Leaf,C
N0000008573,Decreased Cytokine Production,PE,Leaf,C
N0000008574,Decreased Cytoskeleton Integrity,PE,Leaf,C
N0000008575,Decreased Cytoskeleton Synthesis & Repair,PE,Leaf,C
N0000008576,Decreased DNA Integrity,PE,Leaf,C
N0000008577,Decreased DNA Replication,PE,Leaf,C
N0000008578,Decreased Disorganized Electrical Activity,PE,SubClass,C
N0000008579,Decreased Distal Tubule Ca++ Excretion,PE,Leaf,C
N0000008580,Decreased Distal Tubule Cl- Excretion,PE,Leaf,C
N0000008581,Decreased Distal Tubule H+ Excretion,PE,Leaf,C
N0000008582,Decreased Distal Tubule HCO3- Excretion,PE,Leaf,C
N0000008583,Decreased Distal Tubule K+ Excretion,PE,Leaf,C
N0000008584,Decreased Distal Tubule Mg++ Excretion,PE,Leaf,C
N0000008585,Decreased Distal Tubule Na+ Excretion,PE,Leaf,C
N0000008586,Decreased Distal Tubule PO4-- Excretion,PE,Leaf,C
N0000008587,Decreased Distal Tubule SO4-- Excretion,PE,Leaf,C
N0000008588,Decreased Dopamine Activity,PE,SubClass,C
N0000008589,Decreased Dynorphin Activity,PE,SubClass,C
N0000008590,Decreased Eicosanoid Activity,PE,SubClass,C
N0000008591,Decreased Eicosanoid Degradation,PE,SubClass,C
N0000008592,Decreased Eicosanoid Production,PE,SubClass,C
N0000008593,Decreased Embryonic & Fetal Growth,PE,Leaf,C
N0000008594,Decreased Embryonic & Fetal Viability,PE,Leaf,C
N0000008595,Decreased Embryonic Implantation,PE,Leaf,C
N0000008596,Decreased Endocytosis,PE,Leaf,C
N0000008597,Decreased Endorphin Activity,PE,SubClass,C
N0000008598,Decreased Endothelial Coagulation Activity,PE,Leaf,C
N0000008599,Decreased Enkephalin Activity,PE,SubClass,C
N0000008600,Decreased Enteric Nervous System Acetylcholine Activity,PE,Leaf,C
N0000008601,Decreased Enteric Nervous System Aspartate Activity,PE,Leaf,C
N0000008602,Decreased Enteric Nervous System Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008603,Decreased Enteric Nervous System CCK Activity,PE,Leaf,C
N0000008604,Decreased Enteric Nervous System Disorganized Electrical Activity,PE,Leaf,C
N0000008605,Decreased Enteric Nervous System Dopamine Activity,PE,Leaf,C
N0000008606,Decreased Enteric Nervous System Dynorphin Activity,PE,Leaf,C
N0000008607,Decreased Enteric Nervous System Endorphin Activity,PE,Leaf,C
N0000008608,Decreased Enteric Nervous System Enkephalin Activity,PE,Leaf,C
N0000008609,Decreased Enteric Nervous System Epinephrine Activity,PE,Leaf,C
N0000008610,Decreased Enteric Nervous System GABA Activity,PE,Leaf,C
N0000008611,Decreased Enteric Nervous System Gastrin Activity,PE,Leaf,C
N0000008612,Decreased Enteric Nervous System Glutamate Activity,PE,Leaf,C
N0000008613,Decreased Enteric Nervous System Glycine Activity,PE,Leaf,C
N0000008614,Decreased Enteric Nervous System Histamine Activity,PE,Leaf,C
N0000008615,Decreased Enteric Nervous System Nerve Growth Factor Activity,PE,Leaf,C
N0000008616,Decreased Enteric Nervous System Neurotensin Activity,PE,Leaf,C
N0000008617,Decreased Enteric Nervous System Nitric Oxide Activity,PE,Leaf,C
N0000008618,Decreased Enteric Nervous System Norepinephrine Activity,PE,Leaf,C
N0000008619,Decreased Enteric Nervous System Organized Electrical Activity,PE,Leaf,C
N0000008620,Decreased Enteric Nervous System Serotonin Activity,PE,Leaf,C
N0000008621,Decreased Enteric Nervous System Substance P Activity,PE,Leaf,C
N0000008622,Decreased Enteric Nervous System VIP Activity,PE,Leaf,C
N0000008623,Decreased Epinephrine Activity,PE,SubClass,C
N0000008624,Decreased Erythroid Cell Destruction,PE,Leaf,C
N0000008625,Decreased Erythroid Cell Production,PE,Leaf,C
N0000008626,Decreased Erythropoetin Secretion,PE,Leaf,C
N0000008627,Decreased Esophageal Motility,PE,Leaf,C
N0000008628,Decreased Esophageal Muscle Tone,PE,Leaf,C
N0000008629,Decreased Exocytosis,PE,Leaf,C
N0000008630,Decreased Follicle Stimulating Hormone Secretion,PE,Leaf,C
N0000008631,Decreased GABA Activity,PE,SubClass,C
N0000008632,Decreased Growth Hormone Secretion,PE,Leaf,C
N0000008633,Decreased GHRH Activity,PE,Leaf,C
N0000008634,Decreased GHRH Secretion,PE,Leaf,C
N0000008635,Decreased GI Motility,PE,SubClass,C
N0000008636,Decreased GI Smooth Muscle Tone,PE,SubClass,C
N0000008637,Decreased GnRH Activity,PE,Leaf,C
N0000008638,Decreased GnRH Secretion,PE,Leaf,C
N0000008639,Decreased Gallbladder Tone,PE,Leaf,C
N0000008640,Decreased Gastric Motility,PE,Leaf,C
N0000008641,Decreased Gastric Muscle Tone,PE,Leaf,C
N0000008642,Decreased Gastrin Activity,PE,SubClass,C
N0000008643,Decreased Glomerular Filtration Pressure,PE,Leaf,C
N0000008644,Decreased Glucagon Secretion,PE,Leaf,C
N0000008645,Decreased Glucocorticoid Secretion,PE,Leaf,C
N0000008646,Decreased Gluconeogenesis,PE,Leaf,C
N0000008647,Decreased Glucose Transport into Cells,PE,Leaf,C
N0000008648,Decreased Glutamate Activity,PE,SubClass,C
N0000008649,Decreased Glycine Activity,PE,SubClass,C
N0000008650,Decreased Glycogenesis,PE,Leaf,C
N0000008651,Decreased Glycogenolysis,PE,Leaf,C
N0000008652,Decreased Glycolysis,PE,Leaf,C
N0000008653,Decreased Granulocytic Cell Destruction,PE,Leaf,C
N0000008654,Decreased Granulocytic Cell Production,PE,Leaf,C
N0000008655,Decreased Hematological Cell Destruction,PE,SubClass,C
N0000008656,Decreased Hematopoiesis,PE,SubClass,C
N0000008657,Decreased Histamine Activity,PE,SubClass,C
N0000008658,Decreased Histamine Degradation,PE,Leaf,C
N0000008659,Decreased Histamine Production,PE,Leaf,C
N0000008660,Decreased Immunologically Active Biogenic Amine Activity,PE,SubClass,C
N0000008661,Decreased Immunologically Active Biogenic Amine Degradation,PE,SubClass,C
N0000008662,Decreased Immunologically Active Biogenic Amine Production,PE,SubClass,C
N0000008663,Decreased Immunologically Active Molecule Activity,PE,SubClass,C
N0000008664,Decreased Immunologically Active Molecule Degradation,PE,SubClass,C
N0000008665,Decreased Immunologically Active Molecule Production,PE,SubClass,C
N0000008666,Decreased Insulin Secretion,PE,Leaf,C
N0000008667,Decreased Intercellular Communication,PE,Leaf,C
N0000008668,Increased Intracellular Communication,PE,Leaf,C
N0000008669,Decreased Intravascular Volume,PE,Leaf,C
N0000008670,Decreased Iodine Organification,PE,Leaf,C
N0000008671,Decreased Iodine Uptake,PE,Leaf,C
N0000008672,Decreased Kallidin Activity,PE,Leaf,C
N0000008673,Decreased Kallidin Degradation,PE,Leaf,C
N0000008674,Decreased Kallidin Production,PE,Leaf,C
N0000008675,Decreased Kinin Activity,PE,SubClass,C
N0000008676,Decreased Kinin Degradation,PE,SubClass,C
N0000008677,Decreased Kinin Production,PE,SubClass,C
N0000008678,Decreased LES Tone,PE,Leaf,C
N0000008679,Decreased Large Intestinal Motility,PE,Leaf,C
N0000008680,Decreased Large Intestinal Muscle Tone,PE,Leaf,C
N0000008681,Decreased Leukotriene Activity,PE,Leaf,C
N0000008682,Decreased Leukotriene Degradation,PE,Leaf,C
N0000008683,Decreased Leukotriene Production,PE,Leaf,C
N0000008684,Decreased Lipid Derived Immunologically Active Molecule Activity,PE,SubClass,C
N0000008685,Decreased Lipid Derived Immunologically Active Molecule Degradation,PE,SubClass,C
N0000008686,Decreased Lipid Derived Immunologically Active Molecule Production,PE,SubClass,C
N0000008687,Decreased Lipogenesis,PE,Leaf,C
N0000008688,Decreased Lipolysis,PE,Leaf,C
N0000008689,Decreased Loop of Henle Ca++ Excretion,PE,Leaf,C
N0000008690,Decreased Loop of Henle Cl- Excretion,PE,Leaf,C
N0000008691,Decreased Loop of Henle H+ Excretion,PE,Leaf,C
N0000008692,Decreased Loop of Henle HCO3- Excretion,PE,Leaf,C
N0000008693,Decreased Loop of Henle K+ Excretion,PE,Leaf,C
N0000008694,Decreased Loop of Henle Mg++ Excretion,PE,Leaf,C
N0000008695,Decreased Loop of Henle Na+ Excretion,PE,Leaf,C
N0000008696,Decreased Loop of Henle PO4-- Excretion,PE,Leaf,C
N0000008697,Decreased Loop of Henle SO4-- Excretion,PE,Leaf,C
N0000008698,Decreased Lymphocyte Cell Destruction,PE,SubClass,C
N0000008699,Decreased Lymphocyte Cell Production,PE,SubClass,C
N0000008700,Decreased Lysosomal Function,PE,Leaf,C
N0000008701,Decreased Medullary Respiratory Drive,PE,Leaf,C
N0000008702,Decreased Megakaryocte Cell Destruction,PE,Leaf,C
