classId,className,classType
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM114,PENICILLINS AND BETA-LACTAM ANTIMICROBIALS,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM114,PENICILLINS AND BETA-LACTAM ANTIMICROBIALS,VA
AM115,CEPHALOSPORIN 1ST GENERATION,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM114,PENICILLINS AND BETA-LACTAM ANTIMICROBIALS,VA
AM116,CEPHALOSPORIN 2ND GENERATION,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM114,PENICILLINS AND BETA-LACTAM ANTIMICROBIALS,VA
AM117,CEPHALOSPORIN 3RD GENERATION,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM114,PENICILLINS AND BETA-LACTAM ANTIMICROBIALS,VA
AM118,CEPHALOSPORIN 4TH GENERATION,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM114,PENICILLINS AND BETA-LACTAM ANTIMICROBIALS,VA
AM119,"BETA-LACTAMS ANTIMICROBIALS,OTHER",VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM150,CHLORAMPHENICOL,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM200,ERYTHROMYCINS/MACROLIDES,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM250,TETRACYCLINES,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM300,AMINOGLYCOSIDES,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM350,LINCOMYCINS,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM400,QUINOLONES,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM500,ANTITUBERCULARS,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM550,METHENAMINE SALTS ANTIMICROBIALS,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM600,NITROFURANS ANTIMICROBIALS,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM650,SULFONAMIDE/RELATED ANTIMICROBIALS,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM700,ANTIFUNGALS,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM800,ANTIVIRALS,VA
VA000,VA CLASSES,VA
AM000,ANTIMICROBIALS,VA
AM900,"ANTI-INFECTIVES,OTHER",VA
VA000,VA CLASSES,VA
AN000,ANTINEOPLASTICS,VA
VA000,VA CLASSES,VA
AN000,ANTINEOPLASTICS,VA
AN100,"ANTINEOPLASTICS,ALKYLATING AGENTS",VA
VA000,VA CLASSES,VA
AN000,ANTINEOPLASTICS,VA
AN200,ANTINEOPLASTIC ANTIBIOTICS,VA
VA000,VA CLASSES,VA
AN000,ANTINEOPLASTICS,VA
AN300,"ANTINEOPLASTICS,ANTIMETABOLITES",VA
VA000,VA CLASSES,VA
AN000,ANTINEOPLASTICS,VA
AN400,ANTINEOPLASTIC ADJUVANTS,VA
VA000,VA CLASSES,VA
AN000,ANTINEOPLASTICS,VA
AN500,ANTINEOPLASTIC HORMONES,VA
VA000,VA CLASSES,VA
AN000,ANTINEOPLASTICS,VA
AN600,ANTINEOPLASTIC RADIOPHARMACEUTICALS,VA
VA000,VA CLASSES,VA
AN000,ANTINEOPLASTICS,VA
AN700,PROTECTIVE AGENTS,VA
VA000,VA CLASSES,VA
AN000,ANTINEOPLASTICS,VA
AN900,"ANTINEOPLASTIC,OTHER",VA
VA000,VA CLASSES,VA
AP000,ANTIPARASITICS,VA
VA000,VA CLASSES,VA
AP000,ANTIPARASITICS,VA
AP100,ANTIPROTOZOALS,VA
VA000,VA CLASSES,VA
AP000,ANTIPARASITICS,VA
AP100,ANTIPROTOZOALS,VA
AP101,ANTIMALARIALS,VA
VA000,VA CLASSES,VA
AP000,ANTIPARASITICS,VA
AP100,ANTIPROTOZOALS,VA
AP109,"ANTIPROTOZOALS,OTHER",VA
VA000,VA CLASSES,VA
AP000,ANTIPARASITICS,VA
AP200,ANTHELMINTICS,VA
VA000,VA CLASSES,VA
AP000,ANTIPARASITICS,VA
AP300,PEDICULICIDES,VA
VA000,VA CLASSES,VA
AP000,ANTIPARASITICS,VA
AP900,"ANTIPARASITICS,OTHER",VA
VA000,VA CLASSES,VA
AS000,ANTISEPTICS/DISINFECTANTS,VA
VA000,VA CLASSES,VA
AU000,AUTONOMIC MEDICATIONS,VA
VA000,VA CLASSES,VA
AU000,AUTONOMIC MEDICATIONS,VA
AU100,SYMPATHOMIMETICS (ADRENERGICS),VA
VA000,VA CLASSES,VA
AU000,AUTONOMIC MEDICATIONS,VA
AU200,SYMPATHOLYTICS,VA
VA000,VA CLASSES,VA
AU000,AUTONOMIC MEDICATIONS,VA
AU300,PARASYMPATHOMIMETICS (CHOLINERGICS),VA
VA000,VA CLASSES,VA
AU000,AUTONOMIC MEDICATIONS,VA
AU350,PARASYMPATHOLYTICS,VA
VA000,VA CLASSES,VA
AU000,AUTONOMIC MEDICATIONS,VA
AU900,"AUTONOMIC AGENTS,OTHER",VA
VA000,VA CLASSES,VA
BL000,BLOOD PRODUCTS/MODIFIERS/VOLUME EXPANDERS,VA
VA000,VA CLASSES,VA
BL000,BLOOD PRODUCTS/MODIFIERS/VOLUME EXPANDERS,VA
BL110,ANTICOAGULANTS,VA
VA000,VA CLASSES,VA
BL000,BLOOD PRODUCTS/MODIFIERS/VOLUME EXPANDERS,VA
BL115,THROMBOLYTICS,VA
VA000,VA CLASSES,VA
BL000,BLOOD PRODUCTS/MODIFIERS/VOLUME EXPANDERS,VA
BL116,ANTIHEMORRHAGICS,VA
VA000,VA CLASSES,VA
BL000,BLOOD PRODUCTS/MODIFIERS/VOLUME EXPANDERS,VA
BL117,PLATELET AGGREGATION INHIBITORS,VA
VA000,VA CLASSES,VA
BL000,BLOOD PRODUCTS/MODIFIERS/VOLUME EXPANDERS,VA
BL118,HEPARIN ANTAGONISTS,VA
VA000,VA CLASSES,VA
BL000,BLOOD PRODUCTS/MODIFIERS/VOLUME EXPANDERS,VA
BL400,BLOOD FORMATION PRODUCTS,VA
VA000,VA CLASSES,VA
BL000,BLOOD PRODUCTS/MODIFIERS/VOLUME EXPANDERS,VA
BL500,BLOOD DERIVATIVES,VA
VA000,VA CLASSES,VA
BL000,BLOOD PRODUCTS/MODIFIERS/VOLUME EXPANDERS,VA
BL800,VOLUME EXPANDERS,VA
VA000,VA CLASSES,VA
BL000,BLOOD PRODUCTS/MODIFIERS/VOLUME EXPANDERS,VA
BL900,"BLOOD PRODUCTS,OTHER",VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN100,ANALGESICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN100,ANALGESICS,VA
CN101,OPIOID ANALGESICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN100,ANALGESICS,VA
CN102,OPIOID ANTAGONIST ANALGESICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN100,ANALGESICS,VA
CN103,NON-OPIOID ANALGESICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN100,ANALGESICS,VA
CN104,NON-STEROIDAL ANTI-INFLAMMATORY ANALGESICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN100,ANALGESICS,VA
CN105,ANTIMIGRAINE AGENTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN200,ANESTHETICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN200,ANESTHETICS,VA
CN201,"ANESTHETICS,INHALATION",VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN200,ANESTHETICS,VA
CN202,BARBITURIC ACID DERIVATIVE ANESTHETICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN200,ANESTHETICS,VA
CN203,"GENERAL ANESTHETICS,OTHER",VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN200,ANESTHETICS,VA
CN204,"LOCAL ANESTHETICS,INJECTION",VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN200,ANESTHETICS,VA
CN205,ANESTHETIC ADJUNCTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN300,SEDATIVES/HYPONTICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN300,SEDATIVES/HYPONTICS,VA
CN301,BARBITURIC ACID DERIVATIVE SEDATIVES/HYPNOTICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN300,SEDATIVES/HYPONTICS,VA
CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN300,SEDATIVES/HYPONTICS,VA
CN309,"SEDATIVES/HYPNOTICS,OTHER",VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN400,ANTICONVULSANTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN500,ANTIPARKINSON AGENTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN550,ANTIVERTIGO AGENTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN600,ANTIDEPRESSANTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN600,ANTIDEPRESSANTS,VA
CN601,TRICYCLIC ANTIDEPRESSANTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN600,ANTIDEPRESSANTS,VA
CN602,MONAMINE OXIDASE INHIBITOR ANTIDEPRESSANTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN600,ANTIDEPRESSANTS,VA
CN609,"ANTIDEPRESSANTS,OTHER",VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN700,ANTIPSYCHOTICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN700,ANTIPSYCHOTICS,VA
CN701,PHENOTHIAZINE/RELATED ANTIPSYCHOTICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN700,ANTIPSYCHOTICS,VA
CN709,"ANTIPSYCHOTICS,OTHER",VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN750,LITHIUM SALTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN800,CNS STIMULANTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN800,CNS STIMULANTS,VA
CN801,AMPHETAMINES,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN800,CNS STIMULANTS,VA
CN802,AMPHETAMINE LIKE STIMULANTS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN800,CNS STIMULANTS,VA
CN809,"CNS STIMULANTS,OTHER",VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN850,ANTIPYRETICS,VA
VA000,VA CLASSES,VA
CN000,CENTRAL NERVOUS SYSTEM MEDICATIONS,VA
CN900,"CNS MEDICATIONS,OTHER",VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV050,DIGITALIS GLYCOSIDES,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV100,BETA BLOCKERS/RELATED,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV150,ALPHA BLOCKERS/RELATED,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV200,CALCIUM CHANNEL BLOCKERS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV250,ANTIANGINALS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV300,ANTIARRHYTHMICS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV350,ANTILIPEMIC AGENTS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV400,ANTIHYPERTENSIVE COMBINATIONS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV490,"ANTIHYPERTENSIVES,OTHER",VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV500,PERIPHERAL VASODILATORS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV600,SCLEROSING AGENTS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV700,DIURETICS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV700,DIURETICS,VA
CV701,THIAZIDES/RELATED DIURETICS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV700,DIURETICS,VA
CV702,LOOP DIURETICS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV700,DIURETICS,VA
CV703,CARBONIC ANHYDRASE INHIBITOR DIURETICS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV700,DIURETICS,VA
CV704,POTASSIUM SPARING/COMBINATIONS DIURETICS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV700,DIURETICS,VA
CV709,"DIURETICS,OTHER",VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV800,ACE INHIBITORS,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV805,ANGIOTENSIN II INHIBITOR,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV806,DIRECT RENIN INHIBITOR,VA
VA000,VA CLASSES,VA
CV000,CARDIOVASCULAR MEDICATIONS,VA
CV900,"CARDIOVASCULAR AGENTS,OTHER",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE100,"ANTI-INFECTIVE,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE100,"ANTI-INFECTIVE,TOPICAL",VA
DE101,"ANTIBACTERIAL,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE100,"ANTI-INFECTIVE,TOPICAL",VA
DE102,"ANTIFUNGAL,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE100,"ANTI-INFECTIVE,TOPICAL",VA
DE103,"ANTIVIRAL,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE100,"ANTI-INFECTIVE,TOPICAL",VA
DE109,"ANTI-INFECTIVE,TOPICAL,OTHER",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE200,"ANTI-INFLAMMATORY,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE250,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE300,"SUN PROTECTANTS/SCREENS,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE350,EMOLLIENTS,VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE400,SOAPS/SHAMPOOS/SOAP-FREE CLEANSERS,VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE450,"DEODORANTS/ANTIPERSPIRANTS,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE500,"KERATOLYTICS/CAUSTICS,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE600,"ANTINEOPLASTIC,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE650,"ANALGESICS,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE700,"LOCAL ANESTHETICS,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE750,ANTIACNE AGENTS,VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE750,ANTIACNE AGENTS,VA
DE751,"ANTIACNE AGENTS,SYSTEMIC",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE750,ANTIACNE AGENTS,VA
DE752,"ANTIACNE AGENTS,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE800,ANTIPSORIATIC,VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE800,ANTIPSORIATIC,VA
DE810,"ANTIPSORIATICS,SYSTEMIC",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE800,ANTIPSORIATIC,VA
DE820,"ANTIPSORIATICS,TOPICAL",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE890,"DERMATOLOGICALS,SYSTEMIC,OTHER",VA
VA000,VA CLASSES,VA
DE000,DERMATOLOGICAL AGENTS,VA
DE900,"DERMATOLOGICALS,TOPICAL OTHER",VA
VA000,VA CLASSES,VA
DX000,DIAGNOSTIC AGENTS,VA
VA000,VA CLASSES,VA
DX000,DIAGNOSTIC AGENTS,VA
DX100,RADIOLOGICAL/CONTRAST MEDIA,VA
VA000,VA CLASSES,VA
DX000,DIAGNOSTIC AGENTS,VA
DX100,RADIOLOGICAL/CONTRAST MEDIA,VA
DX101,NON-IONIC CONTRAST MEDIA,VA
VA000,VA CLASSES,VA
DX000,DIAGNOSTIC AGENTS,VA
DX100,RADIOLOGICAL/CONTRAST MEDIA,VA
DX102,IONIC CONTRAST MEDIA,VA
VA000,VA CLASSES,VA
DX000,DIAGNOSTIC AGENTS,VA
DX100,RADIOLOGICAL/CONTRAST MEDIA,VA
DX109,"CONTRAST MEDIA, OTHER",VA
VA000,VA CLASSES,VA
DX000,DIAGNOSTIC AGENTS,VA
DX200,"RADIOPHARMACEUTICALS,DIAGNOSTIC",VA
VA000,VA CLASSES,VA
DX000,DIAGNOSTIC AGENTS,VA
DX200,"RADIOPHARMACEUTICALS,DIAGNOSTIC",VA
DX201,IMAGING AGENTS (IN VIVO) RADIOPHARMACEUTICALS,VA
VA000,VA CLASSES,VA
DX000,DIAGNOSTIC AGENTS,VA
DX200,"RADIOPHARMACEUTICALS,DIAGNOSTIC",VA
DX202,NON-IMAGING AGENTS RADIOPHARMACEUTICALS,VA
VA000,VA CLASSES,VA
DX000,DIAGNOSTIC AGENTS,VA
DX300,DIAGNOSTIC ANTIGENS,VA
VA000,VA CLASSES,VA
DX000,DIAGNOSTIC AGENTS,VA
DX900,"DIAGNOSTICS,OTHER",VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA101,ALUMINUM CONTAINING ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA102,ALUMINUM/CALCIUM/MAGNESIUM CONTAINING ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA103,ALUMINUM/MAGNESIUM CONTAINING ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA104,ALUMINUM/MAGNESIUM/SODIUM BICARBONATE CONTAINING ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA105,CALCIUM CONTAINING ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA106,CALCIUM/MAGNESIUM CONTAINING ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA107,MAGALDRATE CONTAINING ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA108,MAGNESIUM CONTAINING ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA109,MAGNESIUM/SODIUM BICARBONATE CONTAINING ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA110,SODIUM BICARBONATE CONTAINING ANTACIDS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA100,ANTACIDS,VA
GA199,"ANTACIDS,OTHER",VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA200,LAXATIVES,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA200,LAXATIVES,VA
GA201,BULK-FORMING LAXATIVES,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA200,LAXATIVES,VA
GA202,HYPEROSMOTIC LAXATIVES,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA200,LAXATIVES,VA
GA203,LUBRICANT LAXATIVES,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA200,LAXATIVES,VA
GA204,STIMULANT LAXATIVES,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA200,LAXATIVES,VA
GA205,STOOL SOFTENER,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA200,LAXATIVES,VA
GA206,CARBON DIOXIDE-RELEASING LAXATIVES,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA208,ANTIDIARRHEAL AGENTS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA200,LAXATIVES,VA
GA209,"LAXATIVES,OTHER",VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA300,ANTIULCER AGENTS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA300,ANTIULCER AGENTS,VA
GA301,HISTAMINE ANTAGONISTS,VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA300,ANTIULCER AGENTS,VA
GA302,"PROTECTANTS,ULCER",VA
VA000,VA CLASSES,VA
GA000,GASTROINTESTINAL MEDICATIONS,VA
GA300,ANTIULCER AGENTS,VA
GA303,H. PYLORI AGENTS,VA
VA000,VA CLASSES,VA
