vocabulary_id,concept_code,concept_name,concept_class
DISEASE,D001764,Blepharospasm,Class
DISEASE,D001768,Blister,Class
DISEASE,D001850,"Bone Diseases, Infectious",Class
DISEASE,D001859,Bone Neoplasms,Class
DISEASE,D001862,Bone Resorption,Class
DISEASE,D001899,Borrelia Infections,Class
DISEASE,D001906,Botulism,Class
DISEASE,D001942,Breast Feeding,Class
DISEASE,D001984,Bronchial Neoplasms,Class
DISEASE,D001987,Bronchiectasis,Class
DISEASE,D001991,Bronchitis,Class
DISEASE,D001996,Bronchopneumonia,Class
DISEASE,D001997,Bronchopulmonary Dysplasia,Class
DISEASE,D002006,Brucellosis,Class
DISEASE,D002037,Bundle-Branch Block,Class
DISEASE,D002051,Burkitt Lymphoma,Class
DISEASE,D002062,Bursitis,Class
DISEASE,D002100,Cachexia,Class
DISEASE,D002105,Cadmium Poisoning,Class
DISEASE,D002169,Campylobacter Infections,Class
DISEASE,D002181,"Candidiasis, Vulvovaginal",Class
DISEASE,D002249,Carbon Monoxide Poisoning,Class
DISEASE,D002276,Carcinoid Tumor,Class
DISEASE,D002278,Carcinoma in Situ,Class
DISEASE,D002280,"Carcinoma, Basal Cell",Class
DISEASE,D002283,"Carcinoma, Bronchogenic",Class
DISEASE,D002289,"Carcinoma, Non-Small-Cell Lung",Class
DISEASE,D002291,"Carcinoma, Papillary",Class
DISEASE,D002292,"Carcinoma, Renal Cell",Class
DISEASE,D002295,"Carcinoma, Transitional Cell",Class
DISEASE,D002305,Cardiac Tamponade,Class
DISEASE,D002311,"Cardiomyopathy, Dilated",Class
DISEASE,D002312,"Cardiomyopathy, Hypertrophic",Class
DISEASE,D002357,Cartilage Diseases,Class
DISEASE,D002371,Cat Diseases,Class
DISEASE,D002385,Cataplexy,Class
DISEASE,D002386,Cataract,Class
DISEASE,D002389,Catatonia,Class
DISEASE,D002422,Causalgia,Class
DISEASE,D002446,Celiac Disease,Class
DISEASE,D002471,"Cell Transformation, Neoplastic",Class
DISEASE,D002524,Cerebellar Ataxia,Class
DISEASE,D002526,Cerebellar Diseases,Class
DISEASE,D002532,Intracranial Aneurysm,Class
DISEASE,D002534,"Hypoxia, Brain",Class
DISEASE,D002537,Intracranial Arteriosclerosis,Class
DISEASE,D002539,Cerebral Arterial Diseases,Class
DISEASE,D002542,Intracranial Embolism and Thrombosis,Class
DISEASE,D002543,Cerebral Hemorrhage,Class
DISEASE,D002547,Cerebral Palsy,Class
DISEASE,D002549,Diffuse Cerebral Sclerosis of Schilder,Class
DISEASE,D002577,Uterine Cervical Diseases,Class
DISEASE,D002583,Uterine Cervical Neoplasms,Class
DISEASE,D002590,Cestode Infections,Class
DISEASE,D002602,Chancroid,Class
DISEASE,D002607,Charcot-Marie-Tooth Disease,Class
DISEASE,D002653,Child Behavior Disorders,Class
DISEASE,D002658,Developmental Disabilities,Class
DISEASE,D002659,"Child Development Disorders, Pervasive",Class
DISEASE,D002690,Chlamydia Infections,Class
DISEASE,D002694,Chlamydiaceae Infections,Class
DISEASE,D002771,Cholera,Class
DISEASE,D002819,Chorea,Class
DISEASE,D002822,Choriocarcinoma,Class
DISEASE,D002833,Choroiditis,Class
DISEASE,D002862,Chromoblastomycosis,Class
DISEASE,D002916,Chylothorax,Class
DISEASE,D002921,Cicatrix,Class
DISEASE,D003003,Clonorchiasis,Class
DISEASE,D003047,Coccidioidomycosis,Class
DISEASE,D003072,Cognition Disorders,Class
DISEASE,D003085,Colic,Class
DISEASE,D003109,"Colonic Diseases, Functional",Class
DISEASE,D003110,Colonic Neoplasms,Class
DISEASE,D003128,Coma,Class
DISEASE,D003147,Communication Disorders,Class
DISEASE,D003221,Confusion,Class
DISEASE,D003251,"Constriction, Pathologic",Class
DISEASE,D003286,Contracture,Class
DISEASE,D003288,Contusions,Class
DISEASE,D003294,"Seizures, Febrile",Class
DISEASE,D003320,Corneal Ulcer,Class
DISEASE,D003323,Coronary Aneurysm,Class
DISEASE,D003329,Coronary Vasospasm,Class
DISEASE,D003333,Coronaviridae Infections,Class
DISEASE,D003394,Craniofacial Dysostosis,Class
DISEASE,D003449,Cryoglobulinemia,Class
DISEASE,D003453,Cryptococcosis,Class
DISEASE,D003456,Cryptorchidism,Class
DISEASE,D003457,Cryptosporidiosis,Class
DISEASE,D003550,Cystic Fibrosis,Class
DISEASE,D003551,Cysticercosis,Class
DISEASE,D003554,Cystinosis,Class
DISEASE,D003668,Pressure Ulcer,Class
DISEASE,D003693,Delirium,Class
DISEASE,D003699,Hepatitis D,Class
DISEASE,D003715,Dengue,Class
DISEASE,D003741,Dental Deposits,Class
DISEASE,D003773,Dental Plaque,Class
DISEASE,D003865,"Depressive Disorder, Major",Class
DISEASE,D003876,"Dermatitis, Atopic",Class
DISEASE,D003929,Diabetic Neuropathies,Class
DISEASE,D004239,"Diverticulitis, Colonic",Class
DISEASE,D004240,Diverticulum,Class
DISEASE,D004244,Dizziness,Class
DISEASE,D004320,Dracunculiasis,Class
DISEASE,D004380,Duodenal Obstruction,Class
DISEASE,D004382,Duodenitis,Class
DISEASE,D004387,Dupuytren Contracture,Class
DISEASE,D004393,"Dwarfism, Pituitary",Class
DISEASE,D004401,Dysarthria,Class
DISEASE,D004404,"Dysentery, Amebic",Class
DISEASE,D004406,Dysgammaglobulinemia,Class
DISEASE,D004412,Dysmenorrhea,Class
DISEASE,D004413,Dysostoses,Class
DISEASE,D004414,Dyspareunia,Class
DISEASE,D004415,Dyspepsia,Class
DISEASE,D004418,"Dyspnea, Paroxysmal",Class
DISEASE,D004420,Dystocia,Class
DISEASE,D004421,Dystonia,Class
DISEASE,D004433,Earache,Class
DISEASE,D004443,Echinococcosis,Class
DISEASE,D004485,Eczema,Class
DISEASE,D004489,"Edema, Cardiac",Class
DISEASE,D004604,Elephantiasis,Class
DISEASE,D004605,"Elephantiasis, Filarial",Class
DISEASE,D004618,"Embolism, Air",Class
DISEASE,D004653,Empyema,Class
DISEASE,D004672,"Encephalitis, Japanese",Class
DISEASE,D004679,Encephalomyelitis,Class
DISEASE,D004698,"Endocarditis, Subacute Bacterial",Class
DISEASE,D004714,Endometrial Hyperplasia,Class
DISEASE,D004715,Endometriosis,Class
DISEASE,D004716,Endometritis,Class
DISEASE,D004751,Enteritis,Class
DISEASE,D004769,Enterovirus Infections,Class
DISEASE,D004775,Enuresis,Class
DISEASE,D004802,Eosinophilia,Class
DISEASE,D004806,Ependymoma,Class
DISEASE,D004823,Epididymitis,Class
DISEASE,D004828,"Epilepsies, Partial",Class
DISEASE,D004829,"Epilepsy, Generalized",Class
DISEASE,D004830,"Epilepsy, Tonic-Clonic",Class
DISEASE,D004831,"Epilepsies, Myoclonic",Class
DISEASE,D004832,"Epilepsy, Absence",Class
DISEASE,D004833,"Epilepsy, Temporal Lobe",Class
DISEASE,D004889,Erysipelothrix Infections,Class
DISEASE,D004890,Erythema,Class
DISEASE,D004892,Erythema Multiforme,Class
DISEASE,D004893,Erythema Nodosum,Class
DISEASE,D004894,Erythrasma,Class
DISEASE,D004931,Esophageal Achalasia,Class
DISEASE,D004932,Esophageal and Gastric Varices,Class
DISEASE,D004938,Esophageal Neoplasms,Class
DISEASE,D004940,Esophageal Stenosis,Class
DISEASE,D004942,"Esophagitis, Peptic",Class
DISEASE,D004948,Esotropia,Class
DISEASE,D005094,Exophthalmos,Class
DISEASE,D005124,Eye Abnormalities,Class
DISEASE,D005130,Eye Hemorrhage,Class
DISEASE,D005131,Eye Injuries,Class
DISEASE,D005134,Eye Neoplasms,Class
DISEASE,D005148,Facial Dermatoses,Class
DISEASE,D005151,Facial Injuries,Class
DISEASE,D005155,Facial Nerve Diseases,Class
DISEASE,D005156,Facial Neuralgia,Class
DISEASE,D005158,Facial Paralysis,Class
DISEASE,D005168,Factor VII Deficiency,Class
DISEASE,D005184,Fallopian Tube Diseases,Class
DISEASE,D005185,Fallopian Tube Neoplasms,Class
DISEASE,D005211,Fascioliasis,Class
DISEASE,D005213,Fascioloidiasis,Class
DISEASE,D005221,Fatigue,Class
DISEASE,D005222,Mental Fatigue,Class
DISEASE,D005244,Fecal Impaction,Class
DISEASE,D005247,Feeding Behavior,Class
DISEASE,D005313,Fetal Death,Class
DISEASE,D005316,Fetal Distress,Class
DISEASE,D005348,Fibrocystic Breast Disease,Class
DISEASE,D005350,Fibroma,Class
DISEASE,D005354,Fibrosarcoma,Class
DISEASE,D005356,Fibromyalgia,Class
DISEASE,D005401,Fissure in Ano,Class
DISEASE,D005409,Flail Chest,Class
DISEASE,D005483,Flushing,Class
DISEASE,D005499,Folliculitis,Class
DISEASE,D005517,Foodborne Diseases,Class
DISEASE,D005533,Foot Dermatoses,Class
DISEASE,D005534,Foot Diseases,Class
DISEASE,D005674,Fusobacterium Infections,Class
DISEASE,D005687,Galactorrhea,Class
DISEASE,D005693,Galactosemias,Class
DISEASE,D005747,Gastric Fistula,Class
DISEASE,D005776,Gaucher Disease,Class
DISEASE,D005870,Giant Cell Tumors,Class
DISEASE,D005871,Castleman Disease,Class
DISEASE,D005873,Giardiasis,Class
DISEASE,D005909,Glioblastoma,Class
DISEASE,D005910,Glioma,Class
DISEASE,D005918,Glomus Tumor,Class
DISEASE,D005923,"Glomerulosclerosis, Focal Segmental",Class
DISEASE,D005955,Glucosephosphate Dehydrogenase Deficiency,Class
DISEASE,D006008,Glycogen Storage Disease,Class
DISEASE,D006009,Glycogen Storage Disease Type II,Class
DISEASE,D006059,Gonadal Dysgenesis,Class
DISEASE,D006069,Gonorrhea,Class
DISEASE,D006099,Granuloma,Class
DISEASE,D006100,Granuloma Inguinale,Class
DISEASE,D006111,Graves Disease,Class
DISEASE,D006177,Gynecomastia,Class
DISEASE,D006201,Hair Diseases,Class
DISEASE,D006212,Hallucinations,Class
DISEASE,D006229,Hand Dermatoses,Class
DISEASE,D006255,"Rhinitis, Allergic, Seasonal",Class
DISEASE,D006323,Heart Arrest,Class
DISEASE,D006335,Heart Injuries,Class
DISEASE,D006356,Heartburn,Class
DISEASE,D006374,"Helminthiasis, Animal",Class
DISEASE,D006391,Hemangioma,Class
DISEASE,D006396,Hematemesis,Class
DISEASE,D006429,Hemiplegia,Class
DISEASE,D006457,"Hemoglobinuria, Paroxysmal",Class
DISEASE,D006472,Oral Hemorrhage,Class
DISEASE,D006482,"Hemorrhagic Fevers, Viral",Class
DISEASE,D006484,Hemorrhoids,Class
DISEASE,D006504,Hepatic Veno-Occlusive Disease,Class
DISEASE,D006506,Hepatitis A,Class
DISEASE,D006526,Hepatitis C,Class
DISEASE,D006527,Hepatolenticular Degeneration,Class
DISEASE,D006548,"Hernia, Diaphragmatic",Class
DISEASE,D006551,"Hernia, Hiatal",Class
DISEASE,D006556,Heroin Dependence,Class
DISEASE,D006560,Herpes Labialis,Class
DISEASE,D006563,Herpes Zoster Ophthalmicus,Class
DISEASE,D006606,Hiccup,Class
DISEASE,D006623,von Hippel-Lindau Disease,Class
DISEASE,D006628,Hirsutism,Class
DISEASE,D006646,"Histiocytosis, Langerhans-Cell",Class
DISEASE,D006677,Histrionic Personality Disorder,Class
DISEASE,D006689,Hodgkin Disease,Class
DISEASE,D006712,Homocystinuria,Class
DISEASE,D006725,Hookworm Infections,Class
DISEASE,D006816,Huntington Disease,Class
DISEASE,D006819,Hyaline Membrane Disease,Class
DISEASE,D006828,Hydatidiform Mole,Class
DISEASE,D006925,Hymenolepiasis,Class
DISEASE,D006938,Hyperlipoproteinemia Type II,Class
DISEASE,D006940,Hyperemia,Class
DISEASE,D006942,Hypergammaglobulinemia,Class
DISEASE,D006948,Hyperkinesis,Class
DISEASE,D006950,"Hyperlipidemia, Familial Combined",Class
DISEASE,D006951,Hyperlipoproteinemias,Class
DISEASE,D006955,Hypernatremia,Class
DISEASE,D006959,Hyperoxaluria,Class
DISEASE,D006962,"Hyperparathyroidism, Secondary",Class
DISEASE,D006964,Hyperpituitarism,Class
DISEASE,D006966,Hyperprolactinemia,Class
DISEASE,D006968,"Hypersensitivity, Delayed",Class
DISEASE,D006972,Hypertelorism,Class
DISEASE,D006975,"Hypertension, Portal",Class
DISEASE,D006977,"Hypertension, Renal",Class
DISEASE,D006978,"Hypertension, Renovascular",Class
DISEASE,D006983,Hypertrichosis,Class
DISEASE,D006985,Hyperventilation,Class
DISEASE,D007006,Hypogonadism,Class
DISEASE,D007011,Hypoparathyroidism,Class
DISEASE,D007014,Hypophosphatasia,Class
DISEASE,D007015,"Hypophosphatemia, Familial",Class
DISEASE,D007019,Hypoproteinemia,Class
DISEASE,D007024,"Hypotension, Orthostatic",Class
DISEASE,D007039,Hypotrichosis,Class
DISEASE,D007040,Hypoventilation,Class
DISEASE,D007046,Hysteria,Class
DISEASE,D007078,Ileal Neoplasms,Class
DISEASE,D007105,Immune Complex Diseases,Class
DISEASE,D007169,Impetigo,Class
DISEASE,D007177,Inappropriate ADH Syndrome,Class
DISEASE,D007222,Inert Gas Narcosis,Class
DISEASE,D007228,Infant Nutrition Disorders,Class
DISEASE,D007247,"Infertility, Female",Class
DISEASE,D007248,"Infertility, Male",Class
DISEASE,D007299,Insect Bites and Stings,Class
DISEASE,D007340,Insulinoma,Class
DISEASE,D007383,Intermittent Claudication,Class
DISEASE,D007411,"Intestinal Diseases, Parasitic",Class
DISEASE,D007416,Intestinal Perforation,Class
DISEASE,D007418,Intestinal Pseudo-Obstruction,Class
DISEASE,D007443,Intussusception,Class
DISEASE,D007516,"Adenoma, Islet Cell",Class
DISEASE,D007565,Jaundice,Class
DISEASE,D007567,"Jaundice, Neonatal",Class
DISEASE,D007571,Jaw Diseases,Class
DISEASE,D007637,Keratoconjunctivitis,Class
DISEASE,D007638,Keratoconjunctivitis Sicca,Class
DISEASE,D007639,"Keratoconjunctivitis, Infectious",Class
DISEASE,D007680,Kidney Neoplasms,Class
DISEASE,D007683,"Kidney Tubular Necrosis, Acute",Class
DISEASE,D007710,Klebsiella Infections,Class
DISEASE,D007724,Vulvar Lichen Sclerosus,Class
DISEASE,D007752,"Obstetric Labor, Premature",Class
DISEASE,D007774,Lactation,Class
DISEASE,D007775,Lactation Disorders,Class
DISEASE,D007787,Lactose Intolerance,Class
DISEASE,D007806,Language Disorders,Class
DISEASE,D007815,Larva Migrans,Class
DISEASE,D007827,Laryngitis,Class
DISEASE,D007868,Leg Dermatoses,Class
DISEASE,D007871,Leg Ulcer,Class
DISEASE,D007876,Legionellosis,Class
DISEASE,D007877,Legionnaires' Disease,Class
DISEASE,D007889,Leiomyoma,Class
DISEASE,D007890,Leiomyosarcoma,Class
DISEASE,D007896,Leishmaniasis,Class
DISEASE,D007898,"Leishmaniasis, Visceral",Class
DISEASE,D007905,Lens Diseases,Class
DISEASE,D007911,Lentigo,Class
DISEASE,D007918,Leprosy,Class
DISEASE,D007926,Lesch-Nyhan Syndrome,Class
DISEASE,D007943,"Leukemia, Hairy Cell",Class
DISEASE,D007945,"Leukemia, Lymphoid",Class
DISEASE,D007951,"Leukemia, Myeloid",Class
DISEASE,D007964,Leukocytosis,Class
DISEASE,D007968,"Leukoencephalopathy, Progressive Multifocal",Class
DISEASE,D008047,Lip Diseases,Class
DISEASE,D008059,Mucopolysaccharidosis I,Class
DISEASE,D008060,Lipodystrophy,Class
DISEASE,D008080,Liposarcoma,Class
DISEASE,D008088,Listeriosis,Class
DISEASE,D008108,"Liver Diseases, Alcoholic",Class
DISEASE,D008109,"Liver Diseases, Parasitic",Class
DISEASE,D008118,Loiasis,Class
DISEASE,D008133,Long QT Syndrome,Class
DISEASE,D008151,Lown-Ganong-Levine Syndrome,Class
DISEASE,D008177,Lupus Vulgaris,Class
DISEASE,D008178,"Lupus Erythematosus, Cutaneous",Class
DISEASE,D008179,"Lupus Erythematosus, Discoid",Class
DISEASE,D008181,Lupus Nephritis,Class
DISEASE,D008193,Lyme Disease,Class
DISEASE,D008209,Lymphedema,Class
DISEASE,D008219,Lymphogranuloma Venereum,Class
DISEASE,D008224,"Lymphoma, Follicular",Class
DISEASE,D008228,"Lymphoma, Non-Hodgkin",Class
DISEASE,D008230,Lymphomatoid Granulomatosis,Class
DISEASE,D008258,Waldenstrom Macroglobulinemia,Class
DISEASE,D008289,"Malaria, Avian",Class
DISEASE,D008303,Malignant Carcinoid Syndrome,Class
DISEASE,D008336,Mandibular Diseases,Class
DISEASE,D008368,Mansonelliasis,Class
DISEASE,D008415,Mastocytosis,Class
DISEASE,D008457,Measles,Class
DISEASE,D008467,Meckel Diverticulum,Class
DISEASE,D008527,Medulloblastoma,Class
DISEASE,D008531,Megacolon,Class
DISEASE,D008532,"Megacolon, Toxic",Class
DISEASE,D008548,Melanosis,Class
DISEASE,D008551,Melena,Class
DISEASE,D008577,Meningeal Neoplasms,Class
DISEASE,D008583,"Meningitis, Haemophilus",Class
DISEASE,D008586,"Meningitis, Pneumococcal",Class
DISEASE,D008590,Meningoencephalitis,Class
DISEASE,D008595,Menorrhagia,Class
DISEASE,D008599,Menstruation Disturbances,Class
DISEASE,D008630,Mercury Poisoning,Class
DISEASE,D008641,Mesenteric Vascular Occlusion,Class
DISEASE,D008654,Mesothelioma,Class
DISEASE,D008679,Metaplasia,Class
DISEASE,D008976,Molluscum Contagiosum,Class
DISEASE,D009083,Mucopolysaccharidoses,Class
DISEASE,D009085,Mucopolysaccharidosis IV,Class
DISEASE,D009087,Mucopolysaccharidosis VI,Class
DISEASE,D009091,Mucormycosis,Class
DISEASE,D009122,Muscle Hypertonia,Class
DISEASE,D009123,Muscle Hypotonia,Class
DISEASE,D009127,Muscle Rigidity,Class
DISEASE,D009128,Muscle Spasticity,Class
DISEASE,D009134,"Muscular Atrophy, Spinal",Class
DISEASE,D009136,Muscular Dystrophies,Class
DISEASE,D009182,Mycosis Fungoides,Class
DISEASE,D009188,"Myelitis, Transverse",Class
DISEASE,D009217,Myosarcoma,Class
DISEASE,D009230,Myxedema,Class
DISEASE,D009332,Necatoriasis,Class
DISEASE,D009347,Nelson Syndrome,Class
DISEASE,D009362,Neoplasm Metastasis,Class
DISEASE,D009372,"Neoplasms, Connective Tissue",Class
DISEASE,D009374,"Neoplasms, Experimental",Class
DISEASE,D009377,Multiple Endocrine Neoplasia,Class
DISEASE,D009378,"Neoplasms, Multiple Primary",Class
DISEASE,D009379,"Neoplasms, Muscle Tissue",Class
DISEASE,D009389,"Neovascularization, Pathologic",Class
DISEASE,D009396,Wilms Tumor,Class
DISEASE,D009402,"Nephrosis, Lipoid",Class
DISEASE,D009404,Nephrotic Syndrome,Class
DISEASE,D009436,Neural Tube Defects,Class
DISEASE,D009447,Neuroblastoma,Class
DISEASE,D009455,Neurofibroma,Class
DISEASE,D009456,Neurofibromatosis 1,Class
DISEASE,D009459,Neuroleptic Malignant Syndrome,Class
DISEASE,D009471,Neuromyelitis Optica,Class
DISEASE,D009472,Neuronal Ceroid-Lipofuscinoses,Class
DISEASE,D009494,Neurosyphilis,Class
DISEASE,D009506,Nevus,Class
DISEASE,D009617,Nocardia Infections,Class
DISEASE,D009634,Noonan Syndrome,Class
DISEASE,D009755,Night Blindness,Class
DISEASE,D009771,Obsessive-Compulsive Disorder,Class
DISEASE,D009877,Endophthalmitis,Class
DISEASE,D009878,Ophthalmia Neonatorum,Class
DISEASE,D009889,Opisthorchiasis,Class
DISEASE,D009896,Optic Atrophy,Class
DISEASE,D009916,Orbital Diseases,Class
DISEASE,D009956,Psittacosis,Class
DISEASE,D009999,"Ossification, Heterotopic",Class
DISEASE,D010001,Osteitis Deformans,Class
DISEASE,D010003,Osteoarthritis,Class
DISEASE,D010009,Osteochondrodysplasias,Class
DISEASE,D010013,Osteogenesis Imperfecta,Class
DISEASE,D010014,Osteolysis,Class
DISEASE,D010019,Osteomyelitis,Class
DISEASE,D010022,Osteopetrosis,Class
DISEASE,D010026,Osteosclerosis,Class
DISEASE,D010033,Otitis Media,Class
DISEASE,D010035,"Otitis Media, Suppurative",Class
DISEASE,D010123,Oxyuriasis,Class
DISEASE,D010145,"Paget Disease, Extramammary",Class
DISEASE,D010188,Exocrine Pancreatic Insufficiency,Class
DISEASE,D010198,Pancytopenia,Class
DISEASE,D010212,Papilloma,Class
DISEASE,D010229,Paracoccidioidomycosis,Class
DISEASE,D010245,"Paralyses, Familial Periodic",Class
DISEASE,D010254,Paranasal Sinus Diseases,Class
DISEASE,D010273,"Parasitic Diseases, Animal",Class
DISEASE,D010282,Parathyroid Neoplasms,Class
DISEASE,D010301,"Parkinson Disease, Postencephalitic",Class
DISEASE,D010302,"Parkinson Disease, Secondary",Class
DISEASE,D010326,Pasteurella Infections,Class
DISEASE,D010391,"Pemphigoid, Bullous",Class
DISEASE,D010392,Pemphigus,Class
DISEASE,D010439,Peptic Ulcer Perforation,Class
DISEASE,D010468,Perceptual Disorders,Class
DISEASE,D010490,Pericardial Effusion,Class
DISEASE,D010494,"Pericarditis, Constrictive",Class
DISEASE,D010505,Familial Mediterranean Fever,Class
DISEASE,D010518,Periodontitis,Class
DISEASE,D010534,Peritoneal Neoplasms,Class
DISEASE,D010554,Personality Disorders,Class
DISEASE,D010612,Pharyngitis,Class
DISEASE,D010698,Phobic Disorders,Class
DISEASE,D010922,Placenta Diseases,Class
DISEASE,D010930,Plague,Class
DISEASE,D010939,Plant Poisoning,Class
DISEASE,D010996,Pleural Effusion,Class
DISEASE,D010997,Pleural Neoplasms,Class
DISEASE,D011009,Pneumoconiosis,Class
DISEASE,D011018,"Pneumonia, Pneumococcal",Class
DISEASE,D011019,"Pneumonia, Mycoplasma",Class
DISEASE,D011024,"Pneumonia, Viral",Class
DISEASE,D011040,"Dermatitis, Toxicodendron",Class
DISEASE,D011051,Poliomyelitis,Class
DISEASE,D011081,"Polychondritis, Relapsing",Class
DISEASE,D011085,Polycystic Ovary Syndrome,Class
DISEASE,D011087,Polycythemia Vera,Class
DISEASE,D011125,Adenomatous Polyposis Coli,Class
DISEASE,D011129,Polyradiculoneuropathy,Class
DISEASE,D011141,Polyuria,Class
DISEASE,D011250,"Pregnancy Complications, Hematologic",Class
DISEASE,D011252,"Pregnancy Complications, Neoplastic",Class
DISEASE,D011261,"Pregnancy Trimester, First",Class
DISEASE,D011262,"Pregnancy Trimester, Second",Class
DISEASE,D011263,"Pregnancy Trimester, Third",Class
DISEASE,D011264,Pregnancy Trimesters,Class
DISEASE,D011269,"Pregnancy, Abdominal",Class
DISEASE,D011293,Premenstrual Syndrome,Class
DISEASE,D011350,Proctocolitis,Class
DISEASE,D011472,Prostatitis,Class
DISEASE,D011488,Protein Deficiency,Class
DISEASE,D011502,Protein-Energy Malnutrition,Class
DISEASE,D011507,Proteinuria,Class
DISEASE,D011512,Proteus Infections,Class
DISEASE,D011529,"Protozoan Infections, Animal",Class
DISEASE,D011537,Pruritus,Class
DISEASE,D011538,Pruritus Ani,Class
DISEASE,D011552,Pseudomonas Infections,Class
DISEASE,D011602,Psychophysiologic Disorders,Class
DISEASE,D011628,"Puberty, Delayed",Class
DISEASE,D011656,Pulmonary Emphysema,Class
