rxcui,name,tty,SourceId,SourceName,Relation,SourceUrl,classId
1855048,bezlotoxumab,IN,763703008,Bezlotoxumab-containing product,INDIRECT,http://snomed.info/id/763703008,1003720001
2043855,burosumab,IN,772041003,Burosumab-containing product,INDIRECT,http://snomed.info/id/772041003,1003720001
2045114,andexanet alfa,IN,783691004,Andexanet alfa-containing product,INDIRECT,http://snomed.info/id/783691004,1003720001
2262279,crizanlizumab,IN,830102002,Crizanlizumab-containing product,INDIRECT,http://snomed.info/id/830102002,1003720001
2264108,"fibrinogen, human",PIN,312063004,Human fibrinogen-containing product,INDIRECT,http://snomed.info/id/312063004,1003720001
2463114,bamlanivimab,IN,1119335003,Bamlanivimab-containing product,INDIRECT,http://snomed.info/id/1119335003,1003720001
253149,eptacog alfa activated,PIN,428186003,Eptacog alfa-containing product,INDIRECT,http://snomed.info/id/428186003,1003720001
352374,drotrecogin alfa,IN,385567007,Drotrecogin alfa-containing product,INDIRECT,http://snomed.info/id/385567007,1003720001
4249,factor IX,IN,424562004,Coagulation factor IX-containing product,INDIRECT,http://snomed.info/id/424562004,1003720001
4254,factor VII,IN,1003716000,Coagulation factor VII-containing product,INDIRECT,http://snomed.info/id/1003716000,1003720001
4257,factor VIII,IN,416523005,Coagulation factor VIII-containing product,INDIRECT,http://snomed.info/id/416523005,1003720001
4271,factor XIII,IN,319930009,Coagulation factor XIII-containing product,INDIRECT,http://snomed.info/id/319930009,1003720001
828529,"albumin human, USP",IN,789264004,Albumin human-containing product,DIRECT,http://snomed.info/id/789264004,1003720001
8834,protein C,IN,391874000,Protein C-containing product,INDIRECT,http://snomed.info/id/391874000,1003720001
991743,"alpha 1-proteinase inhibitor, human",PIN,786963003,Human alpha1 proteinase inhibitor-containing product,DIRECT,http://snomed.info/id/786963003,1003720001
10362,teniposide,IN,7959004,Teniposide-containing product,INDIRECT,http://snomed.info/id/7959004,1055289009
4179,etoposide,IN,56928005,Etoposide-containing product,INDIRECT,http://snomed.info/id/56928005,1055289009
8462,podophyllin,IN,71462001,Podophyllum resin-containing product,DIRECT,http://snomed.info/id/71462001,1055289009
8463,podofilox,IN,415128000,Podophyllotoxin-containing product,DIRECT,http://snomed.info/id/415128000,1055289009
110,oxyquinoline,IN,34217006,Oxyquinoline-containing product,DIRECT,http://snomed.info/id/34217006,1055292008
235776,potassium hydroxyquinoline sulfate,IN,404828001,Potassium hydroxyquinoline sulfate-containing product,DIRECT,http://snomed.info/id/404828001,1055292008
2407,chlorquinaldol,IN,411197006,Clorquinaldol-containing product,DIRECT,http://snomed.info/id/411197006,1055292008
3435,iodoquinol,IN,64851009,Iodoquinol-containing product,DIRECT,http://snomed.info/id/64851009,1055292008
5942,clioquinol,IN,52896000,Clioquinol-containing product,DIRECT,http://snomed.info/id/52896000,1055292008
10864,troleandomycin,IN,371016002,Troleandomycin-containing product,DIRECT,http://snomed.info/id/371016002,105908007
1111103,fidaxomicin,IN,703665003,Fidaxomicin-containing product,DIRECT,http://snomed.info/id/703665003,105908007
11232,virginiamycin,IN,96023008,Virginiamycin-containing product,INDIRECT,http://snomed.info/id/96023008,105908007
18631,azithromycin,IN,96034006,Azithromycin-containing product,DIRECT,http://snomed.info/id/96034006,105908007
21212,clarithromycin,IN,83999008,Clarithromycin-containing product,DIRECT,http://snomed.info/id/83999008,105908007
229367,quinupristin,IN,116110009,Quinupristin-containing product,INDIRECT,http://snomed.info/id/116110009,105908007
229369,dalfopristin,IN,116111008,Dalfopristin-containing product,INDIRECT,http://snomed.info/id/116111008,105908007
23437,dirithromycin,IN,370764007,Dirithromycin-containing product,DIRECT,http://snomed.info/id/370764007,105908007
274786,telithromycin,IN,395260006,Telithromycin-containing product,DIRECT,http://snomed.info/id/395260006,105908007
30005,midecamycin,IN,703379001,Midecamycin-containing product,DIRECT,http://snomed.info/id/703379001,105908007
4053,erythromycin,IN,30427009,Erythromycin-containing product,DIRECT,http://snomed.info/id/30427009,105908007
9478,roxithromycin,IN,713769006,Roxithromycin-containing product,DIRECT,http://snomed.info/id/713769006,105908007
995505,tylosin,IN,96020006,Tylosin-containing product,DIRECT,http://snomed.info/id/96020006,105908007
9991,spiramycin,IN,302007,Spiramycin-containing product,DIRECT,http://snomed.info/id/302007,105908007
10432,thalidomide,IN,404878004,Thalidomide-containing product,DIRECT,http://snomed.info/id/404878004,108649005
10811,trihexyphenidyl,IN,2190009,Trihexyphenidyl-containing product,DIRECT,http://snomed.info/id/2190009,108649005
1098413,vandetanib,IN,418520004,Vandetanib-containing product,DIRECT,http://snomed.info/id/418520004,108649005
135447,donepezil,IN,108497001,Donepezil-containing product,DIRECT,http://snomed.info/id/108497001,108649005
1369713,pomalidomide,IN,703790009,Pomalidomide-containing product,DIRECT,http://snomed.info/id/703790009,108649005
1791685,pimavanserin,IN,763543000,Pimavanserin-containing product,DIRECT,http://snomed.info/id/763543000,108649005
2054252,migalastat,IN,773543004,Migalastat-containing product,DIRECT,http://snomed.info/id/773543004,108649005
236749,benproperine,IN,714624000,Benproperine-containing product,DIRECT,http://snomed.info/id/714624000,108649005
28627,levocabastine,IN,108863001,Levocabastine-containing product,DIRECT,http://snomed.info/id/108863001,108649005
28889,loratadine,IN,108652002,Loratadine-containing product,DIRECT,http://snomed.info/id/108652002,108649005
342369,lenalidomide,IN,421737001,Lenalidomide-containing product,DIRECT,http://snomed.info/id/421737001,108649005
35780,ropivacaine,IN,109094008,Ropivacaine-containing product,DIRECT,http://snomed.info/id/109094008,108649005
402316,miglustat,IN,408044003,Miglustat-containing product,DIRECT,http://snomed.info/id/408044003,108649005
4337,fentanyl,IN,40648001,Fentanyl-containing product,INDIRECT,http://snomed.info/id/40648001,108649005
480,alfentanil,IN,96183007,Alfentanil-containing product,INDIRECT,http://snomed.info/id/96183007,108649005
480639,alvimopan,IN,437886007,Alvimopan-containing product,DIRECT,http://snomed.info/id/437886007,108649005
6131,ketanserin,IN,441818008,Ketanserin-containing product,DIRECT,http://snomed.info/id/441818008,108649005
6146,ketotifen,IN,354038002,Ketotifen-containing product,DIRECT,http://snomed.info/id/354038002,108649005
6754,meperidine,IN,54544005,Meperidine-containing product,INDIRECT,http://snomed.info/id/54544005,108649005
6910,methyprylon,IN,30964009,Methyprylon-containing product,DIRECT,http://snomed.info/id/30964009,108649005
6984,minoxidil,IN,49577002,Minoxidil-containing product,DIRECT,http://snomed.info/id/49577002,108649005
8143,phenoperidine,IN,350306009,Phenoperidine-containing product,INDIRECT,http://snomed.info/id/350306009,108649005
87636,fexofenadine,IN,108650005,Fexofenadine-containing product,DIRECT,http://snomed.info/id/108650005,108649005
1092437,belimumab,IN,704193005,Belimumab-containing product,DIRECT,http://snomed.info/id/704193005,108807002
1094833,ipilimumab,IN,704649006,Ipilimumab-containing product,INDIRECT,http://snomed.info/id/704649006,108807002
1147320,brentuximab vedotin,IN,714671006,Brentuximab vedotin-containing product,INDIRECT,http://snomed.info/id/714671006,108807002
117055,alemtuzumab,IN,391632007,Alemtuzumab-containing product,INDIRECT,http://snomed.info/id/391632007,108807002
121191,rituximab,IN,108809004,Rituximab-containing product,INDIRECT,http://snomed.info/id/108809004,108807002
1294580,gemtuzumab ozogamicin,IN,386640004,Gemtuzumab ozogamicin-containing product,INDIRECT,http://snomed.info/id/386640004,108807002
1298944,pertuzumab,IN,704227006,Pertuzumab-containing product,INDIRECT,http://snomed.info/id/704227006,108807002
1371041,ado-trastuzumab emtansine,PIN,896752005,Trastuzumab emtansine-containing product,INDIRECT,http://snomed.info/id/896752005,108807002
1535218,siltuximab,IN,704263006,Siltuximab-containing product,DIRECT,http://snomed.info/id/704263006,108807002
1535922,ramucirumab,IN,704260009,Ramucirumab-containing product,INDIRECT,http://snomed.info/id/704260009,108807002
1538097,vedolizumab,IN,704257002,Vedolizumab-containing product,DIRECT,http://snomed.info/id/704257002,108807002
1547545,pembrolizumab,IN,763541003,Pembrolizumab-containing product,INDIRECT,http://snomed.info/id/763541003,108807002
1597258,blinatumomab,IN,774173007,Blinatumomab-containing product,INDIRECT,http://snomed.info/id/774173007,108807002
1597876,nivolumab,IN,704192000,Nivolumab-containing product,INDIRECT,http://snomed.info/id/704192000,108807002
1599788,secukinumab,IN,714689007,Secukinumab-containing product,DIRECT,http://snomed.info/id/714689007,108807002
1606274,dinutuximab,IN,763590003,Dinutuximab-containing product,INDIRECT,http://snomed.info/id/763590003,108807002
1659152,alirocumab,IN,781355008,Alirocumab-containing product,DIRECT,http://snomed.info/id/781355008,108807002
1665684,evolocumab,IN,763586000,Evolocumab-containing product,DIRECT,http://snomed.info/id/763586000,108807002
1716191,idarucizumab,IN,763599002,Idarucizumab-containing product,DIRECT,http://snomed.info/id/763599002,108807002
1720597,mepolizumab,IN,781308003,Mepolizumab-containing product,DIRECT,http://snomed.info/id/781308003,108807002
1721947,daratumumab,IN,781328004,Daratumumab-containing product,INDIRECT,http://snomed.info/id/781328004,108807002
1723738,necitumumab,IN,781320006,Necitumumab-containing product,INDIRECT,http://snomed.info/id/781320006,108807002
1726104,elotuzumab,IN,781350003,Elotuzumab-containing product,INDIRECT,http://snomed.info/id/781350003,108807002
1745099,ixekizumab,IN,763603002,Ixekizumab-containing product,DIRECT,http://snomed.info/id/763603002,108807002
1746889,reslizumab,IN,781214008,Reslizumab-containing product,DIRECT,http://snomed.info/id/781214008,108807002
1746906,obiltoxaximab,IN,763558008,Obiltoxaximab-containing product,DIRECT,http://snomed.info/id/763558008,108807002
1792776,atezolizumab,IN,763505003,Atezolizumab-containing product,INDIRECT,http://snomed.info/id/763505003,108807002
1855048,bezlotoxumab,IN,763703008,Bezlotoxumab-containing product,DIRECT,http://snomed.info/id/763703008,108807002
1855735,olaratumab,IN,763546008,Olaratumab-containing product,INDIRECT,http://snomed.info/id/763546008,108807002
1872251,brodalumab,IN,763604008,Brodalumab-containing product,DIRECT,http://snomed.info/id/763604008,108807002
1875534,avelumab,IN,763506002,Avelumab-containing product,INDIRECT,http://snomed.info/id/763506002,108807002
1876366,ocrelizumab,IN,763559000,Ocrelizumab-containing product,DIRECT,http://snomed.info/id/763559000,108807002
1876376,dupilumab,IN,763589007,Dupilumab-containing product,DIRECT,http://snomed.info/id/763589007,108807002
190353,daclizumab,IN,109133001,Daclizumab-containing product,DIRECT,http://snomed.info/id/109133001,108807002
191831,infliximab,IN,108675009,Infliximab-containing product,DIRECT,http://snomed.info/id/108675009,108807002
1919503,durvalumab,IN,763588004,Durvalumab-containing product,INDIRECT,http://snomed.info/id/763588004,108807002
1923319,sarilumab,IN,763522001,Sarilumab-containing product,DIRECT,http://snomed.info/id/763522001,108807002
1928588,guselkumab,IN,763578000,Guselkumab-containing product,DIRECT,http://snomed.info/id/763578000,108807002
194279,palivizumab,IN,108725001,Palivizumab-containing product,DIRECT,http://snomed.info/id/108725001,108807002
1942950,inotuzumab ozogamicin,IN,763600004,Inotuzumab ozogamicin-containing product,INDIRECT,http://snomed.info/id/763600004,108807002
196102,basiliximab,IN,109135008,Basiliximab-containing product,DIRECT,http://snomed.info/id/109135008,108807002
1989100,benralizumab,IN,763652003,Benralizumab-containing product,DIRECT,http://snomed.info/id/763652003,108807002
1989794,emicizumab,IN,763612000,Emicizumab-containing product,DIRECT,http://snomed.info/id/763612000,108807002
2043283,ibalizumab,IN,771575008,Ibalizumab-containing product,DIRECT,http://snomed.info/id/771575008,108807002
2043855,burosumab,IN,772041003,Burosumab-containing product,DIRECT,http://snomed.info/id/772041003,108807002
2045613,erenumab,IN,771675000,Erenumab-containing product,DIRECT,http://snomed.info/id/771675000,108807002
2053436,tildrakizumab,IN,771665003,Tildrakizumab-containing product,DIRECT,http://snomed.info/id/771665003,108807002
2054068,mogamulizumab,IN,773521007,Mogamulizumab-containing product,INDIRECT,http://snomed.info/id/773521007,108807002
2055641,lanadelumab,IN,773961000,Lanadelumab-containing product,DIRECT,http://snomed.info/id/773961000,108807002
2056691,fremanezumab,IN,781150006,Fremanezumab-containing product,DIRECT,http://snomed.info/id/781150006,108807002
2058826,cemiplimab,IN,781611008,Cemiplimab-containing product,INDIRECT,http://snomed.info/id/781611008,108807002
2058846,galcanezumab,IN,782419003,Galcanezumab-containing product,DIRECT,http://snomed.info/id/782419003,108807002
2099295,moxetumomab pasudotox,IN,781155001,Moxetumomab pasudotox-containing product,INDIRECT,http://snomed.info/id/781155001,108807002
2104604,emapalumab,IN,783023005,Emapalumab-containing product,DIRECT,http://snomed.info/id/783023005,108807002
2107301,ravulizumab,IN,783573003,Ravulizumab-containing product,DIRECT,http://snomed.info/id/783573003,108807002
2110605,caplacizumab,IN,789447000,Caplacizumab-containing product,DIRECT,http://snomed.info/id/789447000,108807002
2123126,romosozumab,IN,787415000,Romosozumab-containing product,DIRECT,http://snomed.info/id/787415000,108807002
2166040,risankizumab,IN,787746000,Risankizumab-containing product,DIRECT,http://snomed.info/id/787746000,108807002
2174090,polatuzumab vedotin,IN,788329003,Polatuzumab vedotin-containing product,INDIRECT,http://snomed.info/id/788329003,108807002
2204915,brolucizumab,IN,819985002,Brolucizumab-containing product,DIRECT,http://snomed.info/id/819985002,108807002
224905,trastuzumab,IN,327397006,Trastuzumab-containing product,INDIRECT,http://snomed.info/id/327397006,108807002
2262279,crizanlizumab,IN,830102002,Crizanlizumab-containing product,DIRECT,http://snomed.info/id/830102002,108807002
2267582,trastuzumab deruxtecan,PIN,838478007,Trastuzumab deruxtecan-containing product,INDIRECT,http://snomed.info/id/838478007,108807002
2274803,Teprotumumab,IN,840397009,Teprotumumab-containing product,DIRECT,http://snomed.info/id/840397009,108807002
2277607,enfortumab vedotin,PIN,836465002,Enfortumab vedotin-containing product,INDIRECT,http://snomed.info/id/836465002,108807002
2282018,isatuximab,IN,860769009,Isatuximab-containing product,INDIRECT,http://snomed.info/id/860769009,108807002
2282660,eptinezumab,IN,871787004,Eptinezumab-containing product,DIRECT,http://snomed.info/id/871787004,108807002
2360232,sacituzumab govitecan,PIN,871812009,Sacituzumab govitecan-containing product,INDIRECT,http://snomed.info/id/871812009,108807002
2373951,inebilizumab,IN,879892005,Inebilizumab-containing product,DIRECT,http://snomed.info/id/879892005,108807002
2387211,tafasitamab,IN,896714009,Tafasitamab-containing product,INDIRECT,http://snomed.info/id/896714009,108807002
2387834,belantamab mafodotin,IN,896748005,Belantamab mafodotin-containing product,INDIRECT,http://snomed.info/id/896748005,108807002
2391541,satralizumab,IN,897291006,Satralizumab-containing product,DIRECT,http://snomed.info/id/897291006,108807002
2463114,bamlanivimab,IN,1119335003,Bamlanivimab-containing product,DIRECT,http://snomed.info/id/1119335003,108807002
2465242,casirivimab,IN,1162700002,Casirivimab-containing product,DIRECT,http://snomed.info/id/1162700002,108807002
2465249,imdevimab,IN,1162695009,Imdevimab-containing product,DIRECT,http://snomed.info/id/1162695009,108807002
2472152,ansuvimab,IN,1149244009,Ansuvimab-containing product,DIRECT,http://snomed.info/id/1149244009,108807002
2473851,margetuximab,IN,1144506004,Margetuximab-containing product,INDIRECT,http://snomed.info/id/1144506004,108807002
2474039,naxitamab,IN,1137667005,Naxitamab-containing product,INDIRECT,http://snomed.info/id/1137667005,108807002
2478335,evinacumab,IN,1149184008,Evinacumab-containing product,DIRECT,http://snomed.info/id/1149184008,108807002
253337,bevacizumab,IN,409405006,Bevacizumab-containing product,INDIRECT,http://snomed.info/id/409405006,108807002
2539967,dostarlimab,IN,1156880006,Dostarlimab-containing product,INDIRECT,http://snomed.info/id/1156880006,108807002
2540964,loncastuximab tesirine,IN,1157144003,Loncastuximab tesirine-containing product,INDIRECT,http://snomed.info/id/1157144003,108807002
2550731,sotrovimab,IN,1162693002,Sotrovimab-containing product,DIRECT,http://snomed.info/id/1162693002,108807002
262323,ibritumomab tiuxetan,IN,385546007,Ibritumomab tiuxetan-containing product,INDIRECT,http://snomed.info/id/385546007,108807002
263010,tositumomab,IN,404835009,Tositumomab-containing product,INDIRECT,http://snomed.info/id/404835009,108807002
263034,panitumumab,IN,424401006,Panitumumab-containing product,INDIRECT,http://snomed.info/id/424401006,108807002
302379,omalizumab,IN,406442003,Omalizumab-containing product,DIRECT,http://snomed.info/id/406442003,108807002
318341,cetuximab,IN,409401002,Cetuximab-containing product,INDIRECT,http://snomed.info/id/409401002,108807002
327361,adalimumab,IN,398728003,Adalimumab-containing product,DIRECT,http://snomed.info/id/398728003,108807002
354770,natalizumab,IN,414804006,Natalizumab-containing product,DIRECT,http://snomed.info/id/414804006,108807002
356988,efalizumab,IN,407006005,Efalizumab-containing product,DIRECT,http://snomed.info/id/407006005,108807002
42405,muromonab-CD3,IN,412251003,Muromonab-CD3-containing product,DIRECT,http://snomed.info/id/412251003,108807002
591781,eculizumab,IN,426801002,Eculizumab-containing product,DIRECT,http://snomed.info/id/426801002,108807002
595060,ranibizumab,IN,425256004,Ranibizumab-containing product,DIRECT,http://snomed.info/id/425256004,108807002
612865,tocilizumab,IN,444649004,Tocilizumab-containing product,DIRECT,http://snomed.info/id/444649004,108807002
709271,certolizumab pegol,IN,430307008,Certolizumab pegol-containing product,DIRECT,http://snomed.info/id/430307008,108807002
712566,ofatumumab,IN,444609007,Ofatumumab-containing product,INDIRECT,http://snomed.info/id/444609007,108807002
819300,golimumab,IN,442318002,Golimumab-containing product,DIRECT,http://snomed.info/id/442318002,108807002
83929,abciximab,IN,108974006,Abciximab-containing product,DIRECT,http://snomed.info/id/108974006,108807002
847083,ustekinumab,IN,443644001,Ustekinumab-containing product,DIRECT,http://snomed.info/id/443644001,108807002
853491,canakinumab,IN,703376008,Canakinumab-containing product,DIRECT,http://snomed.info/id/703376008,108807002
974779,obinutuzumab,IN,715547003,Obinutuzumab-containing product,INDIRECT,http://snomed.info/id/715547003,108807002
993449,denosumab,IN,446457007,Denosumab-containing product,DIRECT,http://snomed.info/id/446457007,108807002
1489913,droxidopa,IN,426457000,Droxidopa-containing product,DIRECT,http://snomed.info/id/426457000,108959009
1653781,eluxadoline,IN,763582003,Eluxadoline-containing product,DIRECT,http://snomed.info/id/763582003,108959009
1796118,fluciclovine F-18,PIN,457001008,Fluciclovine (18-F)-containing product,DIRECT,http://snomed.info/id/457001008,108959009
19079,benzylpenicilloyl polylysine,IN,765118002,Benzylpenicilloyl polylysine-containing product,DIRECT,http://snomed.info/id/765118002,108959009
1922448,safinamide,IN,763521008,Safinamide-containing product,DIRECT,http://snomed.info/id/763521008,108959009
266604,metyrosine,IN,86131002,Metyrosine-containing product,DIRECT,http://snomed.info/id/86131002,108959009
38377,tolfenamic acid,IN,322817007,Tolfenamic acid-containing product,DIRECT,http://snomed.info/id/322817007,108959009
39990,zofenopril,IN,703662000,Zofenopril-containing product,DIRECT,http://snomed.info/id/703662000,108959009
401713,carglumic acid,IN,408045002,Carglumic acid-containing product,DIRECT,http://snomed.info/id/408045002,108959009
50166,fosinopril,IN,108569005,Fosinopril-containing product,DIRECT,http://snomed.info/id/108569005,108959009
52582,mesalamine,IN,86977007,Mesalamine-containing product,DIRECT,http://snomed.info/id/86977007,108959009
623400,lacosamide,IN,441532003,Lacosamide-containing product,DIRECT,http://snomed.info/id/441532003,108959009
6678,meclofenamic acid,IN,770315008,Meclofenamic acid-containing product,DIRECT,http://snomed.info/id/770315008,108959009
6765,tiopronin,IN,397225004,Tiopronin-containing product,DIRECT,http://snomed.info/id/397225004,108959009
74,4-aminobenzoic acid,IN,39707000,Para-aminobenzoic acid-containing product,DIRECT,http://snomed.info/id/39707000,108959009
1373041,polihexanide,IN,429833005,Polihexanide-containing product,DIRECT,http://snomed.info/id/429833005,109082004
2358,chlorhexidine,IN,96316004,Chlorhexidine-containing product,DIRECT,http://snomed.info/id/96316004,109082004
2382,proguanil,IN,16970001,Proguanil-containing product,INDIRECT,http://snomed.info/id/16970001,109082004
30227,moroxydine,IN,703382006,Moroxydine-containing product,DIRECT,http://snomed.info/id/703382006,109082004
6809,metformin,IN,109081006,Metformin-containing product,DIRECT,http://snomed.info/id/109081006,109082004
103,mercaptopurine,IN,1039008,Mercaptopurine-containing product,INDIRECT,http://snomed.info/id/1039008,1142309008
10438,theophylline,IN,66493003,Theophylline-containing product,INDIRECT,http://snomed.info/id/66493003,1142309008
10485,thioguanine,IN,72623000,Thioguanine-containing product,INDIRECT,http://snomed.info/id/72623000,1142309008
11194,vidarabine,IN,37306000,Vidarabine-containing product,INDIRECT,http://snomed.info/id/37306000,1142309008
1256,azathioprine,IN,111165009,Azathioprine-containing product,DIRECT,http://snomed.info/id/111165009,1142309008
134547,bendamustine,IN,427812009,Bendamustine-containing product,INDIRECT,http://snomed.info/id/427812009,1142309008
1544460,idelalisib,IN,709283009,Idelalisib-containing product,DIRECT,http://snomed.info/id/709283009,1142309008
16521,adefovir,IN,412073001,Adefovir-containing product,DIRECT,http://snomed.info/id/412073001,1142309008
1656052,cangrelor,IN,763606005,Cangrelor-containing product,DIRECT,http://snomed.info/id/763606005,1142309008
1873916,ribociclib,IN,763537002,Ribociclib-containing product,DIRECT,http://snomed.info/id/763537002,1142309008
1886,caffeine,IN,91107009,Caffeine-containing product,INDIRECT,http://snomed.info/id/91107009,1142309008
190521,abacavir,IN,116084008,Abacavir-containing product,DIRECT,http://snomed.info/id/116084008,1142309008
1989289,cordycepin,IN,428013003,3'-deoxyadenosine-containing product,INDIRECT,http://snomed.info/id/428013003,1142309008
2199015,istradefylline,IN,789550000,Istradefylline-containing product,DIRECT,http://snomed.info/id/789550000,1142309008
24698,fludarabine,IN,108763009,Fludarabine-containing product,INDIRECT,http://snomed.info/id/108763009,1142309008
274771,nelarabine,IN,418538001,Nelarabine-containing product,INDIRECT,http://snomed.info/id/418538001,1142309008
275891,valganciclovir,IN,395266000,Valganciclovir-containing product,INDIRECT,http://snomed.info/id/395266000,1142309008
281,acyclovir,IN,41193000,Acyclovir-containing product,INDIRECT,http://snomed.info/id/41193000,1142309008
296,adenosine,IN,108502004,Adenosine-containing product,INDIRECT,http://snomed.info/id/108502004,1142309008
306266,entecavir,IN,416248007,Entecavir-containing product,INDIRECT,http://snomed.info/id/416248007,1142309008
3364,didanosine,IN,19194001,Didanosine-containing product,INDIRECT,http://snomed.info/id/19194001,1142309008
3444,dimenhydrinate,IN,81073007,Dimenhydrinate-containing product,INDIRECT,http://snomed.info/id/81073007,1142309008
3714,dyphylline,IN,386183006,Dyphylline-containing product,INDIRECT,http://snomed.info/id/386183006,1142309008
44151,clofarabine,IN,417601005,Clofarabine-containing product,INDIRECT,http://snomed.info/id/417601005,1142309008
44157,cladribine,IN,108800000,Cladribine-containing product,DIRECT,http://snomed.info/id/108800000,1142309008
4678,ganciclovir,IN,78025001,Ganciclovir-containing product,INDIRECT,http://snomed.info/id/78025001,1142309008
54365,pamabrom,IN,398981003,Pamabrom-containing product,INDIRECT,http://snomed.info/id/398981003,1142309008
59839,penciclovir,IN,108918003,Penciclovir-containing product,INDIRECT,http://snomed.info/id/108918003,1142309008
640062,regadenoson,IN,433327005,Regadenoson-containing product,INDIRECT,http://snomed.info/id/433327005,1142309008
68099,famciclovir,IN,96097002,Famciclovir-containing product,INDIRECT,http://snomed.info/id/96097002,1142309008
689,aminophylline,IN,55867006,Aminophylline-containing product,INDIRECT,http://snomed.info/id/55867006,1142309008
73645,valacyclovir,IN,324820003,Valacyclovir-containing product,INDIRECT,http://snomed.info/id/324820003,1142309008
8011,pentostatin,IN,28149003,Pentostatin-containing product,INDIRECT,http://snomed.info/id/28149003,1142309008
8013,pentoxifylline,IN,91376007,Pentoxifylline-containing product,INDIRECT,http://snomed.info/id/91376007,1142309008
