classId,className,classType
N0000009833,Reproductive System Activity Alteration,PE
N0000008320,Bronchial Smooth Muscle Tone Alteration,PE
N0000009755,Musculoskeletal Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009838,Respiratory Smooth Muscle Tone Alteration,PE
N0000009839,Respiratory/Pulmonary Activity Alteration,PE
N0000010268,Smooth Muscle Tone Alteration,PE
N0000175642,Autonomic Nervous System Activity Alteration,PE
N0000175725,Peripheral Nervous System Activity Alteration,PE
N0000008320,Bronchial Smooth Muscle Tone Alteration,PE
N0000008321,Bronchoconstriction,PE
N0000009755,Musculoskeletal Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009838,Respiratory Smooth Muscle Tone Alteration,PE
N0000009839,Respiratory/Pulmonary Activity Alteration,PE
N0000010268,Smooth Muscle Tone Alteration,PE
N0000175642,Autonomic Nervous System Activity Alteration,PE
N0000175725,Peripheral Nervous System Activity Alteration,PE
N0000008320,Bronchial Smooth Muscle Tone Alteration,PE
N0000008322,Bronchodilation,PE
N0000009755,Musculoskeletal Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009838,Respiratory Smooth Muscle Tone Alteration,PE
N0000009839,Respiratory/Pulmonary Activity Alteration,PE
N0000010268,Smooth Muscle Tone Alteration,PE
N0000175642,Autonomic Nervous System Activity Alteration,PE
N0000175725,Peripheral Nervous System Activity Alteration,PE
N0000008323,CCK Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008324,CRH Activity Alteration,PE
N0000008325,Corticotropin Releasing Hormone Alteration,PE
N0000009036,Endocrine Activity Alteration,PE
N0000009072,Hypothalamic Endocrine Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008325,Corticotropin Releasing Hormone Alteration,PE
N0000009036,Endocrine Activity Alteration,PE
N0000009072,Hypothalamic Endocrine Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008325,Corticotropin Releasing Hormone Alteration,PE
N0000008326,CRH Secretion Alteration,PE
N0000009036,Endocrine Activity Alteration,PE
N0000009072,Hypothalamic Endocrine Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008327,Carbohydrate Metabolism Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009748,Metabolic Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000008328,Cardiac Contractility Alteration,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008329,Cardiac Rate Alteration,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008330,Cardiac Rhythm Alteration,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008332,Cariostatic Activity,PE
N0000009022,Digestive/GI System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008327,Carbohydrate Metabolism Alteration,PE
N0000008333,Cell Glucose Transport Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009748,Metabolic Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000008334,Cell Membrane Alteration,PE
N0000008337,Cellular Activity Alteration,PE
N0000008346,Cellular Structure Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008335,Cell Organelle Alteration,PE
N0000008337,Cellular Activity Alteration,PE
N0000008346,Cellular Structure Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008336,Cell Wall Alteration,PE
N0000008337,Cellular Activity Alteration,PE
N0000008346,Cellular Structure Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008338,Cellular Communication Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008340,Cellular Death Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008341,Cellular Degradation/Digestion Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008342,Cellular Division Phase Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008343,Cellular Growth Phase Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008343,Cellular Growth Phase Alteration,PE
N0000008344,Cellular Growth Phase Arrest,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000020013,Cellular Growth Phase Reduction,PE
N0000008337,Cellular Activity Alteration,PE
N0000008345,Cellular Motion Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008346,Cellular Structure Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008347,Cellular Synthetic Activity Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008348,Cellular Synthetic Phase Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008348,Cellular Synthetic Phase Alteration,PE
N0000008349,Cellular Synthetic Phase Arrest,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008350,Cellular Transport Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008298,Arterial Vasoconstriction,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000008351,Cerebral Arterial Vasoconstriction,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009906,Vascular Tone Alteration,PE
N0000009908,Vasoconstriction,PE
N0000020002,Vascular Alterations,PE
N0000008299,Arterial Vasodilation,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000008352,Cerebral Arterial Vasodilation,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009906,Vascular Tone Alteration,PE
N0000009909,Vasodilation,PE
N0000020002,Vascular Alterations,PE
N0000008353,Cervical Dilation Alteration,PE
N0000008354,Cervical Function Alteration,PE
N0000009044,Female Reproductive System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009833,Reproductive System Activity Alteration,PE
N0000008354,Cervical Function Alteration,PE
N0000009044,Female Reproductive System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009833,Reproductive System Activity Alteration,PE
N0000008354,Cervical Function Alteration,PE
N0000008355,Cervical Smooth Muscle Tone Alteration,PE
N0000009044,Female Reproductive System Activity Alteration,PE
N0000009755,Musculoskeletal Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009833,Reproductive System Activity Alteration,PE
N0000010268,Smooth Muscle Tone Alteration,PE
N0000175642,Autonomic Nervous System Activity Alteration,PE
N0000175725,Peripheral Nervous System Activity Alteration,PE
N0000008304,Bile Secretion Alteration,PE
N0000008356,Cholagogue Activity,PE
N0000009022,Digestive/GI System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000020054,Bile Secretion Volume Alteration,PE
N0000008304,Bile Secretion Alteration,PE
N0000008357,Choleretic Activity,PE
N0000009022,Digestive/GI System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000020054,Bile Secretion Volume Alteration,PE
N0000008358,Cholesterol Absorption Alteration,PE
N0000008360,Cholesterol Metabolism Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009739,Lipid Metabolism Alteration,PE
N0000009748,Metabolic Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000010222,Sterol Metabolism Alteration,PE
N0000008359,Cholesterol Elimination Alteration,PE
N0000008360,Cholesterol Metabolism Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009739,Lipid Metabolism Alteration,PE
N0000009748,Metabolic Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000010222,Sterol Metabolism Alteration,PE
N0000008360,Cholesterol Metabolism Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009739,Lipid Metabolism Alteration,PE
N0000009748,Metabolic Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000010222,Sterol Metabolism Alteration,PE
N0000008360,Cholesterol Metabolism Alteration,PE
N0000008361,Cholesterol Synthesis Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009739,Lipid Metabolism Alteration,PE
N0000009748,Metabolic Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000010222,Sterol Metabolism Alteration,PE
N0000008362,Coagulation Factor Activity Alteration,PE
N0000008363,Coagulation Factor Alteration,PE
N0000009065,Hematologic Activity Alteration,PE
N0000009069,Hemic/Lymphatic Activity Alteration,PE
N0000009070,Hemostasis Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008363,Coagulation Factor Alteration,PE
N0000009065,Hematologic Activity Alteration,PE
N0000009069,Hemic/Lymphatic Activity Alteration,PE
N0000009070,Hemostasis Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008363,Coagulation Factor Alteration,PE
N0000008364,Coagulation Factor Concentration Alteration,PE
N0000009065,Hematologic Activity Alteration,PE
N0000009069,Hemic/Lymphatic Activity Alteration,PE
N0000009070,Hemostasis Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008365,Collagen Formation Alteration,PE
N0000008373,Connective Tissue Alteration,PE
N0000009755,Musculoskeletal Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008365,Collagen Formation Alteration,PE
N0000008366,Collagen Formation Inhibition,PE
N0000008373,Connective Tissue Alteration,PE
N0000009755,Musculoskeletal Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008365,Collagen Formation Alteration,PE
N0000008367,Collagen Formation Promotion,PE
N0000008373,Connective Tissue Alteration,PE
N0000009755,Musculoskeletal Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008368,Collecting Duct Water Permeability Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008330,Cardiac Rhythm Alteration,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000008369,Conduction System Depolarization,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008330,Cardiac Rhythm Alteration,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000008370,Conduction System Repolarization,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008298,Arterial Vasoconstriction,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000008371,Conjunctival Arterial Vasoconstriction,PE
N0000009751,Mucosal Arterial Vasoconstriction,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009906,Vascular Tone Alteration,PE
N0000009908,Vasoconstriction,PE
N0000020002,Vascular Alterations,PE
N0000008299,Arterial Vasodilation,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000008372,Conjunctival Arterial Vasodilation,PE
N0000009752,Mucosal Arterial Vasodilation,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009906,Vascular Tone Alteration,PE
N0000009909,Vasodilation,PE
N0000020002,Vascular Alterations,PE
N0000008373,Connective Tissue Alteration,PE
N0000009755,Musculoskeletal Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008298,Arterial Vasoconstriction,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000008374,Coronary Arterial Vasoconstriction,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009906,Vascular Tone Alteration,PE
N0000009908,Vasoconstriction,PE
N0000020002,Vascular Alterations,PE
N0000008299,Arterial Vasodilation,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000008375,Coronary Arterial Vasodilation,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009906,Vascular Tone Alteration,PE
N0000009909,Vasodilation,PE
N0000020002,Vascular Alterations,PE
N0000008298,Arterial Vasoconstriction,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000008376,Cutaneous Arterial Vasoconstriction,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009906,Vascular Tone Alteration,PE
N0000009908,Vasoconstriction,PE
N0000020002,Vascular Alterations,PE
N0000008299,Arterial Vasodilation,PE
N0000008331,Cardiovascular Activity Alteration,PE
N0000008377,Cutaneous Arterial Vasodilation,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009906,Vascular Tone Alteration,PE
N0000009909,Vasodilation,PE
N0000020002,Vascular Alterations,PE
N0000008337,Cellular Activity Alteration,PE
N0000008346,Cellular Structure Alteration,PE
N0000008378,Cytoskeleton Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008347,Cellular Synthetic Activity Alteration,PE
N0000008379,DNA Integrity Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009766,Nucleic Acid Replication Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008347,Cellular Synthetic Activity Alteration,PE
N0000008380,DNA Replication Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009766,Nucleic Acid Replication Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000008381,Decrease Spermatogenesis,PE
N0000009742,Male Reproductive System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009833,Reproductive System Activity Alteration,PE
N0000009852,Sperm Alteration,PE
N0000009854,Spermatogenesis Alteration,PE
N0000008382,Decreased Adrenocorticotropic Hormone Secretion,PE
N0000009036,Endocrine Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009805,Pituitary Gland Activity Alteration,PE
N0000008290,Acetylcholine Activity Alteration,PE
N0000008383,Decreased Acetylcholine Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008384,Decreased Adhesion Factor Activity,PE
N0000008663,Decreased Immunologically Active Molecule Activity,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009074,Immunologically Active Molecule Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008385,Decreased Adhesion Factor Degradation,PE
N0000008664,Decreased Immunologically Active Molecule Degradation,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009075,Immunologically Active Molecule Degradation Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008386,Decreased Adhesion Factor Production,PE
N0000008665,Decreased Immunologically Active Molecule Production,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009076,Immunologically Active Molecule Production Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008292,Adrenal Medullary Activity Alteration,PE
N0000008387,Decreased Adrenal Epinephrine Secretion,PE
N0000009036,Endocrine Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008292,Adrenal Medullary Activity Alteration,PE
N0000008388,Decreased Adrenal Norepinephrine Secretion,PE
N0000009036,Endocrine Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008389,Decreased Anal Sphincter Tone,PE
N0000008636,Decreased GI Smooth Muscle Tone,PE
N0000009022,Digestive/GI System Activity Alteration,PE
N0000009049,GI Smooth Muscle Tone Alteration,PE
N0000009755,Musculoskeletal Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000010268,Smooth Muscle Tone Alteration,PE
N0000175642,Autonomic Nervous System Activity Alteration,PE
N0000175725,Peripheral Nervous System Activity Alteration,PE
N0000008390,Decreased Antibody Activity,PE
N0000008663,Decreased Immunologically Active Molecule Activity,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009074,Immunologically Active Molecule Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008391,Decreased Antibody Degradation,PE
N0000008664,Decreased Immunologically Active Molecule Degradation,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009075,Immunologically Active Molecule Degradation Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008392,Decreased Antibody Production,PE
N0000008665,Decreased Immunologically Active Molecule Production,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009076,Immunologically Active Molecule Production Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008300,Aspartate Activity Alteration,PE
N0000008393,Decreased Aspartate Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008290,Acetylcholine Activity Alteration,PE
N0000008383,Decreased Acetylcholine Activity,PE
N0000008394,Decreased Autonomic Nervous System Acetylcholine Activity,PE
N0000008802,Decreased Peripheral Nervous System Acetylcholine Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008300,Aspartate Activity Alteration,PE
N0000008393,Decreased Aspartate Activity,PE
N0000008395,Decreased Autonomic Nervous System Aspartate Activity,PE
N0000008803,Decreased Peripheral Nervous System Aspartate Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008315,Brain Derived Neurotropic Factor Activity Alteration,PE
N0000008396,Decreased Autonomic Nervous System Brain Derived Neurotropic Activity,PE
N0000008425,Decreased Brain Derived Neurotropic Activity,PE
