concept_code,standard_concept,class_type
D008976,C,DISEASE
D009083,C,DISEASE
D009085,C,DISEASE
D009087,C,DISEASE
D009091,C,DISEASE
D009122,C,DISEASE
D009123,C,DISEASE
D009127,C,DISEASE
D009128,C,DISEASE
D009134,C,DISEASE
D009136,C,DISEASE
D009182,C,DISEASE
D009188,C,DISEASE
D009217,C,DISEASE
D009230,C,DISEASE
D009332,C,DISEASE
D009347,C,DISEASE
D009362,C,DISEASE
D009372,C,DISEASE
D009374,C,DISEASE
D009377,C,DISEASE
D009378,C,DISEASE
D009379,C,DISEASE
D009389,C,DISEASE
D009396,C,DISEASE
D009402,C,DISEASE
D009404,C,DISEASE
D009436,C,DISEASE
D009447,C,DISEASE
D009455,C,DISEASE
D009456,C,DISEASE
D009459,C,DISEASE
D009471,C,DISEASE
D009472,C,DISEASE
D009494,C,DISEASE
D009506,C,DISEASE
D009617,C,DISEASE
D009634,C,DISEASE
D009755,C,DISEASE
D009771,C,DISEASE
D009877,C,DISEASE
D009878,C,DISEASE
D009889,C,DISEASE
D009896,C,DISEASE
D009916,C,DISEASE
D009956,C,DISEASE
D009999,C,DISEASE
D010001,C,DISEASE
D010003,C,DISEASE
D010009,C,DISEASE
D010013,C,DISEASE
D010014,C,DISEASE
D010019,C,DISEASE
D010022,C,DISEASE
D010026,C,DISEASE
D010033,C,DISEASE
D010035,C,DISEASE
D010123,C,DISEASE
D010145,C,DISEASE
D010188,C,DISEASE
D010198,C,DISEASE
D010212,C,DISEASE
D010229,C,DISEASE
D010245,C,DISEASE
D010254,C,DISEASE
D010273,C,DISEASE
D010282,C,DISEASE
D010301,C,DISEASE
D010302,C,DISEASE
D010326,C,DISEASE
D010391,C,DISEASE
D010392,C,DISEASE
D010439,C,DISEASE
D010468,C,DISEASE
D010490,C,DISEASE
D010494,C,DISEASE
D010505,C,DISEASE
D010518,C,DISEASE
D010534,C,DISEASE
D010554,C,DISEASE
D010612,C,DISEASE
D010698,C,DISEASE
D010922,C,DISEASE
D010930,C,DISEASE
D010939,C,DISEASE
D010996,C,DISEASE
D010997,C,DISEASE
D011009,C,DISEASE
D011018,C,DISEASE
D011019,C,DISEASE
D011024,C,DISEASE
D011040,C,DISEASE
D011051,C,DISEASE
D011081,C,DISEASE
D011085,C,DISEASE
D011087,C,DISEASE
D011125,C,DISEASE
D011129,C,DISEASE
D011141,C,DISEASE
D011250,C,DISEASE
D011252,C,DISEASE
D011261,C,DISEASE
D011262,C,DISEASE
D011263,C,DISEASE
D011264,C,DISEASE
D011269,C,DISEASE
D011293,C,DISEASE
D011350,C,DISEASE
D011472,C,DISEASE
D011488,C,DISEASE
D011502,C,DISEASE
D011507,C,DISEASE
D011512,C,DISEASE
D011529,C,DISEASE
D011537,C,DISEASE
D011538,C,DISEASE
D011552,C,DISEASE
D011602,C,DISEASE
D011628,C,DISEASE
D011656,C,DISEASE
D011657,C,DISEASE
D011660,C,DISEASE
D011665,C,DISEASE
D011666,C,DISEASE
D011697,C,DISEASE
D011707,C,DISEASE
D011818,C,DISEASE
D011832,C,DISEASE
D011833,C,DISEASE
D011906,C,DISEASE
D012061,C,DISEASE
D012078,C,DISEASE
D012088,C,DISEASE
D012148,C,DISEASE
D012163,C,DISEASE
D012166,C,DISEASE
D012170,C,DISEASE
D012173,C,DISEASE
D012175,C,DISEASE
D012178,C,DISEASE
D012206,C,DISEASE
D012208,C,DISEASE
D012214,C,DISEASE
D012223,C,DISEASE
D012282,C,DISEASE
D012288,C,DISEASE
D012373,C,DISEASE
D012393,C,DISEASE
D012400,C,DISEASE
D012409,C,DISEASE
D012481,C,DISEASE
D012507,C,DISEASE
D012512,C,DISEASE
D012516,C,DISEASE
D012552,C,DISEASE
D012555,C,DISEASE
D012563,C,DISEASE
D012595,C,DISEASE
D012598,C,DISEASE
D012614,C,DISEASE
D012625,C,DISEASE
D012628,C,DISEASE
D012713,C,DISEASE
D012734,C,DISEASE
D012751,C,DISEASE
D012778,C,DISEASE
D012798,C,DISEASE
D012804,C,DISEASE
D012810,C,DISEASE
D012852,C,DISEASE
D012875,C,DISEASE
D012892,C,DISEASE
D012907,C,DISEASE
D012909,C,DISEASE
D012912,C,DISEASE
D012913,C,DISEASE
D012919,C,DISEASE
D012983,C,DISEASE
D013035,C,DISEASE
D013036,C,DISEASE
D013064,C,DISEASE
D013106,C,DISEASE
D013120,C,DISEASE
D013122,C,DISEASE
D013145,C,DISEASE
D013158,C,DISEASE
D013166,C,DISEASE
D013167,C,DISEASE
D013169,C,DISEASE
D013174,C,DISEASE
D013180,C,DISEASE
D013182,C,DISEASE
D013226,C,DISEASE
D013274,C,DISEASE
D013280,C,DISEASE
D013281,C,DISEASE
D013285,C,DISEASE
D013313,C,DISEASE
D013315,C,DISEASE
D013322,C,DISEASE
D013352,C,DISEASE
D013405,C,DISEASE
D013529,C,DISEASE
D013585,C,DISEASE
D013587,C,DISEASE
D013611,C,DISEASE
D013614,C,DISEASE
D013622,C,DISEASE
D013700,C,DISEASE
D013705,C,DISEASE
D013771,C,DISEASE
D013789,C,DISEASE
D013851,C,DISEASE
D013915,C,DISEASE
D013919,C,DISEASE
D013920,C,DISEASE
D013922,C,DISEASE
D013958,C,DISEASE
D013966,C,DISEASE
D013967,C,DISEASE
D014006,C,DISEASE
D014008,C,DISEASE
D014010,C,DISEASE
D014012,C,DISEASE
D014036,C,DISEASE
D014069,C,DISEASE
D014103,C,DISEASE
D014120,C,DISEASE
D014141,C,DISEASE
D014201,C,DISEASE
D014211,C,DISEASE
D014235,C,DISEASE
D014247,C,DISEASE
D014257,C,DISEASE
D014277,C,DISEASE
D014328,C,DISEASE
D014352,C,DISEASE
D014353,C,DISEASE
D014355,C,DISEASE
D014392,C,DISEASE
D014395,C,DISEASE
D014406,C,DISEASE
D014424,C,DISEASE
D014438,C,DISEASE
D014516,C,DISEASE
D014517,C,DISEASE
D014523,C,DISEASE
D014526,C,DISEASE
D014549,C,DISEASE
D014564,C,DISEASE
D014571,C,DISEASE
D014593,C,DISEASE
D014615,C,DISEASE
D014647,C,DISEASE
D014648,C,DISEASE
D014689,C,DISEASE
D014735,C,DISEASE
D014770,C,DISEASE
D014813,C,DISEASE
D014820,C,DISEASE
D014832,C,DISEASE
D014845,C,DISEASE
D014847,C,DISEASE
D014848,C,DISEASE
D014890,C,DISEASE
D014899,C,DISEASE
D014901,C,DISEASE
D014949,C,DISEASE
D014983,C,DISEASE
D014985,C,DISEASE
D015004,C,DISEASE
D015009,C,DISEASE
D015155,C,DISEASE
D015211,C,DISEASE
D015231,C,DISEASE
D015266,C,DISEASE
D015417,C,DISEASE
D015418,C,DISEASE
D015422,C,DISEASE
D015423,C,DISEASE
D015428,C,DISEASE
D015430,C,DISEASE
D015439,C,DISEASE
D015440,C,DISEASE
D015448,C,DISEASE
D015451,C,DISEASE
D015458,C,DISEASE
D015464,C,DISEASE
D015465,C,DISEASE
D015466,C,DISEASE
D015467,C,DISEASE
D015470,C,DISEASE
D015471,C,DISEASE
D015472,C,DISEASE
D015473,C,DISEASE
D015477,C,DISEASE
D015479,C,DISEASE
D015508,C,DISEASE
D015523,C,DISEASE
D015535,C,DISEASE
D015614,C,DISEASE
D015616,C,DISEASE
D015620,C,DISEASE
D015624,C,DISEASE
D015673,C,DISEASE
D015715,C,DISEASE
D015807,C,DISEASE
D015819,C,DISEASE
D015823,C,DISEASE
D015829,C,DISEASE
D015835,C,DISEASE
D015862,C,DISEASE
D015863,C,DISEASE
D015867,C,DISEASE
D016066,C,DISEASE
D016111,C,DISEASE
D016112,C,DISEASE
D016113,C,DISEASE
D016154,C,DISEASE
D016156,C,DISEASE
D016269,C,DISEASE
D016330,C,DISEASE
D016388,C,DISEASE
D016393,C,DISEASE
D016399,C,DISEASE
D016400,C,DISEASE
D016403,C,DISEASE
D016410,C,DISEASE
D016411,C,DISEASE
D016464,C,DISEASE
D016469,C,DISEASE
D016471,C,DISEASE
D016472,C,DISEASE
D016481,C,DISEASE
D016489,C,DISEASE
D016532,C,DISEASE
D016534,C,DISEASE
D016574,C,DISEASE
D016575,C,DISEASE
D016582,C,DISEASE
D016584,C,DISEASE
D016638,C,DISEASE
D016728,C,DISEASE
D016773,C,DISEASE
D016776,C,DISEASE
D016779,C,DISEASE
D016866,C,DISEASE
D016867,C,DISEASE
D016868,C,DISEASE
D016881,C,DISEASE
D016919,C,DISEASE
D016921,C,DISEASE
D017029,C,DISEASE
D017074,C,DISEASE
D017086,C,DISEASE
D017091,C,DISEASE
D017098,C,DISEASE
D017109,C,DISEASE
D017116,C,DISEASE
D017188,C,DISEASE
D017189,C,DISEASE
D017194,C,DISEASE
D017196,C,DISEASE
D017219,C,DISEASE
D017229,C,DISEASE
D017253,C,DISEASE
D017271,C,DISEASE
D017282,C,DISEASE
D017449,C,DISEASE
D017484,C,DISEASE
D017486,C,DISEASE
D017488,C,DISEASE
D017492,C,DISEASE
D017495,C,DISEASE
D017497,C,DISEASE
D017511,C,DISEASE
D017512,C,DISEASE
D017515,C,DISEASE
D017520,C,DISEASE
D017577,C,DISEASE
D017681,C,DISEASE
D017697,C,DISEASE
D017699,C,DISEASE
D017714,C,DISEASE
D017726,C,DISEASE
D017772,C,DISEASE
D018058,C,DISEASE
D018088,C,DISEASE
D018149,C,DISEASE
D018185,C,DISEASE
D018193,C,DISEASE
D018205,C,DISEASE
D018213,C,DISEASE
D018218,C,DISEASE
D018223,C,DISEASE
D018241,C,DISEASE
D018242,C,DISEASE
D018243,C,DISEASE
D018248,C,DISEASE
D018256,C,DISEASE
D018261,C,DISEASE
D018268,C,DISEASE
D018270,C,DISEASE
D018273,C,DISEASE
D018281,C,DISEASE
D018288,C,DISEASE
D018295,C,DISEASE
D018301,C,DISEASE
D018302,C,DISEASE
D018317,C,DISEASE
D018328,C,DISEASE
D018352,C,DISEASE
D018353,C,DISEASE
D018355,C,DISEASE
D018410,C,DISEASE
D018442,C,DISEASE
D018455,C,DISEASE
D018461,C,DISEASE
D018467,C,DISEASE
D018512,C,DISEASE
D018636,C,DISEASE
D018771,C,DISEASE
D018783,C,DISEASE
D018784,C,DISEASE
D018785,C,DISEASE
D018813,C,DISEASE
D018814,C,DISEASE
D018856,C,DISEASE
D018879,C,DISEASE
D018880,C,DISEASE
D018901,C,DISEASE
D018917,C,DISEASE
D019052,C,DISEASE
D019080,C,DISEASE
D019106,C,DISEASE
D019226,C,DISEASE
D019263,C,DISEASE
D019283,C,DISEASE
D019462,C,DISEASE
D019547,C,DISEASE
D019572,C,DISEASE
D019584,C,DISEASE
D019693,C,DISEASE
D019694,C,DISEASE
D019698,C,DISEASE
D019896,C,DISEASE
D019955,C,DISEASE
D019960,C,DISEASE
D019968,C,DISEASE
D019970,C,DISEASE
D020019,C,DISEASE
D020031,C,DISEASE
D020069,C,DISEASE
D020096,C,DISEASE
D020138,C,DISEASE
D020140,C,DISEASE
D020176,C,DISEASE
D020181,C,DISEASE
D020188,C,DISEASE
D020190,C,DISEASE
D020208,C,DISEASE
D020214,C,DISEASE
D020233,C,DISEASE
D020256,C,DISEASE
D020261,C,DISEASE
D020262,C,DISEASE
D020263,C,DISEASE
D020264,C,DISEASE
D020269,C,DISEASE
D020275,C,DISEASE
D020277,C,DISEASE
D020293,C,DISEASE
D020323,C,DISEASE
D020326,C,DISEASE
D020329,C,DISEASE
D020335,C,DISEASE
D020336,C,DISEASE
D020345,C,DISEASE
D020347,C,DISEASE
D020370,C,DISEASE
D020388,C,DISEASE
D020433,C,DISEASE
D020513,C,DISEASE
D020522,C,DISEASE
D020528,C,DISEASE
D020529,C,DISEASE
D020752,C,DISEASE
D020758,C,DISEASE
D020760,C,DISEASE
D020765,C,DISEASE
D020785,C,DISEASE
D020790,C,DISEASE
D020795,C,DISEASE
D020803,C,DISEASE
D020809,C,DISEASE
D020918,C,DISEASE
D020923,C,DISEASE
D020936,C,DISEASE
D020945,C,DISEASE
D020966,C,DISEASE
D021441,C,DISEASE
D021501,C,DISEASE
D021922,C,DISEASE
D023521,C,DISEASE
D025064,C,DISEASE
D025241,C,DISEASE
D025242,C,DISEASE
D025962,C,DISEASE
D028226,C,DISEASE
D028227,C,DISEASE
D028361,C,DISEASE
D029242,C,DISEASE
D029481,C,DISEASE
D030341,C,DISEASE
D031901,C,DISEASE
D033461,C,DISEASE
D034141,C,DISEASE
D034381,C,DISEASE
D034721,C,DISEASE
D039682,C,DISEASE
D040921,C,DISEASE
D041781,C,DISEASE
D041881,C,DISEASE
D042822,C,DISEASE
D043183,C,DISEASE
D043202,C,DISEASE
D043963,C,DISEASE
D044148,C,DISEASE
D044483,C,DISEASE
D045823,C,DISEASE
D045825,C,DISEASE
D045828,C,DISEASE
D046152,C,DISEASE
D046628,C,DISEASE
D047808,C,DISEASE
D049590,C,DISEASE
D049913,C,DISEASE
D049950,C,DISEASE
D049970,C,DISEASE
D050723,C,DISEASE
D051359,C,DISEASE
D051474,C,DISEASE
D051556,C,DISEASE
D052018,C,DISEASE
D052178,C,DISEASE
D053098,C,DISEASE
D053120,C,DISEASE
D053158,C,DISEASE
D053159,C,DISEASE
D053201,C,DISEASE
D053202,C,DISEASE
D053565,C,DISEASE
D053840,C,DISEASE
D053842,C,DISEASE
D054058,C,DISEASE
D054078,C,DISEASE
D054079,C,DISEASE
D054139,C,DISEASE
D054143,C,DISEASE
D054198,C,DISEASE
D054437,C,DISEASE
D054537,C,DISEASE
D054556,C,DISEASE
D054559,C,DISEASE
D054908,C,DISEASE
D055009,C,DISEASE
D055397,C,DISEASE
D055623,C,DISEASE
D055728,C,DISEASE
D055752,C,DISEASE
D055953,C,DISEASE
D056005,C,DISEASE
D056006,C,DISEASE
D056486,C,DISEASE
D056487,C,DISEASE
D056587,C,DISEASE
D056647,C,DISEASE
D056648,C,DISEASE
D056660,C,DISEASE
D056784,C,DISEASE
D056806,C,DISEASE
D056844,C,DISEASE
D056986,C,DISEASE
D057135,C,DISEASE
D057177,C,DISEASE
D058070,C,DISEASE
D058226,C,DISEASE
D058365,C,DISEASE
D058387,C,DISEASE
D058533,C,DISEASE
D058729,C,DISEASE
D058866,C,DISEASE
D059020,C,DISEASE
D059249,C,DISEASE
D059268,C,DISEASE
D059345,C,DISEASE
D059350,C,DISEASE
D059411,C,DISEASE
D060585,C,DISEASE
D060605,C,DISEASE
D060737,C,DISEASE
D060825,C,DISEASE
D061085,C,DISEASE
D061218,C,DISEASE
D063425,C,DISEASE
D063646,C,DISEASE
D063730,C,DISEASE
D063806,C,DISEASE
D063926,C,DISEASE
D064129,C,DISEASE
D064424,C,DISEASE
D064726,C,DISEASE
D065008,C,DISEASE
D065766,C,DISEASE
D065768,C,DISEASE
