vocabulary_id,concept_code,concept_name,concept_class
PE,N0000184306,Cell-mediated Immunity,Class
PE,N0000185001,Increased IgG Production,Class
PE,BO76JF850N,CLIDINIUM,Concept
PE,Q4K217VGA9,CALFACTANT,Concept
PE,KE3U2023NP,PORACTANT ALFA,Concept
PE,26NAK24LS8,HYDRALAZINE,Concept
PE,F5TD010360,ALPROSTADIL,Concept
PE,5965120SH1,MINOXIDIL,Concept
PE,1GVO236S58,HYDROXYETHYL STARCH 130/0.4,Concept
PE,K3R6ZDH4DU,DEXTRAN 40,Concept
PE,7SA290YK68,DEXTRAN 70,Concept
PE,JY83SHX053,DEXTRAN 75,Concept
PE,875Y4127EA,HETASTARCH,Concept
PE,ZIF514RVZR,ALBUMIN (HUMAN),Concept
PE,76LA80IG2G,GLUCAGON,Concept
PE,A6D97U294I,SOTALOL,Concept
PE,F9NUX55P23,AZILSARTAN,Concept
PE,J7A92W69L7,DROXIDOPA,Concept
PE,Q508Q118JM,ENALAPRILAT ANHYDROUS,Concept
PE,JRM708L703,BENAZEPRILAT,Concept
PE,UDM7Q7QWP8,BENAZEPRIL,Concept
PE,M089EFU921,ANGIOTENSIN II,Concept
PE,5KV86114PT,MONOETHANOLAMINE,Concept
PE,LX1OH63030,ISOSORBIDE MONONITRATE,Concept
PE,RUM6K67ESG,TREPROSTINIL,Concept
PE,69PN84IO1A,ENALAPRIL,Concept
PE,G59M7S0WS3,NITROGLYCERIN,Concept
PE,IA7306519N,ISOSORBIDE DINITRATE,Concept
PE,4I8HAB65SZ,NISOLDIPINE,Concept
PE,31C4KY9ESH,NITRIC OXIDE,Concept
PE,169D1260KM,NITROPRUSSIDE,Concept
PE,8VLN5B44ZY,OXYMETAZOLINE,Concept
PE,6KIC4BB60G,HUMAN C1-ESTERASE INHIBITOR,Concept
PE,DCR9Z582X0,EPOPROSTENOL,Concept
PE,0AWH8BFG9A,POLIDOCANOL,Concept
PE,005990WHZZ,DEOXYCHOLIC ACID,Concept
PE,58H6RWO52I,BACITRACIN,Concept
PE,R4KO0DY52L,CHLORHEXIDINE,Concept
PE,LR24G6354G,ERIBULIN,Concept
PE,7XL5ISS668,BRENTUXIMAB VEDOTIN,Concept
PE,7686S50JAH,INGENOL MEBUTATE,Concept
PE,699121PHCA,DOCETAXEL ANHYDROUS,Concept
PE,9GJ8S4GU0M,MIPOMERSEN,Concept
PE,N54AIC43PW,VENETOCLAX,Concept
PE,F2VW3D43YT,AZELAIC ACID,Concept
PE,5Z9SP3X666,NUSINERSEN,Concept
PE,P93RUU11P7,INOTUZUMAB OZOGAMICIN,Concept
PE,QMS40680K6,PALIFERMIN,Concept
PE,0IEO0F56LV,INOTERSEN,Concept
PE,19W019ZDRJ,CICLOPIROX,Concept
PE,K27005NP0A,IXABEPILONE,Concept
PE,32HRV3E3D5,GRISEOFULVIN,Concept
PE,P88XT4IS4D,PACLITAXEL,Concept
PE,L36H50F353,PODOFILOX,Concept
PE,51F690397J,CABAZITAXEL,Concept
PE,EOR26LQQ24,EZETIMIBE,Concept
PE,25ADE2236L,THROMBIN,Concept
PE,F7R0FBC1XD,FACTOR XIII CONCENTRATE (HUMAN),Concept
PE,2M83C4R6ZB,CALCIUM CATION,Concept
PE,SCK81AMR7R,THROMBIN ALFA,Concept
PE,AWV6I5L6H2,ANTITHROMBIN ALFA,Concept
PE,XF417D3PSL,ANHYDROUS CITRIC ACID,Concept
PE,AC71R787OV,COAGULATION FACTOR VIIA RECOMBINANT HUMAN,Concept
PE,ENR1LLB0FP,DESMOPRESSIN,Concept
PE,9G34HU7RV0,EDETIC ACID,Concept
PE,3Z6S89TXPW,PROTEIN C,Concept
PE,6K15ABL77G,HUMAN THROMBIN,Concept
PE,A034SE7857,PHYTONADIONE,Concept
PE,2P471X1Z11,OMALIZUMAB,Concept
PE,614OI1Z5WI,VALPROIC ACID,Concept
PE,44YRR34555,LEVETIRACETAM,Concept
PE,S5VXA428R4,ESLICARBAZEPINE,Concept
PE,33CM23913M,CARBAMAZEPINE,Concept
PE,X72RBB02N8,FELBAMATE,Concept
PE,6CW7F3G59X,GABAPENTIN,Concept
PE,U3H27498KS,LAMOTRIGINE,Concept
PE,Z80I64HMNP,TIAGABINE,Concept
PE,VZI5B1W380,OXCARBAZEPINE,Concept
PE,0H73WJJ391,TOPIRAMATE,Concept
PE,459384H98V,ZONISAMIDE,Concept
PE,5SEH9X1D1D,ETHOSUXIMIDE,Concept
PE,46QG38NC4U,ETHOTOIN,Concept
PE,0G76K8X6C0,METHSUXIMIDE,Concept
PE,563KS2PQY5,LACOSAMIDE,Concept
PE,6158TKW0C5,PHENYTOIN,Concept
PE,13AFD7670Q,PRIMIDONE,Concept
PE,30IW36W5B2,4-HYDROXYBUTANOIC ACID,Concept
PE,7D0YB67S97,ABATACEPT,Concept
PE,R16CO5Y76E,ASPIRIN,Concept
PE,144O8QL0L1,DICLOFENAC,Concept
PE,V1L22WVE2S,ZILEUTON,Concept
PE,789U1901C5,COPPER,Concept
PE,W2X096QY97,TRIMETHOBENZAMIDE,Concept
PE,3L5TQ84570,MECLIZINE,Concept
PE,IX503L9WN0,GANIRELIX,Concept
PE,OON1HFZ4BA,CETRORELIX,Concept
PE,K9X45X0051,ANAGRELIDE,Concept
PE,4Z8R6ORS6L,THALIDOMIDE,Concept
PE,OM90ZUW7M1,TICLOPIDINE,Concept
PE,GLH0314RVC,TICAGRELOR,Concept
PE,6AQ1Y404U7,CANGRELOR,Concept
PE,A74586SNO7,CLOPIDOGREL,Concept
PE,64ALC7F90C,DIPYRIDAMOLE,Concept
PE,34K66TBT99,PRASUGREL,Concept
PE,GGX234SI5H,TIROFIBAN,Concept
PE,"NA8320J834",EPTIFIBATIDE,Concept
PE,WS821Z52LQ,TRIAMTERENE,Concept
PE,7DZO8EB0Z3,AMILORIDE,Concept
PE,WYQ7N0BPYC,ACETYLCYSTEINE,Concept
PE,953A26OA1Y,DORNASE ALFA,Concept
PE,F64QU97QCR,DANTROLENE,Concept
PE,5P4DHS6ENR,BENZONATATE,Concept
PE,0X9PA28K43,VERTEPORFIN,Concept
PE,M15H03K69B,PORFIMER,Concept
PE,3U02EL437C,CLINDAMYCIN,Concept
PE,92RU3N3Y1O,DIMETHICONE,Concept
PE,63937KV33D,ERYTHROMYCIN,Concept
PE,XV74C1N1AE,HYDROQUINONE,Concept
PE,U4VJ29L7BQ,METHOXSALEN,Concept
PE,295O53K152,POTASSIUM CATION,Concept
PE,LYR4M0NH37,SODIUM CATION,Concept
PE,7IS9N8KPMG,SULFATE ION,Concept
PE,T6V3LHY838,MAGNESIUM CATION,Concept
PE,10X0709Y6I,BISACODYL,Concept
PE,0K5C5T2QPG,LANSOPRAZOLE,Concept
PE,R09078E41Y,DEACETYLBISACODYL,Concept
PE,G2M7P15E5P,POLYETHYLENE GLYCOL 3350,Concept
PE,9U7D5QH5AE,LACTULOSE,Concept
PE,01ZG3TPX31,BUPROPION,Concept
PE,5W7SIA7YZW,LEVONORGESTREL,Concept
PE,MQG94M5EEO,TESAMORELIN,Concept
PE,1JQS135EYN,OXYTOCIN,Concept
PE,49VI1ZSO06,APIOSPORA MONTAGNEI,Concept
PE,SQ89E6LOME,ASPERGILLUS REPENS,Concept
PE,UU78E56M7L,ARTEMISIA DRACUNCULUS POLLEN,Concept
PE,B55BD1QM4Q,ARRHENATHERUM ELATIUS POLLEN,Concept
PE,R3NBG8914U,BARLEY MALT,Concept
PE,D9108TZ9KG,CHOCOLATE,Concept
PE,RCU76P419D,LEEK,Concept
PE,0E5AT8T16U,OREGANO,Concept
PE,60RO23IR87,POPPY SEED,Concept
PE,51ME2L7STL,OKRA,Concept
PE,L2V28YP49S,PARSNIP,Concept
PE,8DS6G120HJ,HORSERADISH,Concept
PE,N91637DNW9,CHICKPEA,Concept
PE,8CZS546954,LIME (CITRUS),Concept
PE,I629I3NR86,MANGO,Concept
PE,KH3E3096OO,TANGERINE,Concept
PE,K5877MW0LE,WATERCRESS,Concept
PE,KU94FIY6JB,PAPAYA,Concept
PE,065C5D077J,SAGE,Concept
PE,0X5GW3050M,VEAL,Concept
PE,1L29G6428X,SOUR CHERRY,Concept
PE,P6818UI2E4,PINUS VIRGINIANA POLLEN,Concept
PE,6U600U1326,QUERCUS NIGRA POLLEN,Concept
PE,G82398SD3I,ULMUS CRASSIFOLIA POLLEN,Concept
PE,VJI0WKK736,LOLIUM MULTIFLORUM POLLEN,Concept
PE,E3A7U1HWIO,PINUS PALUSTRIS POLLEN,Concept
PE,0V3J4YEX2W,USTILAGO CYNODONTIS,Concept
PE,RZ55S3AQOJ,HUMICOLA GRISEA,Concept
PE,B7B86Y84R8,MICROSPORUM AUDOUINII,Concept
PE,N4F4RQ7BY7,MICROSPORUM CANIS,Concept
PE,UVC3Z60VTX,MELILOTUS OFFICINALIS POLLEN,Concept
PE,YM2P5UN502,PINUS BANKSIANA POLLEN,Concept
PE,NBV527E8B4,SEQUOIA SEMPERVIRENS POLLEN,Concept
PE,02RVY6X9EC,QUERCUS KELLOGGII POLLEN,Concept
PE,50HCQ1NYV5,POA COMPRESSA POLLEN,Concept
PE,9L67M8B78R,MELILOTUS ALBUS POLLEN,Concept
PE,R6H8O3GVL9,RUMEX OBTUSIFOLIUS POLLEN,Concept
PE,BHS470V9ON,RUMEX SALICIFOLIUS VAR. MEXICANUS POLLEN,Concept
PE,9P9T267QMR,SALIX LUCIDA SSP. LASIANDRA POLLEN,Concept
PE,A7XVZ7S0Y5,POPULUS BALSAMIFERA POLLEN,Concept
PE,IVU789297D,CHENOPODIUM BOTRYS POLLEN,Concept
PE,I6KAZ8AO1O,SECALE CEREALE POLLEN,Concept
PE,0D771IS0FH,THIRAM,Concept
PE,255H8VT4RK,AGROSTIS STOLONIFERA POLLEN,Concept
PE,83X1I1RR5F,AMPHIACHYRIS DRACUNCULOIDES POLLEN,Concept
PE,2LN3M29LNI,HORDEUM VULGARE POLLEN,Concept
PE,UBW6O1H50I,IVA ANGUSTIFOLIA POLLEN,Concept
PE,XC209ITL3J,LARGEMOUTH BASS,Concept
PE,18JOK51CZH,MACLURA POMIFERA POLLEN,Concept
PE,I9D9Z5GCW5,NEUROSPORA SITOPHILA,Concept
PE,VBT3DRA2R9,PHALARIS MINOR POLLEN,Concept
PE,ZEI09763J3,PSEUDOTSUGA MENZIESII POLLEN,Concept
PE,M30XO5X4XD,IRIS GERMANICA VAR. FLORENTINA ROOT,Concept
PE,B43R30VP73,SORGHUM BICOLOR SSP. DRUMMONDII POLLEN,Concept
PE,JY1BE33I3Y,TRICHOPHYTON TONSURANS,Concept
PE,HGH5K3653K,QUERCUS LOBATA POLLEN,Concept
PE,6PU1E16C9W,BRONOPOL,Concept
PE,PR9U2YPF3Q,DERMATOPHAGOIDES FARINAE,Concept
PE,57L1Z5378K,DERMATOPHAGOIDES PTERONYSSINUS,Concept
PE,63TBJ590BL,AMBROSIA CONFERTIFLORA POLLEN,Concept
PE,DDA050FCEA,CENTRUROIDES FAB2 ANTIVENIN (EQUINE),Concept
PE,Y0M7LGE3Z8,COLLETOTRICHUM COCCODES,Concept
PE,6K41G30A6U,HYPOMYCES PERNICIOSUS,Concept
PE,1XY644QKWG,MELOPSITTACUS UNDULATUS FEATHER,Concept
PE,DHI513VXU7,MICROASCUS BREVICAULIS,Concept
PE,W5U19AK212,MYROTHECIUM VERRUCARIA,Concept
PE,BML0J15H8W,RUMEX ALTISSIMUS POLLEN,Concept
PE,341PDX5PLM,TYPHA LATIFOLIA POLLEN,Concept
PE,O82C39RR8C,GRAPEFRUIT,Concept
PE,1O6WQ6T7G3,TAFLUPROST,Concept
PE,0MVO31Q3QS,CRANBERRY,Concept
PE,GPV39ZGD8C,VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN,Concept
PE,AKT0E6058K,POLISTES FUSCATUS VENOM PROTEIN,Concept
PE,J8DAZ3T66L,DOLICHOVESPULA MACULATA VENOM PROTEIN,Concept
PE,S125N1F5X5,VESPULA VULGARIS VENOM PROTEIN,Concept
PE,V34908RT03,VESPULA MACULIFRONS VENOM PROTEIN,Concept
PE,8SH7583MUK,VESPULA GERMANICA VENOM PROTEIN,Concept
PE,D7974DM2EJ,VESPULA SQUAMOSA VENOM PROTEIN,Concept
PE,Q79PS8P34R,VESPULA PENSYLVANICA VENOM PROTEIN,Concept
PE,7PI26E943G,DOLICHOVESPULA ARENARIA VENOM PROTEIN,Concept
PE,FKD3DUK39I,HUMAN ADENOVIRUS E SEROTYPE 4 STRAIN CL-68578,Concept
PE,030R993R8E,ULMUS PUMILA POLLEN,Concept
PE,8C367IY4EY,BORDETELLA PERTUSSIS FILAMENTOUS HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED),Concept
PE,1O0600285A,BORDETELLA PERTUSSIS FIMBRIAE 2/3 ANTIGEN,Concept
PE,I05O535NV6,BORDETELLA PERTUSSIS PERTACTIN ANTIGEN (FORMALDEHYDE INACTIVATED),Concept
PE,QSN5XO8ZSU,"BORDETELLA PERTUSSIS TOXOID ANTIGEN (FORMALDEHYDE, GLUTARALDEHYDE INACTIVATED)",Concept
